model_lat	er_citation_names	compilation_names	average_inc	er_site_names	average_int	average_age_low	average_int_sigma_perc	average_alpha95	magic_method_codes	vadm	average_r	average_int_nn	model_lon	average_age	result_description	er_location_names	average_int_sigma	vadm_n	compilation_ids	data_type	average_dec	vdm_n	vgp_lat	average_nn	average_lat	average_age_unit	average_age_sigma	average_k	average_lon	vgp_dm	average_n	vgp_dp	pmag_result_name	tilt_correction	average_age_high	vgp_lon	vdm
				8	4.25E-05		3.29		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					1.40E-06																8				8.10E+22
				12	5.95E-05		3.7		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.20E-06																12				1.19E+23
				13	4.24E-05		3.77		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.60E-06																13				1.08E+23
				20	4.31E-05		10.7		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			2					4.60E-06																20				1.02E+23
				23	2.18E-05		6.42		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.40E-06																23				5.40E+22
				24	2.18E-05		6.42		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.40E-06																24				5.40E+22
				25	2.93E-05		7.17		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					2.10E-06																25				7.30E+22
				27	3.75E-05		2.13		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			6					8.00E-07																27				9.10E+22
				29	4.12E-05		5.58		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.30E-06																29				8.30E+22
				30	4.44E-05		0.45		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					2.00E-07																30				1.01E+23
				34	4.81E-05		4.16		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.00E-06																34				1.14E+23
				35	3.11E-05		0.965		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.00E-07																35				7.40E+22
				36	5.04E-05		2.78		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			10					1.40E-06																36				1.18E+23
				38	4.81E-05		7.28		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.50E-06																38				1.13E+23
				41	3.58E-05		9.78		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.50E-06																41				9.00E+22
	This study:Johnson et al. 2007	TAFI:20D	-8.8	A13				2.6	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	149.8		-55.8	7	22.16	ka		543	200.66				TAFI-PMCORR: A13	0		263.8	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-8.8	A13				2.6	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	149.8		-56.4	7	22.16	ka		543	200.66				TAFI: A13	0		267.7	
	This study:Johnson et al. 2007	TAFI:20D	-3.7	A12				5.4	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	147.6		-52.5	7	22.16	ka		125	200.66				TAFI-PMCORR: A12	0		262.4	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-3.7	A12				5.4	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	147.6		-53.1	7	22.16	ka		125	200.66				TAFI: A12	0		266	
	This study:Johnson et al. 2007	TAFI:20D	-8.1	A11				4.2	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	145.9		-52.3	7	22.16	ka		211	200.66				TAFI-PMCORR: A11	0		266.9	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-8.1	A11				4.2	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	145.9		-52.9	7	22.16	ka		211	200.66				TAFI: A11	0		270.6	
	This study:Johnson et al. 2007	TAFI:20D	-13.9	A10				3.3	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	143.1		-51.4	7	22.16	ka		335	200.66				TAFI-PMCORR: A10	0		273.4	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-13.9	A10				3.3	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	143.1		-51.7	7	22.16	ka		335	200.66				TAFI: A10	0		277.1	
	This study:Johnson et al. 2007	TAFI:20D	-18.7	A8				2.7	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	153		-61.2	7	22.16	ka		513	200.66				TAFI-PMCORR: A8	0		269.1	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-18.7	A8				2.7	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	153		-61.7	7	22.16	ka		513	200.66				TAFI: A8	0		273.5	
	This study:Johnson et al. 2007	TAFI:20D	-16.5	A7				5.1	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	154.9		-62.2	7	22.16	ka		140	200.66				TAFI-PMCORR: A7	0		264.9	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-16.5	A7				5.1	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	154.9		-62.8	7	22.16	ka		140	200.66				TAFI: A7	0		269.3	
	This study:Johnson et al. 2007	TAFI:20D	-10	A6				7	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	150.7		-56.9	7	22.16	ka		75	200.66				TAFI-PMCORR: A6	0		263.9	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-10	A6				7	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	150.7		-57.5	7	22.16	ka		75	200.66				TAFI: A6	0		267.8	
	This study:Johnson et al. 2007	TAFI:20D	-22.1	A5				2.6	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	155.7		-64.5	6	22.16	ka		690	200.66				TAFI-PMCORR: A5	0		269.9	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-22.1	A5				2.6	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	155.7		-64.9	6	22.16	ka		690	200.66				TAFI: A5	0		274.7	
	This study:Johnson et al. 2007	TAFI:20D	-15.3	A4				8.6	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	150.6		-58.3	7	22.16	ka		51	200.66				TAFI-PMCORR: A4	0		268.3	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-15.3	A4				8.6	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	150.6		-58.7	7	22.16	ka		51	200.66				TAFI: A4	0		272.4	
	This study:Johnson et al. 2007	TAFI:20D	-26.9	A2				2.4	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	174.2		-80.4	7	22.16	ka		631	200.66				TAFI-PMCORR: A2	0		236.4	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-26.9	A2				2.4	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	174.2		-81.4	7	22.16	ka		631	200.66				TAFI: A2	0		243.5	
	This study:Johnson et al. 2007	TAFI:20D	-27	A1				1.9	LP-DIR					4450	VGP calculated using present lat/lon	Hawaii				i	178.5		-82	7	22.16	ka		983	200.66				TAFI-PMCORR: A1	0		211.2	
20.8711	This study:Johnson et al. 2007	TAFI:20D	-27	A1				1.9	LP-DIR:IE-MLAT-PR				202.824	4450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	178.5		-83.3	7	22.16	ka		983	200.66				TAFI: A1	0		215.3	
22.3	This study	PINT03	-22.1	Anahola 05	1.110e-05		3.6	2.6	LP-PI-TRM:LP-PI-ALT-PTRM	2.394e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	4.000e-07	2	5	i	155.7	2	-64.4	6	22.3	Ma	0.65	690	-158.9				PINT:Anahola 05			270.1	2.709e+22
22.3	This study	PINT03	-16.5	Anahola 07	1.010e-05		3.0	5.1	LP-PI-TRM:LP-PI-ALT-PTRM	2.179e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	3.000e-07	3	6	i	154.9	3	-62.2	7	22.3	Ma	0.65	140	-158.9				PINT:Anahola 07			265.1	2.527e+22
22.3	This study	PINT03	64.7	Anahola 16	2.170e-05		16.6	3.8	LP-PI-TRM:LP-PI-ALT-PTRM	4.681e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	3.600e-06	3	7	i	47.5	3	44.8	7	22.3	Ma	0.65	253	-158.9				PINT:Anahola 16			246.7	3.484e+22
22.1	This study	PINT03	-40.3	Kukui Trail 05	3.480e-05		14.9	1.1	LP-PI-TRM:LP-PI-ALT-PTRM	7.525e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	5.200e-06	3	8	i	170.3	3	-81.0	7	22.1	Ma	0.65	3031	-159.4				PINT:Kukui Trail 05			298.0	7.441e+22
22.1	This study	PINT03	-27.7	Kukui Trail 09	4.310e-05		10.7	4.4	LP-PI-TRM:LP-PI-ALT-PTRM	9.320e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	4.600e-06	2	9	i	158.1	2	-68.0	7	22.1	Ma	0.65	191	-159.4				PINT:Kukui Trail 09			274.8	1.018e+23
22.1	This study	PINT03	-30	Kukui Trail 13	3.010e-05		1.3	1.2	LP-PI-TRM:LP-PI-ALT-PTRM	6.509e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	4.000e-07	3	10	i	158.9	3	-69.2	7	22.1	Ma	0.65	2504	-159.4				PINT:Kukui Trail 13			277.5	7.003e+22
22.1	This study	PINT03	-29.8	Kukui Trail 18	2.920e-05		7.5	3.1	LP-PI-TRM:LP-PI-ALT-PTRM	6.314e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	2.200e-06	3	11	i	163.6	3	-73.3	6	22.1	Ma	0.65	468	-159.4				PINT:Kukui Trail 18			271.9	6.803e+22
22.1	This study	PINT03	-20.4	Kukui Trail 23	2.180e-05		6.4	4.8	LP-PI-TRM:LP-PI-ALT-PTRM	4.714e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	1.400e-06	3	12	i	191	3	-74.4	7	22.1	Ma	0.65	159	-159.4				PINT:Kukui Trail 23			156.5	5.364e+22
22.1	This study	PINT03	-16.6	Kukui Trail 26	2.930e-05		7.2	3.2	LP-PI-TRM:LP-PI-ALT-PTRM	6.336e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	2.100e-06	4	13	i	192.3	4	-72.0	7	22.1	Ma	0.65	364	-159.4				PINT:Kukui Trail 26			157.7	7.327e+22
22.1	This study	PINT03	22.4	Kukui Trail 28	3.780e-05		2.4	2	LP-PI-TRM:LP-PI-ALT-PTRM	8.174e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	9.000e-07	3	14	i	13.4	3	73.5	7	22.1	Ma	0.65	896	-159.4				PINT:Kukui Trail 28			327.7	9.210e+22
22.1	This study	PINT03	27.2	Kukui Trail 29	3.680e-05		4.3	1.2	LP-PI-TRM:LP-PI-ALT-PTRM	7.958e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	1.600e-06	3	15	i	13.4	3	75.1	6	22.1	Ma	0.65	2904	-159.4				PINT:Kukui Trail 29			319.5	8.723e+22
22.1	This study	PINT03	33.3	Kukui Trail 30	4.430e-05		0.7	1	LP-PI-TRM:LP-PI-ALT-PTRM	9.580e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	3.000e-07	2	16	i	2.1	2	85.6	7	22.1	Ma	0.65	3839	-159.4				PINT:Kukui Trail 30			353.5	1.006e+23
22.1	This study	PINT03	32	Kukui Trail 32	4.440e-05		0.7	1.3	LP-PI-TRM:LP-PI-ALT-PTRM	9.601e+22				4.45	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	3.000e-07	2	17	i	359.5	2	85.2	6	22.1	Ma	0.65	2509	-159.4				PINT:Kukui Trail 32			26.3	1.018e+23
	This study:Johnson et al. 2007	TAFI:20D	31.6	HW06				7.3	LP-DIR					400	VGP calculated using present lat/lon	Hawaii				i	346.8		77.1	5	20.17	ka	0.008	110	204.1				TAFI-PMCORR: HW06	0		102.5	
20.0543	This study:Johnson et al. 2007	TAFI:20D	31.6	HW06				7.3	LP-DIR:IE-MLAT-PR				204.298	400	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	346.8		77.1	5	20.17	ka	0.008	110	204.1				TAFI: HW06	0		103.2	
	This study:Johnson et al. 2007	TAFI:20D	21.9	HW05				2.9	LP-DIR					382	VGP calculated using present lat/lon	Hawaii				i	350.2		77.1	6	20.15	ka	0.016	523	204.105				TAFI-PMCORR: HW05	0		72.6	
20.0395	This study:Johnson et al. 2007	TAFI:20D	21.9	HW05				2.9	LP-DIR:IE-MLAT-PR				204.294	382	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	350.2		77.2	6	20.15	ka	0.016	523	204.105				TAFI: HW05	0		73.1	
	This study:Johnson et al. 2007	TAFI:20D	14.4	HW07				2.1	LP-DIR					337	VGP calculated using present lat/lon	Hawaii				i	1.4		77	4	20.208	ka	0.013	538	204.158				TAFI-PMCORR: HW07	0		18	
20.1105	This study:Johnson et al. 2007	TAFI:20D	14.4	HW07				2.1	LP-DIR:IE-MLAT-PR				204.324	337	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	1.4		77.1	4	20.208	ka	0.013	538	204.158				TAFI: HW07	0		18.1	
	This study:Johnson et al. 2007	TAFI:20D	55.4	HW03				4.4	LP-DIR					254	VGP calculated using present lat/lon	Hawaii				i	3.7		73.9	12	20.117	ka	0.012	100	204.121				TAFI-PMCORR: HW03	0		215	
20.0435	This study:Johnson et al. 2007	TAFI:20D	55.4	HW03				4.4	LP-DIR:IE-MLAT-PR				204.247	254	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3.7		73.8	12	20.117	ka	0.012	100	204.121				TAFI: HW03	0		215	
	This study:Johnson et al. 2007	TAFI:20D	16.2	PO01				5	LP-DIR					226	VGP calculated using present lat/lon	Hawaii				i	1.1		78	5	20.21	ka	0.002	145	204.262				TAFI-PMCORR: PO01	0		19	
20.1447	This study:Johnson et al. 2007	TAFI:20D	16.2	PO01				5	LP-DIR:IE-MLAT-PR				204.374	226	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	1.1		78.1	5	20.21	ka	0.002	145	204.262				TAFI: PO01	0		19.1	
	This study:Johnson et al. 2007	TAFI:20D	34.3	HW01				5.4	LP-DIR					184	VGP calculated using present lat/lon	Hawaii				i	340.9		72	5	20.075	ka	0.003	199	204.15				TAFI-PMCORR: HW01	0		113.4	
20.0218	This study:Johnson et al. 2007	TAFI:20D	34.3	HW01				5.4	LP-DIR:IE-MLAT-PR				204.241	184	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	340.9		72	5	20.075	ka	0.003	199	204.15				TAFI: HW01	0		113.7	
	This study:Johnson et al. 2007	TAFI:20D	31.8	HW02				4.3	LP-DIR					181	VGP calculated using present lat/lon	Hawaii				i	343.9		74.5	8	20.104	ka	0.003	165	204.125				TAFI-PMCORR: HW02	0		106.1	
20.0517	This study:Johnson et al. 2007	TAFI:20D	31.8	HW02				4.3	LP-DIR:IE-MLAT-PR				204.214	181	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	343.9		74.5	8	20.104	ka	0.003	165	204.125				TAFI: HW02	0		106.4	
	This study:Johnson et al. 2007	TAFI:20D	32.7	HW04				3.5	LP-DIR					153	VGP calculated using present lat/lon	Hawaii				i	6.4		83.5	14	20.142	ka	0.003	128	204.117				TAFI-PMCORR: HW04	0		314.2	
20.0978	This study:Johnson et al. 2007	TAFI:20D	32.7	HW04				3.5	LP-DIR:IE-MLAT-PR				204.193	153	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	6.4		83.5	14	20.142	ka	0.003	128	204.117				TAFI: HW04	0		313.9	
	This study:Johnson et al. 2007	TAFI:20D	45.4	PM01				4.3	LP-DIR					140	VGP calculated using present lat/lon	Hawaii				i	352.7		80.4	6	20.067	ka	0.004	239	204.238				TAFI-PMCORR: PM01	0		161.2	
20.0265	This study:Johnson et al. 2007	TAFI:20D	45.4	PM01				4.3	LP-DIR:IE-MLAT-PR				204.307	140	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	352.7		80.4	6	20.067	ka	0.004	239	204.238				TAFI: PM01	0		161.4	
	This study:Johnson et al. 2007	TAFI:20D	30.6	WA01				2.6	LP-DIR					61	VGP calculated using present lat/lon	Hawaii				i	350.1		79.9	11	20.112	ka	0.003	311	204.425				TAFI-PMCORR: WA01	0		94.9	
20.0944	This study:Johnson et al. 2007	TAFI:20D	30.6	WA01				2.6	LP-DIR:IE-MLAT-PR				204.455	61	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	350.1		79.9	11	20.112	ka	0.003	311	204.425				TAFI: WA01	0		95	
20.1	This study	PINT03	34.3	HW01	4.190e-05		30.5	5.4	LP-PI-TRM:LP-PI-ALT-PTRM	9.293e+22				0.18	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	1.280e-05	2	1752	i	340.9	2	72.0	5	20.1	Ma	3.00E-03	199	-155.8				PINT:HW01			113.4	9.439e+22
20.1	This study	PINT03	31.8	HW02	3.800e-05		25.0	4.3	LP-PI-TRM:LP-PI-ALT-PTRM	8.428e+22				0.18	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	9.500e-06	4	1753	i	343.9	4	74.5	8	20.1	Ma	3.00E-03	165	-155.8				PINT:HW02			106.2	8.727e+22
20.1	This study	PINT03	55.4	HW03	2.900e-05		26.9	4.4	LP-PI-TRM:LP-PI-ALT-PTRM	6.432e+22				0.26	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	7.800e-06	4	1754	i	3.7	4	73.8	12	20.1	Ma	5.00E-03	100	-155.8				PINT:HW03			215.0	5.249e+22
20.1	This study	PINT03	32.7	HW04	2.510e-05		22.3	3.5	LP-PI-TRM:LP-PI-ALT-PTRM	5.567e+22				0.15	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	5.600e-06	6	1755	i	6.4	6	83.5	14	20.1	Ma	3.00E-03	128	-155.8				PINT:HW04			314.0	5.726e+22
20.1	This study	PINT03	45.4	PM01	2.780e-05		7.9	4.3	LP-PI-TRM:LP-PI-ALT-PTRM	6.166e+22				0.14	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	2.200e-06	4	1756	i	352.7	4	80.5	6	20.1	Ma	0.01	239	-155.8				PINT:PM01			161.0	5.649e+22
20.1	This study	PINT03	16.2	PO01	4.070e-05		6.6	5	LP-PI-TRM:LP-PI-ALT-PTRM	9.027e+22				0.22	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	2.700e-06	2	1757	i	1.1	2	78.1	5	20.1	Ma	2.00E-03	145	-155.8				PINT:PO01			18.9	1.019e+23
	This study:Johnson et al. 2007	TAFI:20D	8.5	HilinaPali1				4.4	LP-DIR					17.86	VGP calculated using present lat/lon	Hawaii				i	7.9		73.1	6	19.272	ka	0.00067	232	204.714				TAFI-PMCORR: HilinaPali1	0		356.5	
19.2668	This study:Johnson et al. 2007	TAFI:20D	8.5	HilinaPali1				4.4	LP-DIR:IE-MLAT-PR				204.723	17.86	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	7.9		73.1	6	19.272	ka	0.00067	232	204.714				TAFI: HilinaPali1	0		356.5	
	This study:Johnson et al. 2007	TAFI:20D	1.1	ManianiaPali2				8	LP-DIR					10.41	VGP calculated using present lat/lon	Hawaii				i	353.2		70.3	7	19.047	ka		59	204.449				TAFI-PMCORR: ManianiaPali2	0		45.1	
19.044	This study:Johnson et al. 2007	TAFI:20D	1.1	ManianiaPali2				8	LP-DIR:IE-MLAT-PR				204.454	10.41	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	353.2		70.3	7	19.047	ka		59	204.449				TAFI: ManianiaPali2	0		45.1	
	This study:Johnson et al. 2007	TAFI:20D	49.4	ManianiaPali1				1.9	LP-DIR					10.41	VGP calculated using present lat/lon	Hawaii				i	27.4		62.8	8	19.047	ka	0.00031	857	204.449				TAFI-PMCORR: ManianiaPali1	0		264.8	
19.044	This study:Johnson et al. 2007	TAFI:20D	49.4	ManianiaPali1				1.9	LP-DIR:IE-MLAT-PR				204.454	10.41	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	27.4		62.8	8	19.047	ka	0.00031	857	204.449				TAFI: ManianiaPali1	0		264.8	
	This study:Johnson et al. 2007	TAFI:20D	27.5	HalePohaku				4.2	LP-DIR					4.6	VGP calculated using present lat/lon	Hawaii				i	21.3		69	8	19.729	ka	0.00019	174	204.575				TAFI-PMCORR: HalePohaku	0		305.4	
19.7277	This study:Johnson et al. 2007	TAFI:20D	27.5	HalePohaku				4.2	LP-DIR:IE-MLAT-PR				204.577	4.6	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	21.3		69	8	19.729	ka	0.00019	174	204.575				TAFI: HalePohaku	0		305.4	
	This study:Johnson et al. 2007	TAFI:20D	41.5	PuuKole				3.7	LP-DIR					4.53	VGP calculated using present lat/lon	Hawaii				i	19.7		71.3	6	19.731	ka	0.00011	330	204.59				TAFI-PMCORR: PuuKole	0		278.3	
19.7297	This study:Johnson et al. 2007	TAFI:20D	41.5	PuuKole				3.7	LP-DIR:IE-MLAT-PR				204.592	4.53	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	19.7		71.3	6	19.731	ka	0.00011	330	204.59				TAFI: PuuKole	0		278.3	
	This study:Johnson et al. 2007	TAFI:20D	41.4	VisitorCenter				1.8	LP-DIR					2.75	VGP calculated using present lat/lon	Hawaii				i	3.4		84.6	9	19.433	ka	0.00025	812	204.744				TAFI-PMCORR: VisitorCenter	0		240.1	
19.4322	This study:Johnson et al. 2007	TAFI:20D	41.4	VisitorCenter				1.8	LP-DIR:IE-MLAT-PR				204.745	2.75	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3.4		84.6	9	19.433	ka	0.00025	812	204.744				TAFI: VisitorCenter	0		240.1	
	This study:Johnson et al. 2007	TAFI:20D	46	PuuLoaLoa				4.1	LP-DIR					2.7	VGP calculated using present lat/lon	Hawaii				i	4.7		81.2	8	19.718	ka		181	204.561				TAFI-PMCORR: PuuLoaLoa	0		233	
19.7172	This study:Johnson et al. 2007	TAFI:20D	46	PuuLoaLoa				4.1	LP-DIR:IE-MLAT-PR				204.562	2.7	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	4.7		81.2	8	19.718	ka		181	204.561				TAFI: PuuLoaLoa	0		233	
	This study:Johnson et al. 2007	TAFI:20D	35.1	1852AD				3.4	LP-DIR					0.152	VGP calculated using present lat/lon	Hawaii				i	8.3		82.2	8	19.6	ka		263	204.62				TAFI-PMCORR: 1852AD	0		295	
19.6	This study:Johnson et al. 2007	TAFI:20D	35.1	1852AD				3.4	LP-DIR:IE-MLAT-PR				204.62	0.152	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	8.3		82.2	8	19.6	ka		263	204.62				TAFI: 1852AD	0		295	
	This study:Johnson et al. 2007	TAFI:20D	36.4	1859AD				2.8	LP-DIR					0.145	VGP calculated using present lat/lon	Hawaii				i	10.7		79.9	7	19.83	ka		461	204.18				TAFI-PMCORR: 1859AD	0		290	
19.83	This study:Johnson et al. 2007	TAFI:20D	36.4	1859AD				2.8	LP-DIR:IE-MLAT-PR				204.18	0.145	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	10.7		79.9	7	19.83	ka		461	204.18				TAFI: 1859AD	0		290	
	This study:Johnson et al. 2007	TAFI:20D	33.9	1881AD				2.6	LP-DIR					0.123	VGP calculated using present lat/lon	Hawaii				i	7.5		82.8	8	19.59	ka		464	204.56				TAFI-PMCORR: 1881AD	0		301.5	
19.59	This study:Johnson et al. 2007	TAFI:20D	33.9	1881AD				2.6	LP-DIR:IE-MLAT-PR				204.56	0.123	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	7.5		82.8	8	19.59	ka		464	204.56				TAFI: 1881AD	0		301.5	
	This study:Johnson et al. 2007	TAFI:20D	29.1	1919AD				2.6	LP-DIR					0.085	VGP calculated using present lat/lon	Hawaii				i	5.6		83.5	8	19.23	ka		469	204.12				TAFI-PMCORR: 1919AD	0		327.8	
19.23	This study:Johnson et al. 2007	TAFI:20D	29.1	1919AD				2.6	LP-DIR:IE-MLAT-PR				204.12	0.085	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	5.6		83.5	8	19.23	ka		469	204.12				TAFI: 1919AD	0		327.8	
	This study:Johnson et al. 2007	TAFI:20D	33.8	1926AD				3.8	LP-DIR					0.078	VGP calculated using present lat/lon	Hawaii				i	9.9		80.6	8	19.2	ka		388	204.13				TAFI-PMCORR: 1926AD	0		296.8	
19.2	This study:Johnson et al. 2007	TAFI:20D	33.8	1926AD				3.8	LP-DIR:IE-MLAT-PR				204.13	0.078	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	9.9		80.6	8	19.2	ka		388	204.13				TAFI: 1926AD	0		296.8	
	This study:Johnson et al. 2007	TAFI:20D	37.3	1940AD				2.5	LP-DIR					0.064	VGP calculated using present lat/lon	Hawaii				i	15.1		75.8	8	19.5	ka		496	204.41				TAFI-PMCORR: 1940AD	0		286.4	
19.5	This study:Johnson et al. 2007	TAFI:20D	37.3	1940AD				2.5	LP-DIR:IE-MLAT-PR				204.41	0.064	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	15.1		75.8	8	19.5	ka		496	204.41				TAFI: 1940AD	0		286.4	
	This study:Johnson et al. 2007	TAFI:20D	34.5	1960AD				3	LP-DIR					0.044	VGP calculated using present lat/lon	Hawaii				i	14.7		76.1	8	19.48	ka		342	205.16				TAFI-PMCORR: 1960AD	0		294.8	
19.48	This study:Johnson et al. 2007	TAFI:20D	34.5	1960AD				3	LP-DIR:IE-MLAT-PR				205.16	0.044	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	14.7		76.1	8	19.48	ka		342	205.16				TAFI: 1960AD	0		294.8	
	This study:Johnson et al. 2007	TAFI:20D	30.5	1950Flow				0.8	LP-DIR					0.054	VGP calculated using present lat/lon	Hawaii				i	11.8		78.4	127	19.3	ka		252	204.1				TAFI-PMCORR: 1950Flow	0		306.7	
19.3	This study:Johnson et al. 2007	TAFI:20D	30.5	1950Flow				0.8	LP-DIR:IE-MLAT-PR				204.1	0.054	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	11.8		78.4	127	19.3	ka		252	204.1				TAFI: 1950Flow	0		306.7	
	This study:Johnson et al. 2007	TAFI:20D	33.4	1972Flow				0.7	LP-DIR					0.031	VGP calculated using present lat/lon	Hawaii				i	12.9		77.7	148	19.3	ka		277	204.8				TAFI-PMCORR: 1972Flow	0		297.6	
