tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_csd	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
This study	Snake River	sr11c	sr11	sr11c1	sr11c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.5	188.1	g	1.2	4.13e-05	144	u	273	0.03	0	0	0	273
This study	Snake River	sr11c	sr11	sr11c1	sr11c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	192	g	1.1	3.08e-05	145	u	273	0.04	0	0	0	273
This study	Snake River	sr11c	sr11	sr11c1	sr11c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	193.6	g	0.4	1.98e-05	146	u	273	0.06	0	0	0	273
This study	Snake River	sr11c	sr11	sr11c1	sr11c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	193.9	g	0.2	1.39e-05	147	u	273	0.08	0	0	0	273
This study	Snake River	sr11c	sr11	sr11c1	sr11c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	193.9	g	0.5	1.03e-05	148	u	273	0.1	0	0	0	273
This study	Snake River	sr11c	sr11	sr11c1	sr11c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	192.5	g	0.4	7.56e-06	149	u	273	0.12	0	0	0	273
This study	Snake River	sr11c	sr11	sr11c1	sr11c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	194.3	g	0.7	5.63e-06	150	u	273	0.14	0	0	0	273
This study	Snake River	sr11c	sr11	sr11c1	sr11c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	194.1	g	-0.8	4.29e-06	151	u	273	0.16	0	0	0	273
This study	Snake River	sr11c	sr11	sr11c1	sr11c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	194.9	g	-0.6	3.29e-06	152	u	273	0.18	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-NO:LP-DIR-AF	2	177.6	g	7.7	7.25e-05	153	u	273	0	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	2	184.3	g	-0.6	6.71e-05	154	u	273	0.01	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.6	187.8	g	-2.6	5.02e-05	155	u	273	0.02	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.4	187.3	g	-3.7	3.55e-05	156	u	273	0.03	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	189.7	g	-3.7	2.55e-05	157	u	273	0.04	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	189.2	g	-3.5	1.53e-05	158	u	273	0.06	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	188	g	-4.4	1.02e-05	159	u	273	0.08	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	189.1	g	-4.4	7.19e-06	160	u	273	0.1	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	189.9	g	-4.1	5.37e-06	161	u	273	0.12	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	187.3	g	-5.6	3.89e-06	162	u	273	0.14	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	188.8	g	-5	2.99e-06	163	u	273	0.16	0	0	0	273
This study	Snake River	sr11e	sr11	sr11e2	sr11e2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	189.7	g	-2.6	2.63e-06	164	u	273	0.18	0	0	0	273
This study	Snake River	sr11g	sr11	sr11g2	sr11g2-LP-DIR-AF	LT-NO:LP-DIR-AF	0.8	158.2	g	-18.4	4.28e-05	165	u	273	0	0	0	0	273
This study	Snake River	sr11g	sr11	sr11g2	sr11g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.1	174.6	g	-15.4	2.66e-05	166	u	273	0.01	0	0	0	273
This study	Snake River	sr11g	sr11	sr11g2	sr11g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	182.3	g	-13.5	1.69e-05	167	u	273	0.02	0	0	0	273
This study	Snake River	sr11g	sr11	sr11g2	sr11g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.4	181.9	g	-13	1.22e-05	168	u	273	0.03	0	0	0	273
This study	Snake River	sr11g	sr11	sr11g2	sr11g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	182.2	g	-12.3	9.28e-06	169	u	273	0.04	0	0	0	273
This study	Snake River	sr11g	sr11	sr11g2	sr11g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	182.3	g	-12.1	6.24e-06	170	u	273	0.06	0	0	0	273
This study	Snake River	sr11g	sr11	sr11g2	sr11g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	183.7	g	-12.1	4.47e-06	171	u	273	0.08	0	0	0	273
This study	Snake River	sr11g	sr11	sr11g2	sr11g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	182.5	g	-10.8	3.44e-06	172	u	273	0.1	0	0	0	273
This study	Snake River	sr11g	sr11	sr11g2	sr11g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	182.6	g	-11.4	2.59e-06	173	u	273	0.12	0	0	0	273
This study	Snake River	sr11g	sr11	sr11g2	sr11g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	181.7	g	-11.5	2.09e-06	174	u	273	0.14	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-NO:LP-DIR-AF	0.5	248.9	g	-44	0.000411	175	u	273	0	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.7	237.8	g	-44.4	9.66e-05	176	u	273	0.01	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.6	217.3	g	-36.7	3.02e-05	177	u	273	0.02	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.6	209.3	g	-30.1	1.76e-05	178	u	273	0.03	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	201.9	g	-26.2	1.28e-05	179	u	273	0.04	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	197.6	g	-22	8.67e-06	180	u	273	0.06	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	197.6	g	-19.3	6.75e-06	181	u	273	0.08	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	196.6	g	-18.6	5.43e-06	182	u	273	0.1	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	194.8	g	-18.9	4.46e-06	183	u	273	0.12	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	195.6	g	-18.2	3.71e-06	184	u	273	0.14	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	195.2	g	-18.5	3.14e-06	185	u	273	0.16	0	0	0	273
This study	Snake River	sr11i	sr11	sr11i1	sr11i1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	197.2	g	-19.8	2.67e-06	186	u	273	0.18	0	0	0	273
This study	Snake River	sr11j	sr11	sr11j3	sr11j3-LP-DIR-AF	LT-NO:LP-DIR-AF	1	290	g	39.8	0.000125	187	u	273	0	0	0	0	273
This study	Snake River	sr11j	sr11	sr11j3	sr11j3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.6	268.9	g	80.5	3.47e-05	188	u	273	0.01	0	0	0	273
This study	Snake River	sr11j	sr11	sr11j3	sr11j3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	178.8	g	44.3	1.46e-05	189	u	273	0.02	0	0	0	273
This study	Snake River	sr11j	sr11	sr11j3	sr11j3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.6	188.1	g	25.3	1.21e-05	190	u	273	0.03	0	0	0	273
This study	Snake River	sr11j	sr11	sr11j3	sr11j3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	178.9	g	16.4	1.09e-05	191	u	273	0.04	0	0	0	273
This study	Snake River	sr11j	sr11	sr11j3	sr11j3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	183.6	g	9.4	9.27e-06	192	u	273	0.06	0	0	0	273
This study	Snake River	sr11j	sr11	sr11j3	sr11j3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	182.8	g	6.8	8.01e-06	193	u	273	0.08	0	0	0	273
This study	Snake River	sr11j	sr11	sr11j3	sr11j3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	183.2	g	5	6.92e-06	194	u	273	0.1	0	0	0	273
This study	Snake River	sr11j	sr11	sr11j3	sr11j3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.6	182.9	g	3.9	6.07e-06	195	u	273	0.12	0	0	0	273
This study	Snake River	sr12c	sr12	sr12c1	sr12c1-LP-DIR-AF	LT-NO:LP-DIR-AF	1.1	207.9	g	-29	3.41e-05	196	u	273	0	0	0	0	273
This study	Snake River	sr12c	sr12	sr12c1	sr12c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.1	211.5	g	-31.3	2.27e-05	197	u	273	0.01	0	0	0	273
This study	Snake River	sr12c	sr12	sr12c1	sr12c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.9	213.3	g	-32.1	1.48e-05	198	u	273	0.02	0	0	0	273
This study	Snake River	sr12c	sr12	sr12c1	sr12c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.2	213	g	-31.1	1.01e-05	199	u	273	0.03	0	0	0	273
This study	Snake River	sr12c	sr12	sr12c1	sr12c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	212.7	g	-30.1	4.16e-06	200	u	273	0.06	0	0	0	273
This study	Snake River	sr12c	sr12	sr12c1	sr12c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	214.1	g	-29.3	2.99e-06	201	u	273	0.08	0	0	0	273
This study	Snake River	sr12c	sr12	sr12c1	sr12c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	212.6	g	-29.3	2.25e-06	202	u	273	0.1	0	0	0	273
This study	Snake River	sr12c	sr12	sr12c1	sr12c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	212.5	g	-30.8	1.92e-06	203	u	273	0.12	0	0	0	273
This study	Snake River	sr12c	sr12	sr12c1	sr12c1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	212	g	-29.2	1.58e-06	204	u	273	0.14	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-NO:LP-DIR-AF	1.4	209.4	g	-11.5	3.23e-05	205	u	273	0	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.5	211.2	g	-12.8	2.67e-05	206	u	273	0.01	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.9	211.3	g	-12.8	1.93e-05	207	u	273	0.02	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.2	211.3	g	-12.8	1.46e-05	208	u	273	0.03	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	210.9	g	-12.8	1.11e-05	209	u	273	0.04	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	211.3	g	-12.7	7.91e-06	210	u	273	0.06	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	212	g	-12.2	6.3e-06	211	u	273	0.08	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	211	g	-12.3	5.19e-06	212	u	273	0.1	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	211.2	g	-11.5	4.46e-06	213	u	273	0.12	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	213.1	g	-12.2	3.88e-06	214	u	273	0.14	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	212	g	-11.8	3.49e-06	215	u	273	0.16	0	0	0	273
This study	Snake River	sr12h	sr12	sr12h1	sr12h1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	211.3	g	-10.6	2.99e-06	216	u	273	0.18	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-NO:LP-DIR-AF	2	179.8	g	30.3	4.04e-05	217	u	273	0	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.9	177.8	g	30.6	3.45e-05	218	u	273	0.01	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.2	172.9	g	30.9	2.98e-05	219	u	273	0.02	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.5	174.3	g	31.2	2.47e-05	220	u	273	0.03	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	175.1	g	31.2	1.97e-05	221	u	273	0.04	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	174.5	g	31.6	1.33e-05	222	u	273	0.06	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	172.3	g	31.5	9.69e-06	223	u	273	0.08	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	174.4	g	31.5	7.59e-06	224	u	273	0.1	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	174.2	g	30.9	6.16e-06	225	u	273	0.12	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	173.3	g	31.3	5.06e-06	226	u	273	0.14	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	173.4	g	31.2	4.11e-06	227	u	273	0.16	0	0	0	273
This study	Snake River	sr16e	sr16	sr16e1	sr16e1-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	174	g	31.7	3.42e-06	228	u	273	0.18	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-NO:LP-DIR-AF	0.9	171.2	g	74.9	5.07e-05	229	u	273	0	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.1	158.7	g	72.5	4.71e-05	230	u	273	0.01	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.8	158.8	g	72.3	3.99e-05	231	u	273	0.02	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.8	154.4	g	72.2	3.08e-05	232	u	273	0.03	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	155.7	g	72.5	2.32e-05	233	u	273	0.04	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	158	g	72.6	1.54e-05	234	u	273	0.06	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	157.8	g	72.2	1.22e-05	235	u	273	0.08	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	158.4	g	72.4	1.05e-05	236	u	273	0.1	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	158.5	g	72.3	9.48e-06	237	u	273	0.12	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	158.7	g	72.4	8.57e-06	238	u	273	0.14	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	160.7	g	72.4	7.67e-06	239	u	273	0.16	0	0	0	273
This study	Snake River	sr16g	sr16	sr16g2	sr16g2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	159.6	g	72.4	6.84e-06	240	u	273	0.18	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-NO:LP-DIR-AF	1	347.6	g	57.2	7.31e-05	241	u	273	0	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.3	355.2	g	35.7	4.18e-05	242	u	273	0.01	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.8	357.4	g	-10.1	2.47e-05	243	u	273	0.02	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.2	1.3	g	-22.1	2.09e-05	244	u	273	0.03	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	0.7	g	-26.1	1.83e-05	245	u	273	0.04	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	3	g	-28.4	1.55e-05	246	u	273	0.06	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	3.8	g	-29.2	1.37e-05	247	u	273	0.08	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	358.4	g	-29.5	1.22e-05	248	u	273	0.1	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	3.7	g	-29.6	1.09e-05	249	u	273	0.12	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	1.4	g	-29.7	9.46e-06	250	u	273	0.14	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	6.4	g	-29.7	8.13e-06	251	u	273	0.16	0	0	0	273
This study	Snake River	sr19a	sr19	sr19a3	sr19a3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	7.7	g	-29.5	7.12e-06	252	u	273	0.18	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-NO:LP-DIR-AF	0.8	347.8	g	-2.4	0.000105	253	u	273	0	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.6	347.3	g	-23.8	0.000108	254	u	273	0.01	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.5	351.8	g	-34	0.000108	255	u	273	0.02	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.5	348.3	g	-35.7	0.000104	256	u	273	0.03	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	350.8	g	-36.4	9.63e-05	257	u	273	0.04	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	348.8	g	-36.8	7.8e-05	258	u	273	0.06	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	350.1	g	-36.7	5.54e-05	259	u	273	0.08	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	0.5	351.1	g	-39.6	3.81e-05	260	u	273	0.1	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	354.1	g	-37	2.76e-05	261	u	273	0.12	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	351.3	g	-36.5	2.03e-05	262	u	273	0.14	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	350.2	g	-36.4	1.61e-05	263	u	273	0.16	0	0	0	273
This study	Snake River	sr19b	sr19	sr19b3	sr19b3-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	351	g	-35.8	1.27e-05	264	u	273	0.18	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-NO:LP-DIR-AF	1.5	358.1	g	-11.4	0.000103	265	u	273	0	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	3.7	g	-21.6	0.000111	266	u	273	0.01	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.5	358.8	g	-22.8	9.83e-05	267	u	273	0.02	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	360	g	-23.4	7.34e-05	268	u	273	0.03	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	1.1	g	-23.5	5.29e-05	269	u	273	0.04	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	0.1	g	-23.9	3.46e-05	270	u	273	0.06	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	1.6	g	-23.6	2.53e-05	271	u	273	0.08	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	0.3	g	-23.8	1.86e-05	272	u	273	0.1	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	2.1	g	-23.4	1.49e-05	273	u	273	0.12	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	2.7	g	-22.9	1.17e-05	274	u	273	0.14	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	0.7	g	-22.8	9.21e-06	275	u	273	0.16	0	0	0	273
This study	Snake River	sr19h	sr19	sr19h2	sr19h2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	0.5	g	-23	7.71e-06	276	u	273	0.18	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-NO:LP-DIR-AF	1.6	202.2	g	10.3	7.77e-05	277	u	273	0	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.7	203.2	g	10	7.13e-05	278	u	273	0.01	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.4	202.4	g	10	6.2e-05	279	u	273	0.02	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1.7	202.2	g	9.9	5.53e-05	280	u	273	0.03	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	202.8	g	9.7	4.99e-05	281	u	273	0.04	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	201.7	g	9.8	4.23e-05	282	u	273	0.06	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	203.7	g	9.7	3.56e-05	283	u	273	0.08	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	203.6	g	9.7	2.97e-05	284	u	273	0.1	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	203	g	9.4	2.45e-05	285	u	273	0.12	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	201.3	g	9.5	1.95e-05	286	u	273	0.14	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	204.1	g	9.4	1.57e-05	287	u	273	0.16	0	0	0	273
This study	Snake River	sr20d	sr20	sr20d2	sr20d2-LP-DIR-AF	LT-AF-Z:LP-DIR-AF	1	203.4	g	9.4	1.23e-05	288	u	273	0.18	0	0	0	273
