tab 	specimens
analysts	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_mean	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b	int_b_beta	int_b_sigma	int_corr	int_drat	int_drats	int_f	int_fvds	int_gamma	int_mad_free	int_md	int_n_measurements	int_n_ptrm	int_q	int_rsc	int_scat	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
														This study		A	1	71.4	57.9	1.8	12	p	n	100	LP-DIR-T:jm014b1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-CMD-NORTH	g	jm014b	pmagpy-2.92	jm014b1
														This study		A	0.7	198.7	16.5	1.2	16	p	n	-1	LP-DIR-AF:jm014c1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm014c	pmagpy-2.92	jm014c1
														This study		A	0.7	38.8	65.3	1.2	16	p	n	0	LP-DIR-AF:jm014c1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-CMD-NORTH	g	jm014c	pmagpy-2.92	jm014c1
														This study		A	0.7	38.8	65.3	1.2	16	p	n	100	LP-DIR-AF:jm014c1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-CMD-NORTH	g	jm014c	pmagpy-2.92	jm014c1
														This study												extrusive:igneous	lava flow																			basalt						jm014c		jm014c2
														This study		A	0.4	202.7	5.7	1.1	17	p	n	-1	LP-DIR-AF:jm014d1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm014d	pmagpy-2.92	jm014d1
														This study		A	0.4	53.3	58.8	1.1	17	p	n	0	LP-DIR-AF:jm014d1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-CMD-NORTH	g	jm014d	pmagpy-2.92	jm014d1
														This study		A	0.4	53.3	58.8	1.1	17	p	n	100	LP-DIR-AF:jm014d1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-CMD-NORTH	g	jm014d	pmagpy-2.92	jm014d1
														This study												extrusive:igneous	lava flow																			basalt						jm014e		jm014e1
														This study		A	1.9	201.3	-2.4	2.4	9	p	n	-1	LP-DIR-T:jm014f1	extrusive:igneous	lava flow					u														basalt	833	623	K	DE-BFL:LP-DIR-T	g	jm014f	pmagpy-2.92	jm014f1
														This study		A	1.9	54	60.9	2.4	9	p	n	0	LP-DIR-T:jm014f1	extrusive:igneous	lava flow					u														basalt	833	623	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-CMD-NORTH	g	jm014f	pmagpy-2.92	jm014f1
														This study		A	1.9	54	60.9	2.4	9	p	n	100	LP-DIR-T:jm014f1	extrusive:igneous	lava flow					u														basalt	833	623	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-CMD-NORTH	g	jm014f	pmagpy-2.92	jm014f1
														This study												extrusive:igneous	lava flow																			basalt						jm014g		jm014g1
														This study												extrusive:igneous	lava flow																			basalt						jm014g		jm014g2
														This study		A	90	290.5	0.4	1.5	12	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm014h1	extrusive:igneous	lava flow					u														basalt	833	273	K	DE-BFP:LP-DIR-T	g	jm014h	pmagpy-2.92	jm014h1
														This study		A	90	173.2	20.3	1.5	12	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm014h1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-CMD-NORTH	g	jm014h	pmagpy-2.92	jm014h1
														This study		A	90	173.2	20.3	1.5	12	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm014h1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-CMD-NORTH	g	jm014h	pmagpy-2.92	jm014h1
														This study												extrusive:igneous	lava flow																			basalt						jm014i		jm014i1
														This study												extrusive:igneous	lava flow																			basalt						jm014i		jm014i2
														This study												extrusive:igneous	lava flow																			basalt						jm014j		jm014j1
														This study		A	1.6	168.6	61.1	1.4	9	p	n	-1	LP-DIR-AF:jm015a1	extrusive:igneous	lava flow					u														basalt	0.18	0.03	T	DE-BFL:LP-DIR-AF	g	jm015a	pmagpy-2.92	jm015a1
														This study		A	1.6	289.6	82.2	1.4	9	p	n	0	LP-DIR-AF:jm015a1	extrusive:igneous	lava flow					u														basalt	0.18	0.03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm015a	pmagpy-2.92	jm015a1
														This study		A	1.6	289.6	82.2	1.4	9	p	n	100	LP-DIR-AF:jm015a1	extrusive:igneous	lava flow					u														basalt	0.18	0.03	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm015a	pmagpy-2.92	jm015a1
														This study												extrusive:igneous	lava flow																			basalt						jm015a		jm015a2
														This study		A	2.1	178	66.6	1.8	12	p	n	-1	LP-DIR-AF:jm015b1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DE-BFL:LP-DIR-AF	g	jm015b	pmagpy-2.92	jm015b1
														This study		A	2.1	270.9	82.3	1.8	12	p	n	0	LP-DIR-AF:jm015b1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm015b	pmagpy-2.92	jm015b1
														This study		A	2.1	270.9	82.3	1.8	12	p	n	100	LP-DIR-AF:jm015b1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm015b	pmagpy-2.92	jm015b1
														This study												extrusive:igneous	lava flow																			basalt						jm015b		jm015b2
														This study		A	3.1	172.1	60.5	2.6	7	p	n	-1	LP-DIR-AF:jm015c1	extrusive:igneous	lava flow					u														basalt	0.18	0.05	T	DE-BFL:LP-DIR-AF	g	jm015c	pmagpy-2.92	jm015c1
														This study		A	3.1	298.8	80	2.6	7	p	n	0	LP-DIR-AF:jm015c1	extrusive:igneous	lava flow					u														basalt	0.18	0.05	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm015c	pmagpy-2.92	jm015c1
														This study		A	3.1	298.8	80	2.6	7	p	n	100	LP-DIR-AF:jm015c1	extrusive:igneous	lava flow					u														basalt	0.18	0.05	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm015c	pmagpy-2.92	jm015c1
														This study												extrusive:igneous	lava flow																			basalt						jm015c		jm015c2
														This study		A	3.8	175.2	50.9	2	4	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm015d1	extrusive:igneous	lava flow					u														basalt	623	273	K	DE-BFL:LP-DIR-T	g	jm015d	pmagpy-2.92	jm015d1
														This study		A	3.8	322.1	84.1	2	4	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm015d1	extrusive:igneous	lava flow					u														basalt	623	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm015d	pmagpy-2.92	jm015d1
														This study		A	3.8	322.1	84.1	2	4	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm015d1	extrusive:igneous	lava flow					u														basalt	623	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm015d	pmagpy-2.92	jm015d1
														This study												extrusive:igneous	lava flow																			basalt						jm015e		jm015e1
														This study												extrusive:igneous	lava flow																			basalt						jm015e		jm015e2
														This study		A	4.7	175.2	63	1.5	4	p	n	-1	LP-DIR-T:jm015f1	extrusive:igneous	lava flow					u														basalt	623	273	K	DE-BFL:LP-DIR-T	g	jm015f	pmagpy-2.92	jm015f1
														This study		A	4.7	300	84.4	1.5	4	p	n	0	LP-DIR-T:jm015f1	extrusive:igneous	lava flow					u														basalt	623	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm015f	pmagpy-2.92	jm015f1
														This study		A	4.7	300	84.4	1.5	4	p	n	100	LP-DIR-T:jm015f1	extrusive:igneous	lava flow					u														basalt	623	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm015f	pmagpy-2.92	jm015f1
														This study												extrusive:igneous	lava flow																			basalt						jm015f		jm015f2
														This study												extrusive:igneous	lava flow																			basalt						jm015g		jm015g1
														This study												extrusive:igneous	lava flow																			basalt						jm015g		jm015g2
														This study		A	2.1	263.3	65.2	2.9	10	p	n	-1	LP-DIR-T:jm015h1	extrusive:igneous	lava flow					u														basalt	833	523	K	DE-BFL:LP-DIR-T	g	jm015h	pmagpy-2.92	jm015h1
														This study		A	2.1	293.9	62.4	2.9	10	p	n	0	LP-DIR-T:jm015h1	extrusive:igneous	lava flow					u														basalt	833	523	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm015h	pmagpy-2.92	jm015h1
														This study		A	2.1	293.9	62.4	2.9	10	p	n	100	LP-DIR-T:jm015h1	extrusive:igneous	lava flow					u														basalt	833	523	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm015h	pmagpy-2.92	jm015h1
														This study												extrusive:igneous	lava flow																			basalt						jm015i		jm015i1
														This study												extrusive:igneous	lava flow																			basalt						jm015j		jm015j1
														This study												extrusive:igneous	lava flow																			basalt						jm015j		jm015j2
														This study												extrusive:igneous	lava flow																			basalt						jm015j		jm015j3
														This study		A	1.2	154.4	22.5	1.2	12	p	n	-1	LP-DIR-AF:jm016a1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DE-BFL:LP-DIR-AF	g	jm016a	pmagpy-2.92	jm016a1
														This study		A	1.2	109	65.1	1.2	12	p	n	0	LP-DIR-AF:jm016a1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm016a	pmagpy-2.92	jm016a1
														This study		A	1.2	109	65.1	1.2	12	p	n	100	LP-DIR-AF:jm016a1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm016a	pmagpy-2.92	jm016a1
														This study												extrusive:igneous	lava flow																			basalt						jm016a		jm016a2
														This study		A	1	157.4	20.9	0.7	13	p	n	-1	LP-DIR-AF:jm016b1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DE-BFL:LP-DIR-AF	g	jm016b	pmagpy-2.92	jm016b1
														This study		A	1	115.6	67.3	0.7	13	p	n	0	LP-DIR-AF:jm016b1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm016b	pmagpy-2.92	jm016b1
														This study		A	1	115.6	67.3	0.7	13	p	n	100	LP-DIR-AF:jm016b1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm016b	pmagpy-2.92	jm016b1
														This study												extrusive:igneous	lava flow																			basalt						jm016b		jm016b2
														This study		A	0.8	159	28.9	0.9	13	p	n	-1	LP-DIR-AF:jm016c1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DE-BFL:LP-DIR-AF	g	jm016c	pmagpy-2.92	jm016c1
														This study		A	0.8	111.1	71.7	0.9	13	p	n	0	LP-DIR-AF:jm016c1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm016c	pmagpy-2.92	jm016c1
														This study		A	0.8	111.1	71.7	0.9	13	p	n	100	LP-DIR-AF:jm016c1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm016c	pmagpy-2.92	jm016c1
														This study												extrusive:igneous	lava flow																			basalt						jm016c		jm016c2
														This study		A	90	69	0.3	3.9	9	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm016d1	extrusive:igneous	lava flow					u														basalt	793	423	K	DE-BFP:LP-DIR-T	g	jm016d	pmagpy-2.92	jm016d1
														This study		A	90	111.7	-18.8	3.9	9	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm016d1	extrusive:igneous	lava flow					u														basalt	793	423	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	jm016d	pmagpy-2.92	jm016d1
														This study		A	90	111.7	-18.8	3.9	9	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm016d1	extrusive:igneous	lava flow					u														basalt	793	423	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-SUN	g	jm016d	pmagpy-2.92	jm016d1
														This study												extrusive:igneous	lava flow																			basalt						jm016e		jm016e1
														This study												extrusive:igneous	lava flow																			basalt						jm016e		jm016e2
														This study												extrusive:igneous	lava flow																			basalt						jm016f		jm016f1
														This study		A	0.7	148.9	15.9	2.6	11	p	n	-1	LP-DIR-T:jm016f2	extrusive:igneous	lava flow					u														basalt	833	423	K	DE-BFL:LP-DIR-T	g	jm016f	pmagpy-2.92	jm016f2
														This study		A	0.7	109.2	60.2	2.6	11	p	n	0	LP-DIR-T:jm016f2	extrusive:igneous	lava flow					u														basalt	833	423	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	jm016f	pmagpy-2.92	jm016f2
														This study		A	0.7	109.2	60.2	2.6	11	p	n	100	LP-DIR-T:jm016f2	extrusive:igneous	lava flow					u														basalt	833	423	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-SUN	g	jm016f	pmagpy-2.92	jm016f2
														This study												extrusive:igneous	lava flow																			basalt						jm016g		jm016g1
														This study												extrusive:igneous	lava flow																			basalt						jm016h		jm016h1
														This study												extrusive:igneous	lava flow																			basalt						jm016h		jm016h2
														This study		A	0.5	155.1	29	1.3	10	p	n	-1	LP-DIR-AF:jm016i1	extrusive:igneous	lava flow					u														basalt	0.12	0.01	T	DE-BFL:LP-DIR-AF	g	jm016i	pmagpy-2.92	jm016i1
														This study		A	0.5	110.9	65.6	1.3	10	p	n	0	LP-DIR-AF:jm016i1	extrusive:igneous	lava flow					u														basalt	0.12	0.01	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm016i	pmagpy-2.92	jm016i1
														This study		A	0.5	110.9	65.6	1.3	10	p	n	100	LP-DIR-AF:jm016i1	extrusive:igneous	lava flow					u														basalt	0.12	0.01	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm016i	pmagpy-2.92	jm016i1
														This study												extrusive:igneous	lava flow																			basalt						jm016i		jm016i2
														This study												extrusive:igneous	lava flow																			basalt						jm016j		jm016j1
														This study												extrusive:igneous	lava flow																			basalt						jm016j		jm016j2
														This study		A	1	177.8	36.2	0.9	14	p	n	-1	LP-DIR-AF:jm017a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm017a	pmagpy-2.92	jm017a1
														This study		A	1	5.1	75.7	0.9	14	p	n	0	LP-DIR-AF:jm017a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm017a	pmagpy-2.92	jm017a1
														This study		A	1	5.1	75.7	0.9	14	p	n	100	LP-DIR-AF:jm017a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm017a	pmagpy-2.92	jm017a1
														This study												extrusive:igneous	lava flow																			basalt						jm017a		jm017a2
														This study		A	0.2	186.3	29.6	0.9	14	p	n	-1	LP-DIR-AF:jm017b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm017b	pmagpy-2.92	jm017b1
														This study		A	0.2	344.8	76.2	0.9	14	p	n	0	LP-DIR-AF:jm017b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm017b	pmagpy-2.92	jm017b1
														This study		A	0.2	344.8	76.2	0.9	14	p	n	100	LP-DIR-AF:jm017b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm017b	pmagpy-2.92	jm017b1
														This study		A	2.5	184.9	37.7	2.3	4	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm017c1	extrusive:igneous	lava flow					u														basalt	623	273	K	DE-BFL:LP-DIR-T	g	jm017c	pmagpy-2.92	jm017c1
														This study		A	2.5	355.5	75.7	2.3	4	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm017c1	extrusive:igneous	lava flow					u														basalt	623	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm017c	pmagpy-2.92	jm017c1
														This study		A	2.5	355.5	75.7	2.3	4	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm017c1	extrusive:igneous	lava flow					u														basalt	623	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm017c	pmagpy-2.92	jm017c1
														This study												extrusive:igneous	lava flow																			basalt						jm017c		jm017c2
														This study		A	3.8	182.5	36.9	2.2	4	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm017d1	extrusive:igneous	lava flow					u														basalt	623	273	K	DE-BFL:LP-DIR-T	g	jm017d	pmagpy-2.92	jm017d1
														This study		A	3.8	352	78	2.2	4	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm017d1	extrusive:igneous	lava flow					u														basalt	623	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm017d	pmagpy-2.92	jm017d1
														This study		A	3.8	352	78	2.2	4	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm017d1	extrusive:igneous	lava flow					u														basalt	623	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm017d	pmagpy-2.92	jm017d1
														This study												extrusive:igneous	lava flow																			basalt						jm017d		jm017d2
														This study												extrusive:igneous	lava flow																			basalt						jm017e		jm017e1
														This study												extrusive:igneous	lava flow																			basalt						jm017e		jm017e2
														This study		A	3.8	184.4	-7.6	4.2	10	p	n	-1	LP-DIR-T:jm017f1	extrusive:igneous	lava flow					u														basalt	833	523	K	DE-BFL:LP-DIR-T	g	jm017f	pmagpy-2.92	jm017f1
														This study		A	3.8	296	85.6	4.2	10	p	n	0	LP-DIR-T:jm017f1	extrusive:igneous	lava flow					u														basalt	833	523	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm017f	pmagpy-2.92	jm017f1
														This study		A	3.8	296	85.6	4.2	10	p	n	100	LP-DIR-T:jm017f1	extrusive:igneous	lava flow					u														basalt	833	523	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm017f	pmagpy-2.92	jm017f1
														This study												extrusive:igneous	lava flow																			basalt						jm017f		jm017f2
														This study												extrusive:igneous	lava flow																			basalt						jm017g		jm017g1
														This study		A	0.5	174.3	36.3	1.1	14	p	n	-1	LP-DIR-AF:jm017g2	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm017g	pmagpy-2.92	jm017g2
														This study		A	0.5	2.3	74.9	1.1	14	p	n	0	LP-DIR-AF:jm017g2	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm017g	pmagpy-2.92	jm017g2
														This study		A	0.5	2.3	74.9	1.1	14	p	n	100	LP-DIR-AF:jm017g2	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm017g	pmagpy-2.92	jm017g2
														This study		A	1.1	178.4	41.1	2.7	12	p	n	-1	LP-DIR-T:jm017h1	extrusive:igneous	lava flow					u														basalt	833	273	K	DE-BFL:LP-DIR-T	g	jm017h	pmagpy-2.92	jm017h1
														This study		A	1.1	354.5	73.4	2.7	12	p	n	0	LP-DIR-T:jm017h1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm017h	pmagpy-2.92	jm017h1
														This study		A	1.1	354.5	73.4	2.7	12	p	n	100	LP-DIR-T:jm017h1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm017h	pmagpy-2.92	jm017h1
														This study												extrusive:igneous	lava flow																			basalt						jm017h		jm017h2
														This study												extrusive:igneous	lava flow																			basalt						jm017i		jm017i1
														This study												extrusive:igneous	lava flow																			basalt						jm017j		jm017j1
														This study		A	0.3	154	13.7	1.8	14	p	n	-1	LP-DIR-AF:jm019a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm019a	pmagpy-2.92	jm019a1
														This study		A	0.3	48.2	64.7	1.8	14	p	n	0	LP-DIR-AF:jm019a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm019a	pmagpy-2.92	jm019a1
														This study		A	0.3	48.2	64.7	1.8	14	p	n	100	LP-DIR-AF:jm019a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm019a	pmagpy-2.92	jm019a1
														This study		A	0.3	151	14.2	1.3	15	p	n	-1	LP-DIR-AF:jm019b1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DE-BFL:LP-DIR-AF	g	jm019b	pmagpy-2.92	jm019b1
														This study		A	0.3	56.2	61.6	1.3	15	p	n	0	LP-DIR-AF:jm019b1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm019b	pmagpy-2.92	jm019b1
														This study		A	0.3	56.2	61.6	1.3	15	p	n	100	LP-DIR-AF:jm019b1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm019b	pmagpy-2.92	jm019b1
														This study		A	0.3	152.1	39.1	1.3	18	p	n	-1	LP-DIR-AF:jm019c1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm019c	pmagpy-2.92	jm019c1
														This study		A	0.3	43.5	63.5	1.3	18	p	n	0	LP-DIR-AF:jm019c1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm019c	pmagpy-2.92	jm019c1
														This study		A	0.3	43.5	63.5	1.3	18	p	n	100	LP-DIR-AF:jm019c1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm019c	pmagpy-2.92	jm019c1
														This study												extrusive:igneous	lava flow																			basalt						jm019c		jm019c2
														This study		A	90	56.5	2.9	5.3	14	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm019d1	extrusive:igneous	lava flow					u														basalt	853	273	K	DE-BFP:LP-DIR-T	g	jm019d	pmagpy-2.92	jm019d1
														This study		A	90	242	28.1	5.3	14	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm019d1	extrusive:igneous	lava flow					u														basalt	853	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	jm019d	pmagpy-2.92	jm019d1
														This study		A	90	242	28.1	5.3	14	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm019d1	extrusive:igneous	lava flow					u														basalt	853	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-SUN	g	jm019d	pmagpy-2.92	jm019d1
unknown														This study			6.8	151.6	45.1			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm019d1	extrusive:igneous	lava flow	0.0000733	-1.833	0.094	0.172	u	14.5	2.2	0.82	0.788	3.7	2.9	5	9	6	7.6	0.9397	t	0.00004	basalt	773	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:SM-TTEST	g	jm019d	pmagpy-2.92	jm019d1
														This study		A	90	232.8	-4.2	5.1	14	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm019e1	extrusive:igneous	lava flow					u														basalt	853	273	K	DE-BFP:LP-DIR-T	g	jm019e	pmagpy-2.92	jm019e1
														This study		A	90	218.5	30.6	5.1	14	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm019e1	extrusive:igneous	lava flow					u														basalt	853	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	jm019e	pmagpy-2.92	jm019e1
														This study		A	90	218.5	30.6	5.1	14	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm019e1	extrusive:igneous	lava flow					u														basalt	853	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-SUN	g	jm019e	pmagpy-2.92	jm019e1
