tab 	er_ages
age	age_description	age_unit	er_citation_names	er_location_name	er_site_name	magic_method_codes
33.9913		Ma	This study	DSDP Site 522	36-2-106	GM-PMAG-POL:GM-INT-L
33.994		Ma	This study	DSDP Site 522	36-2-109	GM-PMAG-POL:GM-INT-L
33.9967		Ma	This study	DSDP Site 522	36-2-112	GM-PMAG-POL:GM-INT-L
33.9993		Ma	This study	DSDP Site 522	36-2-115	GM-PMAG-POL:GM-INT-L
34.002		Ma	This study	DSDP Site 522	36-2-118	GM-PMAG-POL:GM-INT-L
34.0047		Ma	This study	DSDP Site 522	36-2-121	GM-PMAG-POL:GM-INT-L
34.0074		Ma	This study	DSDP Site 522	36-2-124	GM-PMAG-POL:GM-INT-L
34.0101		Ma	This study	DSDP Site 522	36-2-127	GM-PMAG-POL:GM-INT-L
34.0181		Ma	This study	DSDP Site 522	36-2-136	GM-PMAG-POL:GM-INT-L
34.0208		Ma	This study	DSDP Site 522	36-2-139	GM-PMAG-POL:GM-INT-L
34.0235		Ma	This study	DSDP Site 522	36-2-142	GM-PMAG-POL:GM-INT-L
34.0262		Ma	This study	DSDP Site 522	36-2-145	GM-PMAG-POL:GM-INT-L
34.0289		Ma	This study	DSDP Site 522	36-2-148	GM-PMAG-POL:GM-INT-L
34.0315		Ma	This study	DSDP Site 522	36-3-002	GM-PMAG-POL:GM-INT-L
34.0342		Ma	This study	DSDP Site 522	36-3-005	GM-PMAG-POL:GM-INT-L
34.0387		Ma	This study	DSDP Site 522	36-3-009	GM-PMAG-POL:GM-INT-L
34.0414		Ma	This study	DSDP Site 522	36-3-013	GM-PMAG-POL:GM-INT-L
34.045		Ma	This study	DSDP Site 522	36-3-017	GM-PMAG-POL:GM-INT-L
34.0494		Ma	This study	DSDP Site 522	36-3-021	GM-PMAG-POL:GM-INT-L
34.0521		Ma	This study	DSDP Site 522	36-3-024	GM-PMAG-POL:GM-INT-L
34.0548		Ma	This study	DSDP Site 522	36-3-027	GM-PMAG-POL:GM-INT-L
34.0584		Ma	This study	DSDP Site 522	36-3-032	GM-PMAG-POL:GM-INT-L
34.0611		Ma	This study	DSDP Site 522	36-3-035	GM-PMAG-POL:GM-INT-L
34.0646		Ma	This study	DSDP Site 522	36-3-039	GM-PMAG-POL:GM-INT-L
34.0673		Ma	This study	DSDP Site 522	36-3-041	GM-PMAG-POL:GM-INT-L
34.0718		Ma	This study	DSDP Site 522	36-3-046	GM-PMAG-POL:GM-INT-L
34.1639		Ma	This study	DSDP Site 522	37-1-100	GM-PMAG-POL:GM-INT-L
34.1675		Ma	This study	DSDP Site 522	37-1-104	GM-PMAG-POL:GM-INT-L
34.1702		Ma	This study	DSDP Site 522	37-1-106	GM-PMAG-POL:GM-INT-L
34.1729		Ma	This study	DSDP Site 522	37-1-110	GM-PMAG-POL:GM-INT-L
34.1756		Ma	This study	DSDP Site 522	37-1-112	GM-PMAG-POL:GM-INT-L
34.1782		Ma	This study	DSDP Site 522	37-1-115	GM-PMAG-POL:GM-INT-L
34.1809		Ma	This study	DSDP Site 522	37-1-118	GM-PMAG-POL:GM-INT-L
34.1827		Ma	This study	DSDP Site 522	37-1-120	GM-PMAG-POL:GM-INT-L
34.1863		Ma	This study	DSDP Site 522	37-1-124	GM-PMAG-POL:GM-INT-L
34.1917		Ma	This study	DSDP Site 522	37-1-131	GM-PMAG-POL:GM-INT-L
34.1943		Ma	This study	DSDP Site 522	37-1-133	GM-PMAG-POL:GM-INT-L
34.197		Ma	This study	DSDP Site 522	37-1-136	GM-PMAG-POL:GM-INT-L
34.2006		Ma	This study	DSDP Site 522	37-1-140	GM-PMAG-POL:GM-INT-L
34.206		Ma	This study	DSDP Site 522	37-1-147	GM-PMAG-POL:GM-INT-L
34.2086		Ma	This study	DSDP Site 522	37-1-149	GM-PMAG-POL:GM-INT-L
34.2256		Ma	This study	DSDP Site 522	37-2-018	GM-PMAG-POL:GM-INT-L
34.2292		Ma	This study	DSDP Site 522	37-2-022	GM-PMAG-POL:GM-INT-L
34.2319		Ma	This study	DSDP Site 522	37-2-025	GM-PMAG-POL:GM-INT-L
34.2346		Ma	This study	DSDP Site 522	37-2-028	GM-PMAG-POL:GM-INT-L
34.2382		Ma	This study	DSDP Site 522	37-2-032	GM-PMAG-POL:GM-INT-L
34.2408		Ma	This study	DSDP Site 522	37-2-035	GM-PMAG-POL:GM-INT-L
34.2435		Ma	This study	DSDP Site 522	37-2-038	GM-PMAG-POL:GM-INT-L
34.2462		Ma	This study	DSDP Site 522	37-2-041	GM-PMAG-POL:GM-INT-L
34.248		Ma	This study	DSDP Site 522	37-2-043	GM-PMAG-POL:GM-INT-L
34.2498		Ma	This study	DSDP Site 522	37-2-045	GM-PMAG-POL:GM-INT-L
34.2525		Ma	This study	DSDP Site 522	37-2-048	GM-PMAG-POL:GM-INT-L
34.2552		Ma	This study	DSDP Site 522	37-2-051	GM-PMAG-POL:GM-INT-L
34.2596		Ma	This study	DSDP Site 522	37-2-056	GM-PMAG-POL:GM-INT-L
34.2623		Ma	This study	DSDP Site 522	37-2-059	GM-PMAG-POL:GM-INT-L
34.2668		Ma	This study	DSDP Site 522	37-2-064	GM-PMAG-POL:GM-INT-L
34.2695		Ma	This study	DSDP Site 522	37-2-067	GM-PMAG-POL:GM-INT-L
34.2722		Ma	This study	DSDP Site 522	37-2-070	GM-PMAG-POL:GM-INT-L
34.2748		Ma	This study	DSDP Site 522	37-2-073	GM-PMAG-POL:GM-INT-L
34.2775		Ma	This study	DSDP Site 522	37-2-076	GM-PMAG-POL:GM-INT-L
34.2856		Ma	This study	DSDP Site 522	37-2-085	GM-PMAG-POL:GM-INT-L
34.2892		Ma	This study	DSDP Site 522	37-2-089	GM-PMAG-POL:GM-INT-L
34.2927		Ma	This study	DSDP Site 522	37-2-093	GM-PMAG-POL:GM-INT-L
34.2954		Ma	This study	DSDP Site 522	37-2-096	GM-PMAG-POL:GM-INT-L
34.2981		Ma	This study	DSDP Site 522	37-2-099	GM-PMAG-POL:GM-INT-L
34.3017		Ma	This study	DSDP Site 522	37-2-103	GM-PMAG-POL:GM-INT-L
34.3044		Ma	This study	DSDP Site 522	37-2-106	GM-PMAG-POL:GM-INT-L
34.307		Ma	This study	DSDP Site 522	37-2-109	GM-PMAG-POL:GM-INT-L
34.3097		Ma	This study	DSDP Site 522	37-2-112	GM-PMAG-POL:GM-INT-L
34.3124		Ma	This study	DSDP Site 522	37-2-115	GM-PMAG-POL:GM-INT-L
34.316		Ma	This study	DSDP Site 522	37-2-119	GM-PMAG-POL:GM-INT-L
34.3187		Ma	This study	DSDP Site 522	37-2-122	GM-PMAG-POL:GM-INT-L
34.3214		Ma	This study	DSDP Site 522	37-2-125	GM-PMAG-POL:GM-INT-L
34.324		Ma	This study	DSDP Site 522	37-2-128	GM-PMAG-POL:GM-INT-L
34.3285		Ma	This study	DSDP Site 522	37-2-133	GM-PMAG-POL:GM-INT-L
34.3303		Ma	This study	DSDP Site 522	37-2-135	GM-PMAG-POL:GM-INT-L
34.333		Ma	This study	DSDP Site 522	37-2-138	GM-PMAG-POL:GM-INT-L
34.3366		Ma	This study	DSDP Site 522	37-2-142	GM-PMAG-POL:GM-INT-L
34.3383		Ma	This study	DSDP Site 522	37-2-144	GM-PMAG-POL:GM-INT-L
34.3419		Ma	This study	DSDP Site 522	37-2-148	GM-PMAG-POL:GM-INT-L
34.3473		Ma	This study	DSDP Site 522	37-3-005	GM-PMAG-POL:GM-INT-L
34.35		Ma	This study	DSDP Site 522	37-3-008	GM-PMAG-POL:GM-INT-L
34.3544		Ma	This study	DSDP Site 522	37-3-012	GM-PMAG-POL:GM-INT-L
34.3571		Ma	This study	DSDP Site 522	37-3-015	GM-PMAG-POL:GM-INT-L
34.3634		Ma	This study	DSDP Site 522	37-3-022	GM-PMAG-POL:GM-INT-L
34.3661		Ma	This study	DSDP Site 522	37-3-025	GM-PMAG-POL:GM-INT-L
34.3697		Ma	This study	DSDP Site 522	37-3-029	GM-PMAG-POL:GM-INT-L
34.3723		Ma	This study	DSDP Site 522	37-3-032	GM-PMAG-POL:GM-INT-L
34.375		Ma	This study	DSDP Site 522	37-3-035	GM-PMAG-POL:GM-INT-L
34.3786		Ma	This study	DSDP Site 522	37-3-040	GM-PMAG-POL:GM-INT-L
34.3813		Ma	This study	DSDP Site 522	37-3-042	GM-PMAG-POL:GM-INT-L
34.3849		Ma	This study	DSDP Site 522	37-3-046	GM-PMAG-POL:GM-INT-L
34.3866		Ma	This study	DSDP Site 522	37-3-049	GM-PMAG-POL:GM-INT-L
34.1219		Ma	This study	DSDP Site 522	37-3-052	GM-PMAG-POL:GM-INT-L
34.1273		Ma	This study	DSDP Site 522	37-3-059	GM-PMAG-POL:GM-INT-L
34.1308		Ma	This study	DSDP Site 522	37-3-062	GM-PMAG-POL:GM-INT-L
34.1335		Ma	This study	DSDP Site 522	37-3-065	GM-PMAG-POL:GM-INT-L
34.4036		Ma	This study	DSDP Site 522	37-3-067	GM-PMAG-POL:GM-INT-L
34.1353		Ma	This study	DSDP Site 522	37-3-068	GM-PMAG-POL:GM-INT-L
34.4063		Ma	This study	DSDP Site 522	37-3-070	GM-PMAG-POL:GM-INT-L
34.1389		Ma	This study	DSDP Site 522	37-3-072	GM-PMAG-POL:GM-INT-L
34.409		Ma	This study	DSDP Site 522	37-3-073	GM-PMAG-POL:GM-INT-L
34.1425		Ma	This study	DSDP Site 522	37-3-076	GM-PMAG-POL:GM-INT-L
34.1451		Ma	This study	DSDP Site 522	37-3-078	GM-PMAG-POL:GM-INT-L
34.1478		Ma	This study	DSDP Site 522	37-3-081	GM-PMAG-POL:GM-INT-L
34.1505		Ma	This study	DSDP Site 522	37-3-084	GM-PMAG-POL:GM-INT-L
34.1541		Ma	This study	DSDP Site 522	37-3-088	GM-PMAG-POL:GM-INT-L
34.1568		Ma	This study	DSDP Site 522	37-3-093	GM-PMAG-POL:GM-INT-L
34.1612		Ma	This study	DSDP Site 522	37-3-097	GM-PMAG-POL:GM-INT-L
34.4564		Ma	This study	DSDP Site 522	38-1-026	GM-PMAG-POL:GM-INT-L
34.4618		Ma	This study	DSDP Site 522	38-1-032	GM-PMAG-POL:GM-INT-L
34.4663		Ma	This study	DSDP Site 522	38-1-037	GM-PMAG-POL:GM-INT-L
34.4689		Ma	This study	DSDP Site 522	38-1-040	GM-PMAG-POL:GM-INT-L
34.4734		Ma	This study	DSDP Site 522	38-1-045	GM-PMAG-POL:GM-INT-L
34.4752		Ma	This study	DSDP Site 522	38-1-048	GM-PMAG-POL:GM-INT-L
34.4788		Ma	This study	DSDP Site 522	38-1-051	GM-PMAG-POL:GM-INT-L
34.4815		Ma	This study	DSDP Site 522	38-1-055	GM-PMAG-POL:GM-INT-L
34.4841		Ma	This study	DSDP Site 522	38-1-058	GM-PMAG-POL:GM-INT-L
34.4877		Ma	This study	DSDP Site 522	38-1-061	GM-PMAG-POL:GM-INT-L
34.4904		Ma	This study	DSDP Site 522	38-1-064	GM-PMAG-POL:GM-INT-L
34.4922		Ma	This study	DSDP Site 522	38-1-067	GM-PMAG-POL:GM-INT-L
34.4949		Ma	This study	DSDP Site 522	38-1-070	GM-PMAG-POL:GM-INT-L
34.4994		Ma	This study	DSDP Site 522	38-1-074	GM-PMAG-POL:GM-INT-L
34.5011		Ma	This study	DSDP Site 522	38-1-077	GM-PMAG-POL:GM-INT-L
34.5038		Ma	This study	DSDP Site 522	38-1-080	GM-PMAG-POL:GM-INT-L
34.5065		Ma	This study	DSDP Site 522	38-1-083	GM-PMAG-POL:GM-INT-L
34.5092		Ma	This study	DSDP Site 522	38-1-086	GM-PMAG-POL:GM-INT-L
34.5101		Ma	This study	DSDP Site 522	38-1-087	GM-PMAG-POL:GM-INT-L
34.5137		Ma	This study	DSDP Site 522	38-1-090	GM-PMAG-POL:GM-INT-L
34.5163		Ma	This study	DSDP Site 522	38-1-093	GM-PMAG-POL:GM-INT-L
34.519		Ma	This study	DSDP Site 522	38-1-096	GM-PMAG-POL:GM-INT-L
34.5208		Ma	This study	DSDP Site 522	38-1-099	GM-PMAG-POL:GM-INT-L
34.5244		Ma	This study	DSDP Site 522	38-1-102	GM-PMAG-POL:GM-INT-L
34.5271		Ma	This study	DSDP Site 522	38-1-105	GM-PMAG-POL:GM-INT-L
34.5298		Ma	This study	DSDP Site 522	38-1-109	GM-PMAG-POL:GM-INT-L
34.5351		Ma	This study	DSDP Site 522	38-1-115	GM-PMAG-POL:GM-INT-L
34.5387		Ma	This study	DSDP Site 522	38-1-119	GM-PMAG-POL:GM-INT-L
34.5423		Ma	This study	DSDP Site 522	38-1-122	GM-PMAG-POL:GM-INT-L
34.545		Ma	This study	DSDP Site 522	38-1-125	GM-PMAG-POL:GM-INT-L
34.5477		Ma	This study	DSDP Site 522	38-1-128	GM-PMAG-POL:GM-INT-L
34.5512		Ma	This study	DSDP Site 522	38-1-132	GM-PMAG-POL:GM-INT-L
34.553		Ma	This study	DSDP Site 522	38-1-135	GM-PMAG-POL:GM-INT-L
34.5566		Ma	This study	DSDP Site 522	38-1-138	GM-PMAG-POL:GM-INT-L
34.5593		Ma	This study	DSDP Site 522	38-1-142	GM-PMAG-POL:GM-INT-L
34.5629		Ma	This study	DSDP Site 522	38-1-145	GM-PMAG-POL:GM-INT-L
34.5655		Ma	This study	DSDP Site 522	38-1-149	GM-PMAG-POL:GM-INT-L
34.579		Ma	This study	DSDP Site 522	38-2-013	GM-PMAG-POL:GM-INT-L
34.5816		Ma	This study	DSDP Site 522	38-2-016	GM-PMAG-POL:GM-INT-L
34.5852		Ma	This study	DSDP Site 522	38-2-020	GM-PMAG-POL:GM-INT-L
34.5951		Ma	This study	DSDP Site 522	38-2-031	GM-PMAG-POL:GM-INT-L
34.6022		Ma	This study	DSDP Site 522	38-2-039	GM-PMAG-POL:GM-INT-L
34.604		Ma	This study	DSDP Site 522	38-2-041	GM-PMAG-POL:GM-INT-L
34.6058		Ma	This study	DSDP Site 522	38-2-043	GM-PMAG-POL:GM-INT-L
34.6094		Ma	This study	DSDP Site 522	38-2-047	GM-PMAG-POL:GM-INT-L
34.6147		Ma	This study	DSDP Site 522	38-2-053	GM-PMAG-POL:GM-INT-L
34.6165		Ma	This study	DSDP Site 522	38-2-055	GM-PMAG-POL:GM-INT-L
34.6183		Ma	This study	DSDP Site 522	38-2-057	GM-PMAG-POL:GM-INT-L
34.621		Ma	This study	DSDP Site 522	38-2-060	GM-PMAG-POL:GM-INT-L
34.6237		Ma	This study	DSDP Site 522	38-2-063	GM-PMAG-POL:GM-INT-L
34.6273		Ma	This study	DSDP Site 522	38-2-067	GM-PMAG-POL:GM-INT-L
34.6299		Ma	This study	DSDP Site 522	38-2-070	GM-PMAG-POL:GM-INT-L
34.6317		Ma	This study	DSDP Site 522	38-2-072	GM-PMAG-POL:GM-INT-L
34.6344		Ma	This study	DSDP Site 522	38-2-075	GM-PMAG-POL:GM-INT-L
34.638		Ma	This study	DSDP Site 522	38-2-079	GM-PMAG-POL:GM-INT-L
34.6407		Ma	This study	DSDP Site 522	38-2-082	GM-PMAG-POL:GM-INT-L
34.6434		Ma	This study	DSDP Site 522	38-2-085	GM-PMAG-POL:GM-INT-L
34.646		Ma	This study	DSDP Site 522	38-2-088	GM-PMAG-POL:GM-INT-L
34.6496		Ma	This study	DSDP Site 522	38-2-092	GM-PMAG-POL:GM-INT-L
34.6532		Ma	This study	DSDP Site 522	38-2-096	GM-PMAG-POL:GM-INT-L
34.6559		Ma	This study	DSDP Site 522	38-2-099	GM-PMAG-POL:GM-INT-L
34.6586		Ma	This study	DSDP Site 522	38-2-102	GM-PMAG-POL:GM-INT-L
34.6621		Ma	This study	DSDP Site 522	38-2-106	GM-PMAG-POL:GM-INT-L
34.6648		Ma	This study	DSDP Site 522	38-2-109	GM-PMAG-POL:GM-INT-L
34.6684		Ma	This study	DSDP Site 522	38-2-113	GM-PMAG-POL:GM-INT-L
34.6711		Ma	This study	DSDP Site 522	38-2-116	GM-PMAG-POL:GM-INT-L
34.6738		Ma	This study	DSDP Site 522	38-2-119	GM-PMAG-POL:GM-INT-L
34.6765		Ma	This study	DSDP Site 522	38-2-122	GM-PMAG-POL:GM-INT-L
34.68		Ma	This study	DSDP Site 522	38-2-126	GM-PMAG-POL:GM-INT-L
34.6827		Ma	This study	DSDP Site 522	38-2-129	GM-PMAG-POL:GM-INT-L
34.6881		Ma	This study	DSDP Site 522	38-2-135	GM-PMAG-POL:GM-INT-L
34.6979		Ma	This study	DSDP Site 522	38-2-146	GM-PMAG-POL:GM-INT-L
34.6997		Ma	This study	DSDP Site 522	38-2-148	GM-PMAG-POL:GM-INT-L
34.7015		Ma	This study	DSDP Site 522	38-2-150	GM-PMAG-POL:GM-INT-L
