tab 	pmag_results
er_location_names	vgp_lon	data_type	average_int_rel	magic_method_codes	average_dec	average_lon	vgp_lat	average_inc	er_sample_names	er_site_names	pmag_result_name	er_citation_names	average_lat	er_specimen_names	average_age	average_age_unit	average_height
DSDP Site 522	95.9	i	0.0003193	LP-PI-IRM:LP-PI-REL:LT-AF-Z	161.3	355	-72.4	39.6	32-2-113	32-2-113	32-2-113	This study : Tauxe & Yamazaki 2007	-27	32-2-113	32.6375	Ma	-124.43
DSDP Site 522	340.5	i	0.000988	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.5	355	-76.2	59.5	32-2-119	32-2-119	32-2-119	This study : Tauxe & Yamazaki 2007	-27	32-2-119	32.6437	Ma	-124.49
DSDP Site 522	78.9	i	0.00048	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.2	355	-79.5	46.3	32-2-126	32-2-126	32-2-126	This study : Tauxe & Yamazaki 2007	-27	32-2-126	32.651	Ma	-124.56
DSDP Site 522	267.9	i	0.0004111	LP-PI-IRM:LP-PI-REL:LT-AF-Z	207.2	355	-65.6	43.8	32-2-134	32-2-134	32-2-134	This study : Tauxe & Yamazaki 2007	-27	32-2-134	32.6593	Ma	-124.64
DSDP Site 522	241.8	i	0.0005337	LP-PI-IRM:LP-PI-REL:LT-AF-Z	189.1	355	-80.9	40.5	32-2-141	32-2-141	32-2-141	This study : Tauxe & Yamazaki 2007	-27	32-2-141	32.6665	Ma	-124.71
DSDP Site 522	25.6	i	0.0004803	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.3	355	-83.8	51.6	32-2-147	32-2-147	32-2-147	This study : Tauxe & Yamazaki 2007	-27	32-2-147	32.6728	Ma	-124.77
DSDP Site 522	31.4	i	0.0003981	LP-PI-IRM:LP-PI-REL:LT-AF-Z	166	355	-72	59.9	32-3-004	32-3-004	32-3-004	This study : Tauxe & Yamazaki 2007	-27	32-3-004	32.68	Ma	-124.84
DSDP Site 522	21.6	i	0.0004379	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.4	355	-75.2	59.2	32-3-009	32-3-009	32-3-009	This study : Tauxe & Yamazaki 2007	-27	32-3-009	32.6852	Ma	-124.89
DSDP Site 522	334.3	i	0.000288	LP-PI-IRM:LP-PI-REL:LT-AF-Z	199.4	355	-58	71.2	32-3-016	32-3-016	32-3-016	This study : Tauxe & Yamazaki 2007	-27	32-3-016	32.6925	Ma	-124.96
DSDP Site 522	90.7	i	0.0005385	LP-PI-IRM:LP-PI-REL:LT-AF-Z	166.2	355	-77.5	43.1	32-3-023	32-3-023	32-3-023	This study : Tauxe & Yamazaki 2007	-27	32-3-023	32.6997	Ma	-125.03
DSDP Site 522	282.6	i	0.0003755	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.6	355	-84.8	47.3	32-3-029	32-3-029	32-3-029	This study : Tauxe & Yamazaki 2007	-27	32-3-029	32.7059	Ma	-125.09
DSDP Site 522	355	i	0.0003514	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180	355	-81	55.5	32-3-036	32-3-036	32-3-036	This study : Tauxe & Yamazaki 2007	-27	32-3-036	32.7132	Ma	-125.16
DSDP Site 522	250.9	i	0.0002011	LP-PI-IRM:LP-PI-REL:LT-AF-Z	224.5	355	-44.5	18.4	32-3-043	32-3-043	32-3-043	This study : Tauxe & Yamazaki 2007	-27	32-3-043	32.7204	Ma	-125.23
DSDP Site 522	343.1	i	0.0002194	LP-PI-IRM:LP-PI-REL:LT-AF-Z	187.7	355	-65.6	67.7	32-3-052	32-3-052	32-3-052	This study : Tauxe & Yamazaki 2007	-27	32-3-052	32.7298	Ma	-125.32
DSDP Site 522	20.5	i	0.0002888	LP-PI-IRM:LP-PI-REL:LT-AF-Z	173.8	355	-78.5	56.7	32-3-058	32-3-058	32-3-058	This study : Tauxe & Yamazaki 2007	-27	32-3-058	32.736	Ma	-125.38
DSDP Site 522	341	i	0.0002632	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.3	355	-67	66.6	32-3-067	32-3-067	32-3-067	This study : Tauxe & Yamazaki 2007	-27	32-3-067	32.7453	Ma	-125.47
DSDP Site 522	64.7	i	0.0002991	LP-PI-IRM:LP-PI-REL:LT-AF-Z	157.2	355	-69.5	51.6	32-3-074	32-3-074	32-3-074	This study : Tauxe & Yamazaki 2007	-27	32-3-074	32.7526	Ma	-125.54
DSDP Site 522	79.7	i	0.0002634	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.5	355	-81.5	46.1	32-3-081	32-3-081	32-3-081	This study : Tauxe & Yamazaki 2007	-27	32-3-081	32.7598	Ma	-125.61
DSDP Site 522	22.9	i	0.0005553	LP-PI-IRM:LP-PI-REL:LT-AF-Z	149	355	-52.9	71.9	32-3-087	32-3-087	32-3-087	This study : Tauxe & Yamazaki 2007	-27	32-3-087	32.766	Ma	-125.67
DSDP Site 522	94.6	i	0.0007082	LP-PI-IRM:LP-PI-REL:LT-AF-Z	154.9	355	-66.3	37.3	32-3-093	32-3-093	32-3-093	This study : Tauxe & Yamazaki 2007	-27	32-3-093	32.7723	Ma	-125.73
DSDP Site 522	42.5	i	0.0004187	LP-PI-IRM:LP-PI-REL:LT-AF-Z	148.8	355	-59.7	62.7	32-3-099	32-3-099	32-3-099	This study : Tauxe & Yamazaki 2007	-27	32-3-099	32.7785	Ma	-125.79
DSDP Site 522	46.5	i	0.0003387	LP-PI-IRM:LP-PI-REL:LT-AF-Z	156.9	355	-67.2	58.6	32-3-106	32-3-106	32-3-106	This study : Tauxe & Yamazaki 2007	-27	32-3-106	32.7857	Ma	-125.86
DSDP Site 522	82.8	i	0.0004242	LP-PI-IRM:LP-PI-REL:LT-AF-Z	159.7	355	-71.9	44.6	32-3-112	32-3-112	32-3-112	This study : Tauxe & Yamazaki 2007	-27	32-3-112	32.7919	Ma	-125.92
DSDP Site 522	26.8	i	0.0005803	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.9	355	-73.8	59.5	32-3-118	32-3-118	32-3-118	This study : Tauxe & Yamazaki 2007	-27	32-3-118	32.7982	Ma	-125.98
DSDP Site 522	277	i	0.0002965	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.3	355	-74.6	48.1	32-3-124	32-3-124	32-3-124	This study : Tauxe & Yamazaki 2007	-27	32-3-124	32.8044	Ma	-126.04
DSDP Site 522	266.7	i	0.0002441	LP-PI-IRM:LP-PI-REL:LT-AF-Z	209.5	355	-63.4	42.6	32-3-131	32-3-131	32-3-131	This study : Tauxe & Yamazaki 2007	-27	32-3-131	32.8116	Ma	-126.11
DSDP Site 522	104.6	i	0.0002441	LP-PI-IRM:LP-PI-REL:LT-AF-Z	144.8	355	-53	20.4	33-1-012	33-1-012	33-1-012	This study : Tauxe & Yamazaki 2007	-27	33-1-012	32.8334	Ma	-126.32
DSDP Site 522	182	i	0.0003261	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.8	355	-83.9	37.4	33-1-021	33-1-021	33-1-021	This study : Tauxe & Yamazaki 2007	-27	33-1-021	32.8427	Ma	-126.41
DSDP Site 522	1.9	i	0.0009029	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.8	355	-88.5	47.3	33-1-030	33-1-030	33-1-030	This study : Tauxe & Yamazaki 2007	-27	33-1-030	32.8521	Ma	-126.5
DSDP Site 522	267.9	i	0.001102	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.3	355	-74.6	45.2	33-1-038	33-1-038	33-1-038	This study : Tauxe & Yamazaki 2007	-27	33-1-038	32.8603	Ma	-126.58
DSDP Site 522	79.4	i	0.000461	LP-PI-IRM:LP-PI-REL:LT-AF-Z	159.6	355	-71.9	45.9	33-1-044	33-1-044	33-1-044	This study : Tauxe & Yamazaki 2007	-27	33-1-044	32.8666	Ma	-126.64
DSDP Site 522	89.6	i	0.0006788	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168	355	-79.2	43.8	33-1-050	33-1-050	33-1-050	This study : Tauxe & Yamazaki 2007	-27	33-1-050	32.8728	Ma	-126.7
DSDP Site 522	347.8	i	0.0005846	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.4	355	-87.2	48.8	33-1-057	33-1-057	33-1-057	This study : Tauxe & Yamazaki 2007	-27	33-1-057	32.88	Ma	-126.77
DSDP Site 522	262.4	i	0.0005992	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186.7	355	-84	45	33-1-068	33-1-068	33-1-068	This study : Tauxe & Yamazaki 2007	-27	33-1-068	32.8914	Ma	-126.88
DSDP Site 522	262.1	i	0.0009573	LP-PI-IRM:LP-PI-REL:LT-AF-Z	192.7	355	-78.6	44.1	33-1-074	33-1-074	33-1-074	This study : Tauxe & Yamazaki 2007	-27	33-1-074	32.8977	Ma	-126.94
DSDP Site 522	270.6	i	0.0005393	LP-PI-IRM:LP-PI-REL:LT-AF-Z	201.7	355	-70.7	45.8	33-1-083	33-1-083	33-1-083	This study : Tauxe & Yamazaki 2007	-27	33-1-083	32.907	Ma	-127.03
DSDP Site 522	255.7	i	0.0004419	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.6	355	-73.7	40.7	33-1-091	33-1-091	33-1-091	This study : Tauxe & Yamazaki 2007	-27	33-1-091	32.9153	Ma	-127.11
DSDP Site 522	336.8	i	0.0006666	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182	355	-84.6	51.5	33-1-099	33-1-099	33-1-099	This study : Tauxe & Yamazaki 2007	-27	33-1-099	32.9236	Ma	-127.19
DSDP Site 522	245.8	i	0.0005576	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188	355	-82.3	42	33-1-109	33-1-109	33-1-109	This study : Tauxe & Yamazaki 2007	-27	33-1-109	32.9339	Ma	-127.29
DSDP Site 522	167.6	i	0.0003529	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179	355	-82.7	35.7	33-1-115	33-1-115	33-1-115	This study : Tauxe & Yamazaki 2007	-27	33-1-115	32.9401	Ma	-127.35
DSDP Site 522	225.8	i	0.0004059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	190.6	355	-77	33.6	33-1-122	33-1-122	33-1-122	This study : Tauxe & Yamazaki 2007	-27	33-1-122	32.9474	Ma	-127.42
DSDP Site 522	55.5	i	0.0006338	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174	355	-84	48.9	33-1-130	33-1-130	33-1-130	This study : Tauxe & Yamazaki 2007	-27	33-1-130	32.9557	Ma	-127.5
DSDP Site 522	242.3	i	0.0005407	LP-PI-IRM:LP-PI-REL:LT-AF-Z	189.3	355	-80.7	40.5	33-1-138	33-1-138	33-1-138	This study : Tauxe & Yamazaki 2007	-27	33-1-138	32.964	Ma	-127.58
DSDP Site 522	77.8	i	0.0006501	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.4	355	-82.3	46.4	33-1-145	33-1-145	33-1-145	This study : Tauxe & Yamazaki 2007	-27	33-1-145	32.9712	Ma	-127.65
DSDP Site 522	314.7	i	0.0008554	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.2	355	-79.6	54.2	33-2-002	33-2-002	33-2-002	This study : Tauxe & Yamazaki 2007	-27	33-2-002	32.9785	Ma	-127.72
DSDP Site 522	269.8	i	0.0005117	LP-PI-IRM:LP-PI-REL:LT-AF-Z	196	355	-75.8	45.9	33-2-009	33-2-009	33-2-009	This study : Tauxe & Yamazaki 2007	-27	33-2-009	32.9857	Ma	-127.79
DSDP Site 522	353.5	i	0.0005329	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181	355	-64.9	68.7	33-2-017	33-2-017	33-2-017	This study : Tauxe & Yamazaki 2007	-27	33-2-017	32.994	Ma	-127.87
DSDP Site 522	349.7	i	0.0004663	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.1	355	-73.3	62.3	33-2-026	33-2-026	33-2-026	This study : Tauxe & Yamazaki 2007	-27	33-2-026	33.0034	Ma	-127.96
DSDP Site 522	71.7	i	0.0006205	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.3	355	-82.2	47.4	33-2-036	33-2-036	33-2-036	This study : Tauxe & Yamazaki 2007	-27	33-2-036	33.0137	Ma	-128.06
DSDP Site 522	302.2	i	0.000472	LP-PI-IRM:LP-PI-REL:LT-AF-Z	212.4	355	-59.8	60.6	33-2-045	33-2-045	33-2-045	This study : Tauxe & Yamazaki 2007	-27	33-2-045	33.0231	Ma	-128.15
DSDP Site 522	75.4	i	0.001946	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.2	355	-81.2	46.9	33-2-054	33-2-054	33-2-054	This study : Tauxe & Yamazaki 2007	-27	33-2-054	33.0324	Ma	-128.24
DSDP Site 522	327.4	i	0.0002846	LP-PI-IRM:LP-PI-REL:LT-AF-Z	229.3	355	-41.9	75.7	33-2-059	33-2-059	33-2-059	This study : Tauxe & Yamazaki 2007	-27	33-2-059	33.0376	Ma	-128.29
DSDP Site 522	295.2	i	0.0002457	LP-PI-IRM:LP-PI-REL:LT-AF-Z	260.6	355	-22.6	55.5	33-2-067	33-2-067	33-2-067	This study : Tauxe & Yamazaki 2007	-27	33-2-067	33.0459	Ma	-128.37
DSDP Site 522	304.1	i	0.0001868	LP-PI-IRM:LP-PI-REL:LT-AF-Z	327.3	355	46	7.3	33-2-077	33-2-077	33-2-077	This study : Tauxe & Yamazaki 2007	-27	33-2-077	33.0555	Ma	-128.47
DSDP Site 522	296.9	i	0.0003828	LP-PI-IRM:LP-PI-REL:LT-AF-Z	335.3	355	61	-18.9	33-2-086	33-2-086	33-2-086	This study : Tauxe & Yamazaki 2007	-27	33-2-086	33.0638	Ma	-128.56
DSDP Site 522	273.7	i	0.0003821	LP-PI-IRM:LP-PI-REL:LT-AF-Z	351.3	355	82.1	-43.7	33-2-094	33-2-094	33-2-094	This study : Tauxe & Yamazaki 2007	-27	33-2-094	33.0712	Ma	-128.64
DSDP Site 522	234.5	i	0.0004605	LP-PI-IRM:LP-PI-REL:LT-AF-Z	343	355	73.7	-53.7	33-2-108	33-2-108	33-2-108	This study : Tauxe & Yamazaki 2007	-27	33-2-108	33.0841	Ma	-128.78
DSDP Site 522	258.4	i	0.0003737	LP-PI-IRM:LP-PI-REL:LT-AF-Z	320.2	355	54.4	-43.5	33-2-117	33-2-117	33-2-117	This study : Tauxe & Yamazaki 2007	-27	33-2-117	33.0915	Ma	-128.86
DSDP Site 522	282.8	i	0.0003881	LP-PI-IRM:LP-PI-REL:LT-AF-Z	345.4	355	75.8	-38.8	33-2-124	33-2-124	33-2-124	This study : Tauxe & Yamazaki 2007	-27	33-2-124	33.0989	Ma	-128.94
DSDP Site 522	288.1	i	0.0003489	LP-PI-IRM:LP-PI-REL:LT-AF-Z	337.8	355	66.8	-30.2	33-2-131	33-2-131	33-2-131	This study : Tauxe & Yamazaki 2007	-27	33-2-131	33.1053	Ma	-129.01
DSDP Site 522	253.7	i	0.0003544	LP-PI-IRM:LP-PI-REL:LT-AF-Z	323.6	355	57.9	-47.4	33-2-141	33-2-141	33-2-141	This study : Tauxe & Yamazaki 2007	-27	33-2-141	33.1145	Ma	-129.11
DSDP Site 522	269	i	0.000436	LP-PI-IRM:LP-PI-REL:LT-AF-Z	324.9	355	57.3	-36.6	33-2-149	33-2-149	33-2-149	This study : Tauxe & Yamazaki 2007	-27	33-2-149	33.1219	Ma	-129.19
DSDP Site 522	212.8	i	0.000559	LP-PI-IRM:LP-PI-REL:LT-AF-Z	350.5	355	77.5	-56	33-3-005	33-3-005	33-3-005	This study : Tauxe & Yamazaki 2007	-27	33-3-005	33.1274	Ma	-129.25
DSDP Site 522	353.1	i	0.0005974	LP-PI-IRM:LP-PI-REL:LT-AF-Z	359.5	355	75.5	-23.9	33-3-015	33-3-015	33-3-015	This study : Tauxe & Yamazaki 2007	-27	33-3-015	33.1367	Ma	-129.35
DSDP Site 522	19.3	i	7.594e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	21.6	355	35.2	41.3	34-1-037	34-1-037	34-1-037	This study : Tauxe & Yamazaki 2007	-27	34-1-037	33.203	Ma	-130.07
DSDP Site 522	294.3	i	0.0001286	LP-PI-IRM:LP-PI-REL:LT-AF-Z	316.2	355	37.7	7.7	34-1-044	34-1-044	34-1-044	This study : Tauxe & Yamazaki 2007	-27	34-1-044	33.2095	Ma	-130.14
DSDP Site 522	204.6	i	0.0001928	LP-PI-IRM:LP-PI-REL:LT-AF-Z	327.4	355	52.6	-71.5	34-1-052	34-1-052	34-1-052	This study : Tauxe & Yamazaki 2007	-27	34-1-052	33.2169	Ma	-130.22
DSDP Site 522	174.3	i	0.0004613	LP-PI-IRM:LP-PI-REL:LT-AF-Z	5.3	355	33.2	-86.9	34-1-059	34-1-059	34-1-059	This study : Tauxe & Yamazaki 2007	-27	34-1-059	33.2233	Ma	-130.29
DSDP Site 522	109.7	i	0.0001034	LP-PI-IRM:LP-PI-REL:LT-AF-Z	84	355	17.8	-48.6	34-1-068	34-1-068	34-1-068	This study : Tauxe & Yamazaki 2007	-27	34-1-068	33.2316	Ma	-130.38
DSDP Site 522	112.5	i	0.0001427	LP-PI-IRM:LP-PI-REL:LT-AF-Z	32.6	355	60.8	-56.1	34-1-082	34-1-082	34-1-082	This study : Tauxe & Yamazaki 2007	-27	34-1-082	33.2445	Ma	-130.52
DSDP Site 522	116.3	i	0.0003635	LP-PI-IRM:LP-PI-REL:LT-AF-Z	70.8	355	30.9	-58.4	34-1-088	34-1-088	34-1-088	This study : Tauxe & Yamazaki 2007	-27	34-1-088	33.2501	Ma	-130.58
DSDP Site 522	118.2	i	0.0003798	LP-PI-IRM:LP-PI-REL:LT-AF-Z	55.7	355	42.6	-60.8	34-1-094	34-1-094	34-1-094	This study : Tauxe & Yamazaki 2007	-27	34-1-094	33.2556	Ma	-130.64
DSDP Site 522	118	i	0.0002995	LP-PI-IRM:LP-PI-REL:LT-AF-Z	88.1	355	17.1	-56.1	34-1-104	34-1-104	34-1-104	This study : Tauxe & Yamazaki 2007	-27	34-1-104	33.2648	Ma	-130.74
DSDP Site 522	107.6	i	0.0002095	LP-PI-IRM:LP-PI-REL:LT-AF-Z	97.8	355	3.1	-38.2	34-1-115	34-1-115	34-1-115	This study : Tauxe & Yamazaki 2007	-27	34-1-115	33.275	Ma	-130.85
DSDP Site 522	99.3	i	0.0002705	LP-PI-IRM:LP-PI-REL:LT-AF-Z	26.5	355	66.6	-49.4	34-1-121	34-1-121	34-1-121	This study : Tauxe & Yamazaki 2007	-27	34-1-121	33.2805	Ma	-130.91
DSDP Site 522	285.8	i	0.0001885	LP-PI-IRM:LP-PI-REL:LT-AF-Z	328.8	355	57.2	-23.3	34-1-128	34-1-128	34-1-128	This study : Tauxe & Yamazaki 2007	-27	34-1-128	33.2869	Ma	-130.98
DSDP Site 522	274.6	i	0.0001235	LP-PI-IRM:LP-PI-REL:LT-AF-Z	305.8	355	35.5	-16	34-1-136	34-1-136	34-1-136	This study : Tauxe & Yamazaki 2007	-27	34-1-136	33.2943	Ma	-131.06
DSDP Site 522	293.7	i	4.276e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	324.4	355	48.5	-6.4	34-1-141	34-1-141	34-1-141	This study : Tauxe & Yamazaki 2007	-27	34-1-141	33.2989	Ma	-131.11
DSDP Site 522	1.5	i	9.343e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	3.1	355	61.4	2.9	34-1-148	34-1-148	34-1-148	This study : Tauxe & Yamazaki 2007	-27	34-1-148	33.3054	Ma	-131.18
DSDP Site 522	233.4	i	0.0002763	LP-PI-IRM:LP-PI-REL:LT-AF-Z	314.7	355	50.5	-59.5	34-2-012	34-2-012	34-2-012	This study : Tauxe & Yamazaki 2007	-27	34-2-012	33.3183	Ma	-131.32
DSDP Site 522	245.1	i	0.0005212	LP-PI-IRM:LP-PI-REL:LT-AF-Z	342.4	355	74.1	-50.6	34-2-019	34-2-019	34-2-019	This study : Tauxe & Yamazaki 2007	-27	34-2-019	33.3248	Ma	-131.39
DSDP Site 522	212.2	i	0.000473	LP-PI-IRM:LP-PI-REL:LT-AF-Z	355.4	355	83.5	-51.4	34-2-026	34-2-026	34-2-026	This study : Tauxe & Yamazaki 2007	-27	34-2-026	33.3312	Ma	-131.46
DSDP Site 522	220.8	i	0.0003347	LP-PI-IRM:LP-PI-REL:LT-AF-Z	340.2	355	68.9	-59.5	34-2-033	34-2-033	34-2-033	This study : Tauxe & Yamazaki 2007	-27	34-2-033	33.3377	Ma	-131.53
DSDP Site 522	128.9	i	0.00029	LP-PI-IRM:LP-PI-REL:LT-AF-Z	9.5	355	79.1	-53.7	34-2-039	34-2-039	34-2-039	This study : Tauxe & Yamazaki 2007	-27	34-2-039	33.3432	Ma	-131.59
DSDP Site 522	202.3	i	0.0002359	LP-PI-IRM:LP-PI-REL:LT-AF-Z	348.4	355	71.3	-61.9	34-2-044	34-2-044	34-2-044	This study : Tauxe & Yamazaki 2007	-27	34-2-044	33.3478	Ma	-131.64
DSDP Site 522	246.8	i	0.0005079	LP-PI-IRM:LP-PI-REL:LT-AF-Z	338	355	70.3	-50.7	34-2-051	34-2-051	34-2-051	This study : Tauxe & Yamazaki 2007	-27	34-2-051	33.3543	Ma	-131.71
DSDP Site 522	298	i	0.0004305	LP-PI-IRM:LP-PI-REL:LT-AF-Z	350.4	355	79.3	-37.3	34-2-058	34-2-058	34-2-058	This study : Tauxe & Yamazaki 2007	-27	34-2-058	33.3607	Ma	-131.78
DSDP Site 522	136.2	i	0.0003519	LP-PI-IRM:LP-PI-REL:LT-AF-Z	2.3	355	86.8	-48.5	34-2-064	34-2-064	34-2-064	This study : Tauxe & Yamazaki 2007	-27	34-2-064	33.3662	Ma	-131.84
DSDP Site 522	158.1	i	0.000383	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.8	355	87.6	-48.3	34-2-072	34-2-072	34-2-072	This study : Tauxe & Yamazaki 2007	-27	34-2-072	33.3736	Ma	-131.92
DSDP Site 522	147.7	i	0.0005157	LP-PI-IRM:LP-PI-REL:LT-AF-Z	3.1	355	84.3	-51.4	34-2-084	34-2-084	34-2-084	This study : Tauxe & Yamazaki 2007	-27	34-2-084	33.3847	Ma	-132.04
DSDP Site 522	75.9	i	0.0003366	LP-PI-IRM:LP-PI-REL:LT-AF-Z	18.3	355	73	-40.5	34-2-090	34-2-090	34-2-090	This study : Tauxe & Yamazaki 2007	-27	34-2-090	33.3902	Ma	-132.1
DSDP Site 522	156	i	0.0005086	LP-PI-IRM:LP-PI-REL:LT-AF-Z	6.4	355	75	-60.1	34-2-096	34-2-096	34-2-096	This study : Tauxe & Yamazaki 2007	-27	34-2-096	33.3957	Ma	-132.16
DSDP Site 522	118.9	i	0.0003046	LP-PI-IRM:LP-PI-REL:LT-AF-Z	37.5	355	56.3	-59.9	34-2-102	34-2-102	34-2-102	This study : Tauxe & Yamazaki 2007	-27	34-2-102	33.4013	Ma	-132.22
DSDP Site 522	147.8	i	0.0006655	LP-PI-IRM:LP-PI-REL:LT-AF-Z	10.3	355	73	-60.7	34-2-108	34-2-108	34-2-108	This study : Tauxe & Yamazaki 2007	-27	34-2-108	33.4068	Ma	-132.28
DSDP Site 522	155.6	i	0.0004001	LP-PI-IRM:LP-PI-REL:LT-AF-Z	3.6	355	81.1	-54.8	34-2-114	34-2-114	34-2-114	This study : Tauxe & Yamazaki 2007	-27	34-2-114	33.4123	Ma	-132.34
DSDP Site 522	142.7	i	0.0005034	LP-PI-IRM:LP-PI-REL:LT-AF-Z	17.7	355	66.6	-64	34-2-120	34-2-120	34-2-120	This study : Tauxe & Yamazaki 2007	-27	34-2-120	33.4179	Ma	-132.4
DSDP Site 522	115.2	i	0.000386	LP-PI-IRM:LP-PI-REL:LT-AF-Z	38	355	56.3	-58.1	34-2-126	34-2-126	34-2-126	This study : Tauxe & Yamazaki 2007	-27	34-2-126	33.4234	Ma	-132.46
DSDP Site 522	86.7	i	0.0003201	LP-PI-IRM:LP-PI-REL:LT-AF-Z	14.3	355	77.2	-45.1	34-2-132	34-2-132	34-2-132	This study : Tauxe & Yamazaki 2007	-27	34-2-132	33.4289	Ma	-132.52
DSDP Site 522	123.5	i	0.0004291	LP-PI-IRM:LP-PI-REL:LT-AF-Z	10.3	355	79	-52.9	34-2-138	34-2-138	34-2-138	This study : Tauxe & Yamazaki 2007	-27	34-2-138	33.4345	Ma	-132.58
DSDP Site 522	248.1	i	0.0004545	LP-PI-IRM:LP-PI-REL:LT-AF-Z	339.1	355	71.3	-50.1	34-2-145	34-2-145	34-2-145	This study : Tauxe & Yamazaki 2007	-27	34-2-145	33.4409	Ma	-132.65
DSDP Site 522	116.1	i	0.0005009	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.7	355	89.3	-46	34-3-006	34-3-006	34-3-006	This study : Tauxe & Yamazaki 2007	-27	34-3-006	33.4511	Ma	-132.76
DSDP Site 522	92.3	i	0.000536	LP-PI-IRM:LP-PI-REL:LT-AF-Z	29.5	355	63.8	-45.8	34-3-012	34-3-012	34-3-012	This study : Tauxe & Yamazaki 2007	-27	34-3-012	33.4566	Ma	-132.82
DSDP Site 522	86.5	i	0.000542	LP-PI-IRM:LP-PI-REL:LT-AF-Z	25.3	355	67.3	-43.4	34-3-018	34-3-018	34-3-018	This study : Tauxe & Yamazaki 2007	-27	34-3-018	33.4621	Ma	-132.88
DSDP Site 522	64.3	i	0.0002823	LP-PI-IRM:LP-PI-REL:LT-AF-Z	27.3	355	61.7	-27.3	34-3-025	34-3-025	34-3-025	This study : Tauxe & Yamazaki 2007	-27	34-3-025	33.4686	Ma	-132.95
DSDP Site 522	101.7	i	0.0005152	LP-PI-IRM:LP-PI-REL:LT-AF-Z	11.7	355	79.4	-48.6	34-3-032	34-3-032	34-3-032	This study : Tauxe & Yamazaki 2007	-27	34-3-032	33.475	Ma	-133.02
DSDP Site 522	260.9	i	0.000256	LP-PI-IRM:LP-PI-REL:LT-AF-Z	355.7	355	86.2	-45.8	34-3-038	34-3-038	34-3-038	This study : Tauxe & Yamazaki 2007	-27	34-3-038	33.4806	Ma	-133.08
DSDP Site 522	154.7	i	0.0005003	LP-PI-IRM:LP-PI-REL:LT-AF-Z	14.3	355	63.5	-68.1	34-3-044	34-3-044	34-3-044	This study : Tauxe & Yamazaki 2007	-27	34-3-044	33.4861	Ma	-133.14
DSDP Site 522	335.7	i	0.0001347	LP-PI-IRM:LP-PI-REL:LT-AF-Z	340.5	355	29.6	49.6	34-3-051	34-3-051	34-3-051	This study : Tauxe & Yamazaki 2007	-27	34-3-051	33.4926	Ma	-133.21
DSDP Site 522	305.2	i	0.0002441	LP-PI-IRM:LP-PI-REL:LT-AF-Z	329.6	355	48.6	4.6	34-3-056	34-3-056	34-3-056	This study : Tauxe & Yamazaki 2007	-27	34-3-056	33.4972	Ma	-133.26
DSDP Site 522	303.5	i	0.0003748	LP-PI-IRM:LP-PI-REL:LT-AF-Z	338.7	355	62.7	-16.7	34-3-062	34-3-062	34-3-062	This study : Tauxe & Yamazaki 2007	-27	34-3-062	33.5027	Ma	-133.32
DSDP Site 522	37.5	i	0.0004558	LP-PI-IRM:LP-PI-REL:LT-AF-Z	3.6	355	85.1	-40.8	34-3-068	34-3-068	34-3-068	This study : Tauxe & Yamazaki 2007	-27	34-3-068	33.5082	Ma	-133.38
DSDP Site 522	242.4	i	0.0005225	LP-PI-IRM:LP-PI-REL:LT-AF-Z	348.3	355	79.1	-49.9	34-3-077	34-3-077	34-3-077	This study : Tauxe & Yamazaki 2007	-27	34-3-077	33.5165	Ma	-133.47
