tab	sites
site	location	samples	specimens	age	age_sigma	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	criteria	description	software_packages	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	citations	method_codes	result_quality	result_type	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
mc142	McMurdo		mc142c1 : mc142c2 : mc142d1 : mc142e1 : mc142e2 : mc142f2 : mc142i2 : mc142k1 : mc142k2:mc142b2	1.225	0.01	Ma	2.0	A	311.9	84.7	585.0	10.0	10.0	0.0	p	r	9.9846	0.0	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc142	McMurdo	mc142d : mc142k:mc142c	mc142d1 : mc142k2:mc142c1	1.225	0.01	Ma													-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte	Lisa Tauxe	IE-SPEC		pmagpy-2.60	1.563e-05	2.74e-06	17.54	3.0	This study	DA-AC-AARM:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc142	McMurdo		mc142c1 : mc142c2 : mc142d1 : mc142e1 : mc142e2 : mc142f2 : mc142i2 : mc142k1 : mc142k2:mc142b2	1.225	0.01	Ma	2.0		311.9	84.7	585.0	10.0			p	n	9.9846	0.0	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc142, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							4.6	3.9	-69.3	144.1	10.0
mc143	McMurdo		mc143c1 : mc143d2 : mc143g1 : mc143h1 : mc143i1:mc143a1	2.08	0.32899999999999996	Ma	5.1	A	29.7	-48.6	172.2	6.0	6.0	0.0	p	n	5.971	0.0	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc143	McMurdo		mc143c1 : mc143d2 : mc143g1 : mc143h1 : mc143i1:mc143a1	2.08	0.32899999999999996	Ma	5.1		29.7	-48.6	172.2	6.0			p	n	5.971	0.0	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc143, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.6	9.9	39.6	196.9	6.0
mc144	McMurdo		mc144b1 : mc144d1 : mc144e1 : mc144f1 : mc144h2 : mc144j1 : mc144j2:mc144a1	1.25	0.5	Ma	4.0	A	194.4	79.9	195.5	8.0	7.0	1.0	p	r	7.9667	0.0	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc144	McMurdo	mc144f : mc144h : mc144k:mc144e	mc144f1 : mc144h1 : mc144k1:mc144e1	1.25	0.5	Ma													-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte	Lisa Tauxe	IE-SPEC		pmagpy-2.60	1.425e-05	5.946e-06	41.73	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc144	McMurdo		mc144b1 : mc144d1 : mc144e1 : mc144f1 : mc144h2 : mc144j1 : mc144j2:mc144a1	1.25	0.5	Ma	4.0		194.4	79.9	195.5	8.0			p	n	7.9667	0.0	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc144, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							4.8	7.7	-81.6	21.6	8.0
mc145	McMurdo		mc145f1 : mc145i1 : mc145j1 : mc145k2 : mc145l1:mc145b1	1.9	0.06	Ma	3.5	A	28.6	2.7	378.0	6.0	6.0	0.0	p	t	5.9868	0.0	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc145	McMurdo	mc145f : mc145k : mc145l:mc145c	mc145f1 : mc145k2 : mc145l1:mc145c2	1.9	0.06	Ma													-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	6.942000000000001e-06	2.1550000000000002e-07	3.105	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc145	McMurdo		mc145f1 : mc145i1 : mc145j1 : mc145k2 : mc145l1:mc145b1	1.9	0.06	Ma	3.5		28.6	2.7	378.0	6.0			p	n	5.9868	0.0	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc145, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							0.7	6.8	9.0	191.9	6.0
mc145	McMurdo	mc145f : mc145k : mc145l:mc145c	mc145f1 : mc145k2 : mc145l1:mc145c2	1.9	0.06	Ma													-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc145, Site V [A] DM.	pmagpy-2.60	6.942000000000001e-06	2.1550000000000002e-07	3.105	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		i	9.119e+21	4.0	2.831e+20	1.794e+22	4.0	5.569e+20					
mc146	McMurdo		mc146d1 : mc146e1 : mc146f1 : mc146h1 : mc146j1 : mc146k1:mc146a1	1.37	0.21	Ma	5.6	A	236.3	62.0	117.8	7.0	7.0	0.0	p	r	6.9491	0.0	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc146	McMurdo	mc146f:mc146e	mc146f1:mc146e1	1.37	0.21	Ma													-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	1.721e-05	7.085e-07	4.118	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc146	McMurdo		mc146d1 : mc146e1 : mc146f1 : mc146h1 : mc146j1 : mc146k1:mc146a1	1.37	0.21	Ma	5.6		236.3	62.0	117.8	7.0			p	n	6.9491	0.0	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc146, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.4	10.8	-48.9	50.1	7.0
mc146	McMurdo	mc146f:mc146e	mc146f1:mc146e1	1.37	0.21	Ma													-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc146, Site V [A] DM.	pmagpy-2.60	1.721e-05	7.085e-07	4.118	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		i	2.261e+22	2.0	9.308e+20	2.868e+22	2.0	1.181e+21					
mc147	McMurdo		mc147c1 : mc147i1 : mc147j2 : mc147k2:mc147a1	1.63	0.16	Ma	2.7	A	220.2	67.4	830.9	5.0	5.0	0.0	p	r	4.9952	0.0	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc147	McMurdo	mc147i : mc147j : mc147k:mc147a	mc147i1 : mc147j2 : mc147k2:mc147a1	1.63	0.16	Ma													-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	2.277e-05	2.539e-06	11.15	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc147	McMurdo		mc147c1 : mc147i1 : mc147j2 : mc147k2:mc147a1	1.63	0.16	Ma	2.7		220.2	67.4	830.9	5.0			p	n	4.9952	0.0	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc147, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.4	5.2	-58.5	35.1	5.0
mc147	McMurdo	mc147i : mc147j : mc147k:mc147a	mc147i1 : mc147j2 : mc147k2:mc147a1	1.63	0.16	Ma													-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc147, Site V [A] DM.	pmagpy-2.60	2.277e-05	2.539e-06	11.15	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		i	2.991e+22	4.0	3.335e+21	3.536e+22	4.0	3.943e+21					
mc148	McMurdo		mc148b1 : mc148f1 : mc148i1 : mc148j1 : mc148k1:mc148a1	0.718	0.33	Ma	5.7	A	282.1	-80.2	140.6	6.0	6.0	0.0	p	n	5.9644	0.0	-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc148	McMurdo	mc148i : mc148j:mc148d	mc148i1 : mc148j1:mc148d1	0.718	0.33	Ma													-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	5.156e-05	1.5580000000000002e-06	3.0210000000000004	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:LP-PI-TRM	g												
mc148	McMurdo		mc148b1 : mc148f1 : mc148i1 : mc148j1 : mc148k1:mc148a1	0.718	0.33	Ma	5.7		282.1	-80.2	140.6	6.0			p	n	5.9644	0.0	-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc148, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							7.3	11.0	69.6	53.9	6.0
mc148	McMurdo	mc148i : mc148j:mc148d	mc148i1 : mc148j1:mc148d1	0.718	0.33	Ma													-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc148, Site V [A] DM.	pmagpy-2.60	5.156e-05	1.5580000000000002e-06	3.0210000000000004	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:LP-PI-TRM		i	6.787e+22	3.0	2.05e+21	6.951e+22	3.0	2.1e+21					
mc149	McMurdo																		-77.486	167.187	Intrusive:Igneous	Volcanic Dike	Basalt									This study														
mc15	McMurdo		mc15b : mc15c : mc15c2 : mc15d : mc15e : mc15f : mc15g : mc15h:mc15a	1.33	0.01	Ma	1.8	A	166.3	84.2	819.9	9.0	9.0	0.0	p	r	8.9902	0.0	-77.47	169.23	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc15	McMurdo	mc15c : mc15h:mc15b	mc15c : mc15h:mc15b	1.33	0.01	Ma													-77.47	169.23	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Intensity included in Pmag_Results.	pmagpy-2.60	2.802e-05	2.569e-06	9.167	3.0	This study	DA-AC-AARM:IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc15	McMurdo		mc15b : mc15c : mc15c2 : mc15d : mc15e : mc15f : mc15g : mc15h:mc15a	1.33	0.01	Ma	1.8		166.3	84.2	819.9	9.0			p	n	8.9902	0.0	-77.47	169.23	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. VGP: Site (geog. coord) A comp: mc15, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							3.9	3.5	-87.0	232.5	9.0
mc15	McMurdo	mc15c : mc15h:mc15b	mc15c : mc15h:mc15b	1.33	0.01	Ma													-77.47	169.23	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. Hornblende trachyte capping Post Office Hill, Cape Crozier. V[A]DM: Site mc15, Site V [A] DM.	pmagpy-2.60	2.802e-05	2.569e-06	9.167	3.0	This study	DA-AC-AARM:IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM		i	3.689e+22	3.0	3.382e+21	3.678e+22	3.0	3.372e+21					
mc150	McMurdo		mc150c1 : mc150e1 : mc150f1 : mc150g1:mc150b1	3.57	0.07	Ma	6.9	A	253.5	84.3	125.5	5.0	5.0	0.0	p	r	4.9681	0.0	-77.714	162.637	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc150	McMurdo		mc150c1 : mc150e1 : mc150f1 : mc150g1:mc150b1	3.57	0.07	Ma	6.9		253.5	84.3	125.5	5.0			p	n	4.9681	0.0	-77.714	162.637	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc150, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							14.8	13.3	-75.9	112.1	5.0
mc151	McMurdo																		-77.486	167.187	Extrusive:Igneous	Lava Flow	Basalt									This study														
mc152	McMurdo		mc152b1 : mc152b2 : mc152c1 : mc152i1 : mc152k1:mc152a1	3.87	0.075	Ma	1.9	A	327.2	-85.3	1325.5	6.0	5.0	1.0	p	n	5.9966	0.0	-77.71600000000001	162.645	Intrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc152	McMurdo		mc152b1 : mc152b2 : mc152c1 : mc152i1 : mc152k1:mc152a1	3.87	0.075	Ma	1.9		327.2	-85.3	1325.5	6.0			p	n	5.9966	0.0	-77.71600000000001	162.645	Intrusive:Igneous	Volcanic Dike	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc152, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							4.9	3.7	83.3	31.5	6.0
mc153	McMurdo		mc153a2 : mc153c1 : mc153e1 : mc153i1 : mc153j1 : mc153m1:mc153a1	2.53	0.065	Ma	5.8	A	315.9	58.4	109.7	7.0	7.0	0.0	p	t	6.9453	0.0	-77.76	162.144	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc153	McMurdo	mc153c	mc153c1	2.53	0.065	Ma													-77.76	162.144	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	3.448e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:LP-PI-TRM	g												
mc153	McMurdo		mc153a2 : mc153c1 : mc153e1 : mc153i1 : mc153j1 : mc153m1:mc153a1	2.53	0.065	Ma	5.8		315.9	58.4	109.7	7.0			p	n	6.9453	0.0	-77.76	162.144	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc153, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.3	11.2	-29.9	123.6	7.0
mc154	McMurdo		mc154b1 : mc154e1 : mc154f1 : mc154h1:mc154a1	2.19	0.04	Ma	3.7	A	297.9	87.1	429.1	5.0	5.0	0.0	p	r	4.9907	0.0	-77.719	162.626	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc154	McMurdo	mc154j:mc154a	mc154j2:mc154a2	2.19	0.04	Ma													-77.719	162.626	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	7.97e-06	9.535e-07	11.96	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc154	McMurdo		mc154b1 : mc154e1 : mc154f1 : mc154h1:mc154a1	2.19	0.04	Ma	3.7		297.9	87.1	429.1	5.0			p	n	4.9907	0.0	-77.719	162.626	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc154, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							15.6	7.1	-74.2	143.6	5.0
mc154	McMurdo	mc154j:mc154a	mc154j2:mc154a2	2.19	0.04	Ma													-77.719	162.626	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc154, Site V [A] DM.	pmagpy-2.60	7.97e-06	9.535e-07	11.96	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		i	1.048e+22	2.0	1.254e+21	1.035e+22	2.0	1.238e+21					
mc155	McMurdo		mc155b1 : mc155c1 : mc155e2 : mc155g1 : mc155h1 : mc155i1 : mc155m1:mc155a1	1.5	0.025	Ma	3.7	A	226.2	77.7	221.3	8.0	8.0	0.0	p	r	7.9684	0.0	-77.699	162.253	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc155	McMurdo	mc155h : mc155m:mc155c	mc155h1 : mc155m1:mc155c1	1.5	0.025	Ma													-77.699	162.253	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.893e-05	4.6039999999999995e-06	15.92	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc155	McMurdo		mc155b1 : mc155c1 : mc155e2 : mc155g1 : mc155h1 : mc155i1 : mc155m1:mc155a1	1.5	0.025	Ma	3.7		226.2	77.7	221.3	8.0			p	n	7.9684	0.0	-77.699	162.253	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc155, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							3.7	7.1	-72.7	57.7	8.0
mc156	McMurdo		mc156c1 : mc156f1 : mc156g1 : mc156h1:mc156a1	1.89	0.065	Ma	4.2	A	161.3	71.1	340.9	5.0	5.0	0.0	p	r	4.9883	0.0	-77.705	162.592	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc156	McMurdo		mc156c1 : mc156f1 : mc156g1 : mc156h1:mc156a1	1.89	0.065	Ma	4.2		161.3	71.1	340.9	5.0			p	n	4.9883	0.0	-77.705	162.592	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc156, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.8	8.1	-66.9	315.0	5.0
mc157	McMurdo		mc157b2 : mc157c2 : mc157e2 : mc157f1 : mc157j1 : mc157k1:mc157a2	4.0	4.0	Ma	6.9	A	262.7	70.7	76.6	7.0	7.0	0.0	p	r	6.9217	0.0	-77.703	162.264	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc157	McMurdo		mc157b2 : mc157c2 : mc157e2 : mc157f1 : mc157j1 : mc157k1:mc157a2	4.0	4.0	Ma	6.9		262.7	70.7	76.6	7.0			p	n	6.9217	0.0	-77.703	162.264	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc157, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							4.4	13.3	-54.7	82.5	7.0
mc158	McMurdo		mc158b2 : mc158c1 : mc158d1 : mc158f1 : mc158h1:mc158a1	3.74	0.125	Ma	2.9	A	46.9	43.2	555.8	6.0	5.0	1.0	p	t	5.9919	0.0	-77.688	162.46200000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc158	McMurdo	mc158b	mc158b1	3.74	0.125	Ma													-77.688	162.46200000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	4.5189999999999994e-06	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc158	McMurdo		mc158b2 : mc158c1 : mc158d1 : mc158f1 : mc158h1:mc158a1	3.74	0.125	Ma	2.9		46.9	43.2	555.8	6.0			p	n	5.9919	0.0	-77.688	162.46200000000002	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc158, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							0.8	5.6	-16.5	206.0	6.0
mc16	McMurdo																		-77.51	169.38	Extrusive:Igneous	Lava Flow	Basalt									This study														
mc160	McMurdo		mc160a2 : mc160b1 : mc160c1 : mc160e1 : mc160e2 : mc160f2 : mc160h2 : mc160j1 : mc160j2:mc160a1	3.47	0.025	Ma	3.2	A	227.9	76.2	227.7	10.0	8.0	2.0	p	r	9.9649	0.0	-77.687	162.35399999999998	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc160	McMurdo	mc160f:mc160a	mc160f2:mc160a1	3.47	0.025	Ma													-77.687	162.35399999999998	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	2.18e-05	1.296e-06	5.944	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc160	McMurdo		mc160a2 : mc160b1 : mc160c1 : mc160e1 : mc160e2 : mc160f2 : mc160h2 : mc160j1 : mc160j2:mc160a1	3.47	0.025	Ma	3.2		227.9	76.2	227.7	10.0			p	n	9.9649	0.0	-77.687	162.35399999999998	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc160, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.9	6.2	-70.0	55.8	10.0
mc160	McMurdo	mc160f:mc160a	mc160f2:mc160a1	3.47	0.025	Ma													-77.687	162.35399999999998	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc160, Site V [A] DM.	pmagpy-2.60	2.18e-05	1.296e-06	5.944	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		i	2.868e+22	2.0	1.705e+21	3.05e+22	2.0	1.813e+21					
mc161	McMurdo		mc161b1 : mc161e1 : mc161f1 : mc161g1 : mc161k1:mc161a1	4.0	4.0	Ma	4.1	A	171.3	55.1	281.0	6.0	5.0	1.0	p	r	5.984	0.0	-77.702	162.694	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc161	McMurdo	mc161g:mc161b	mc161g1:mc161b1	4.0	4.0	Ma													-77.702	162.694	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	4.95e-06	1.204e-06	24.31	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
