tab	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz10c6	Archeologic	Ceramic	7.03e-05	0.02	c	1.0	0.96	1.24	5.78	0.89	0.89	0.87	2.51	12.0	6.0	37.24	6e-05	Not Specified	863.0	423.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz10c	pmagpy-3.4.1: thellier_gui.v.3.0	hz10c6
5.52	131.461515	60.618553	105.791669	0.340361 : 0.322343 : 0.337296 : 0.052213 : -0.025809 : 0.001108	6.0	0.004606	ATRM	0.389478 : 223.5 : 18.0	0.338761 : 355.7 : 64.2	0.271761 : 307.5 : -17.9	This study	Critical F: 3.1059									hz10c6;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	hz10c	pmagpy-3.4.1: thellier_gui.v.3.0	hz10c6
	3.605355	2.652087	1.876885	0.345336 : 0.323328 : 0.331336 : 0.026604 : -0.009529 : -0.001993	9.0	0.014339	AARM	0.364610 : 215.2 : 12.1	0.331586 : 343.9 : 71.1	0.303805 : 122.1 : 14.3	This study	Critical F: 2.6848									hz10c6;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	g	hz10c	pmagpy-3.4.1: thellier_gui.v.3.0	hz10c6
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz10d1	Archeologic	Ceramic	6.790000000000001e-05	0.01	c	1.03	0.96	0.91	7.45	0.99	0.96	0.85	2.39	14.0	6.0	77.18	6e-05	Not Specified	863.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz10d	pmagpy-3.4.1: thellier_gui.v.3.0	hz10d1
2.48	0.965223	1.433668	0.066794	0.327318 : 0.336545 : 0.336137 : 0.005942 : -0.008726 : -0.003423	6.0	0.011163	ATRM	0.347294 : 245.5 : 40.0	0.328393 : 51.1 : 49.1	0.324313 : 149.5 : 7.2	This study	Critical F: 3.1059									hz10d1;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz10d	pmagpy-3.4.1: thellier_gui.v.3.0	hz10d1
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz10d2	Archeologic	Ceramic	6.77e-05	0.02	c	1.0	0.95	1.71	6.52	0.82	0.81	0.87	3.29	10.0	5.0	36.86	6e-05	Not Specified	833.0	473.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz10d	pmagpy-3.4.1: thellier_gui.v.3.0	hz10d2
6.57	2.123579	1.849791	0.866052	0.322547 : 0.339463 : 0.337990 : -0.005201 : -0.007823 : 0.008449	6.0	0.009655	ATRM	0.349949 : 296.6 : 42.0	0.331379 : 76.3 : 40.2	0.318672 : 185.8 : 21.5	This study	Critical F: 3.1059									hz10d2;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz10d	pmagpy-3.4.1: thellier_gui.v.3.0	hz10d2
	0.320426	0.336301	0.09021	0.331651 : 0.337242 : 0.331107 : -0.003605 : -0.003083 : 0.004523	9.0	0.011664	AARM	0.341362 : 122.8 : -26.2	0.331796 : 51.1 : 32.6	0.326842 : 2.4 : -45.8	This study	Critical F: 2.6848									hz10d2;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	b	hz10d	pmagpy-3.4.1: thellier_gui.v.3.0	hz10d2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz10d3	Archeologic	Ceramic	6.87e-05	0.03	c	1.01	0.95	0.76	2.52	0.93	0.92	0.86	1.13	11.0	5.0	30.14	6e-05	Not Specified	803.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz10d	pmagpy-3.4.1: thellier_gui.v.3.0	hz10d3
3.28	0.590585	0.720416	0.107954	0.329869 : 0.342431 : 0.327700 : 0.001173 : 0.006297 : 0.002462	6.0	0.012227	ATRM	0.345011 : 262.0 : -20.8	0.330335 : 165.4 : -16.9	0.324654 : 219.5 : 62.7	This study	Critical F: 3.1059									hz10d3;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz10d	pmagpy-3.4.1: thellier_gui.v.3.0	hz10d3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz11a1	Archeologic	Ceramic	7.31e-05	0.02	c	0.99	0.94	0.58	3.77	0.81	0.91	0.9	1.41	12.0	6.0	33.45	6e-05	Not Specified	863.0	423.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz11a	pmagpy-3.4.1: thellier_gui.v.3.0	hz11a1
4.55	2.672506	3.721821	0.275966	0.321396 : 0.352511 : 0.326093 : 0.003719 : 0.012903 : 0.006499	6.0	0.012282	ATRM	0.358714 : 260.1 : -23.0	0.325205 : 330.5 : 38.4	0.316081 : 193.2 : 42.8	This study	Critical F: 3.1059									hz11a1;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz11a	pmagpy-3.4.1: thellier_gui.v.3.0	hz11a1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz11a2	Archeologic	Ceramic	7.72e-05	0.03	c	0.94	0.95	0.59	2.51	0.75	0.81	0.88	1.55	11.0	6.0	26.26	6e-05	Not Specified	863.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz11a	pmagpy-3.4.1: thellier_gui.v.3.0	hz11a2
3.71	1.391061	0.111649	2.021322	0.342821 : 0.336036 : 0.321143 : 0.003321 : 0.015243 : 0.000648	6.0	0.014524	ATRM	0.347643 : 52.5 : 25.2	0.340779 : 331.7 : -18.8	0.311578 : 274.2 : 57.7	This study	Critical F: 3.1059									hz11a2;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz11a	pmagpy-3.4.1: thellier_gui.v.3.0	hz11a2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz11a3	Archeologic	Ceramic	7.11e-05	0.02	c	1.02	0.95	0.44	3.24	0.84	0.92	0.9	1.39	11.0	5.0	32.59	6e-05	Not Specified	803.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz11a	pmagpy-3.4.1: thellier_gui.v.3.0	hz11a3
3.67	1.613656	0.87987	1.142883	0.330589 : 0.330776 : 0.338635 : -0.013547 : -0.017100 : -0.000756	6.0	0.015706	ATRM	0.355139 : 297.5 : 41.9	0.334304 : 346.9 : -35.9	0.310558 : 55.0 : 27.2	This study	Critical F: 3.1059									hz11a3;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz11a	pmagpy-3.4.1: thellier_gui.v.3.0	hz11a3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz11b1	Archeologic	Ceramic	6.709999999999999e-05	0.02	c	0.98	0.93	1.54	3.6	0.9	0.92	0.89	2.66	12.0	5.0	36.5	6e-05	Not Specified	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz11b	pmagpy-3.4.1: thellier_gui.v.3.0	hz11b1
2.61	1.690943	0.846401	1.282315	0.336484 : 0.334399 : 0.329116 : 0.011236 : 0.021908 : -0.000133	6.0	0.017136	ATRM	0.357344 : 241.9 : -34.3	0.335049 : 172.4 : 27.1	0.307607 : 291.5 : 43.5	This study	Critical F: 3.1059									hz11b1;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz11b	pmagpy-3.4.1: thellier_gui.v.3.0	hz11b1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz11b2	Archeologic	Ceramic	6.879999999999999e-05	0.02	c	0.96	0.92	0.98	3.47	0.86	0.88	0.88	2.42	11.0	5.0	36.28	6e-05	Not Specified	833.0	423.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz11b	pmagpy-3.4.1: thellier_gui.v.3.0	hz11b2
3.6	1.825978	0.93838	1.356919	0.320891 : 0.345268 : 0.333842 : 0.022212 : -0.004554 : 0.004036	6.0	0.01725	ATRM	0.358560 : 239.9 : 4.4	0.334928 : 349.8 : 77.2	0.306512 : 328.9 : -12.0	This study	Critical F: 3.1059									hz11b2;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz11b	pmagpy-3.4.1: thellier_gui.v.3.0	hz11b2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz11b3	Archeologic	Ceramic	5.85e-05	0.04	c	1.11	0.94	0.46	8.8	0.82	0.79	0.87	3.19	9.0	6.0	17.52	6e-05	Not Specified	863.0	573.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz11b	pmagpy-3.4.1: thellier_gui.v.3.0	hz11b3
2.73	4.892852	4.4264	1.87034	0.307906 : 0.326914 : 0.365180 : 0.005609 : -0.014814 : 0.024111	6.0	0.01659	ATRM	0.376936 : 141.7 : -67.3	0.327575 : 246.7 : -6.2	0.295489 : 159.2 : 21.7	This study	Critical F: 3.1059									hz11b3;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	hz11b	pmagpy-3.4.1: thellier_gui.v.3.0	hz11b3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz11c1	Archeologic	Ceramic	6.68e-05	0.02	c	0.97	0.98	2.15	5.89	0.92	0.83	0.79	4.96	11.0	6.0	40.24	6e-05	Not Specified	863.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c1
2.69	2.568962	2.128753	1.134326	0.332736 : 0.341994 : 0.325270 : 0.003508 : -0.012073 : -0.002005	6.0	0.008505	ATRM	0.349303 : 74.6 : -26.9	0.331754 : 347.5 : 5.7	0.318944 : 88.6 : 62.4	This study	Critical F: 3.1059									hz11c1;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz11c2	Archeologic	Ceramic	5.86e-05	0.01	c	1.0	0.98	2.29	6.84	0.86	0.75	0.77	4.58	9.0	6.0	51.97	6e-05	Not Specified	863.0	573.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c2
2.51	0.358939	0.119219	0.349629	0.337015 : 0.330625 : 0.332360 : 0.006281 : 0.003311 : -0.004687	6.0	0.013625	ATRM	0.341567 : 25.2 : -17.1	0.334913 : 91.1 : 53.1	0.323520 : 126.1 : -31.6	This study	Critical F: 3.1059									hz11c2;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c2
											This study											Archeologic	Ceramic																Not Specified						hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz11c4	Archeologic	Ceramic	6.3e-05	0.02	c	0.97	0.97	1.02	5.81	0.9	0.79	0.8	3.63	10.0	6.0	30.35	6e-05	Not Specified	863.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c4
1.57	2.386633	0.69041	2.476729	0.340801 : 0.328682 : 0.330517 : -0.003089 : -0.011405 : -0.011219	6.0	0.010163	ATRM	0.348835 : 16.6 : -37.4	0.336892 : 305.7 : 23.1	0.314272 : 59.7 : 43.7	This study	Critical F: 3.1059									hz11c4;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c4
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz11c5	Archeologic	Ceramic	6.17e-05	0.01	c	0.96	0.97	1.35	2.74	0.81	0.77	0.76	4.27	8.0	5.0	44.55	6e-05	Not Specified	833.0	573.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c5
1.53	0.350036	0.012227	0.561193	0.338065 : 0.340086 : 0.321849 : 0.000586 : 0.000928 : 0.000024	6.0	0.015204	ATRM	0.340288 : 255.2 : -2.8	0.337910 : 345.2 : -0.8	0.321802 : 270.4 : 87.1	This study	Critical F: 3.1059									hz11c5;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c5
											This study											Archeologic	Ceramic																Not Specified						hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c6
											This study											Archeologic	Ceramic																Not Specified						hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c7
											This study											Archeologic	Ceramic																Not Specified						hz11c	pmagpy-3.4.1: thellier_gui.v.3.0	hz11c8
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13a1	Archeologic	Ceramic	7.099999999999999e-05	0.02	c	0.89	0.96	2.09	6.02	0.75	0.72	0.89	4.66	11.0	5.0	31.22	6e-05	Not Specified	803.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a1
2.87	1.210374	0.742962	0.770086	0.356918 : 0.318160 : 0.324921 : -0.012327 : 0.012130 : 0.015455	6.0	0.025276	ATRM	0.364330 : 349.9 : 18.4	0.333519 : 100.5 : 46.7	0.302151 : 245.1 : 37.6	This study	Critical F: 3.1059									hz13a1;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13a2	Archeologic	Ceramic	6.63e-05	0.02	c	0.95	0.96	0.41	10.3	0.8	0.8	0.89	2.94	11.0	5.0	38.55	6e-05	Not Specified	803.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a2
3.6	1.754849	1.18432	1.01148	0.341264 : 0.333262 : 0.325474 : -0.009288 : -0.021432 : 0.008597	6.0	0.017631	ATRM	0.359782 : 311.9 : 32.3	0.332647 : 208.4 : 20.2	0.307571 : 91.9 : 50.5	This study	Critical F: 3.1059									hz13a2;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13a3	Archeologic	Ceramic	6.43e-05	0.03	c	1.03	0.95	3.17	12.07	0.78	0.77	0.9	3.14	12.0	5.0	27.61	6e-05	Not Specified	803.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a3
2.73	2.510922	2.5124	0.788283	0.323209 : 0.335077 : 0.341714 : 0.014379 : -0.018794 : -0.002422	6.0	0.014432	ATRM	0.360941 : 245.9 : 43.3	0.328590 : 28.1 : 39.9	0.310469 : 135.8 : 20.0	This study	Critical F: 3.1059									hz13a3;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13a4	Archeologic	Ceramic	7.06e-05	0.03	c	0.85	0.95	2.04	12.77	0.77	0.77	0.89	2.64	10.0	5.0	20.26	6e-05	Not Specified	833.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a4
2.67	32.937693	42.914541	4.676594	0.340058 : 0.352854 : 0.307088 : -0.029982 : -0.000334 : -0.010330	6.0	0.006162	ATRM	0.377673 : 129.7 : 5.1	0.320586 : 42.6 : -30.1	0.301741 : 30.9 : 59.4	This study	Critical F: 3.1059									hz13a4;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a4
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13a5	Archeologic	Ceramic	6.51e-05	0.04	c	0.97	0.95	2.01	6.33	0.93	0.91	0.91	3.62	14.0	6.0	23.54	6e-05	Not Specified	863.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a5
1.09	16.789533	11.113708	9.884773	0.332392 : 0.324637 : 0.342971 : -0.001878 : -0.029368 : -0.003397	6.0	0.006771	ATRM	0.364651 : 265.1 : 53.7	0.332728 : 172.8 : 1.7	0.302621 : 261.6 : -36.2	This study	Critical F: 3.1059									hz13a5;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a5
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13a6	Archeologic	Ceramic	7.15e-05	0.03	c	0.88	0.95	0.93	8.65	0.78	0.8	0.89	1.32	10.0	5.0	26.32	6e-05	Not Specified	833.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a6
2.21	6.851461	3.579311	5.025342	0.355733 : 0.333628 : 0.310640 : -0.008238 : 0.006629 : 0.017142	6.0	0.010331	ATRM	0.362679 : 347.9 : 16.5	0.335037 : 83.8 : 19.1	0.302284 : 219.9 : 64.3	This study	Critical F: 3.1059									hz13a6;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a6
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13a7	Archeologic	Ceramic	6.47e-05	0.03	c	0.98	0.95	3.28	2.44	0.79	0.77	0.9	4.21	12.0	5.0	25.1	6e-05	Not Specified	803.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a7
1.12	13.170285	6.620161	9.95572	0.331089 : 0.324474 : 0.344437 : 0.009781 : 0.027807 : -0.006266	6.0	0.007839	ATRM	0.364008 : 88.4 : 54.7	0.335485 : 16.7 : -12.6	0.300507 : 114.8 : -32.4	This study	Critical F: 3.1059									hz13a7;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	hz13a	pmagpy-3.4.1: thellier_gui.v.3.0	hz13a7
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13b1	Archeologic	Ceramic	5.820000000000001e-05	0.02	c	0.92	1.0	1.52	2.61	0.81	0.8	0.88	2.14	10.0	6.0	46.74	6e-05	Not Specified	863.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13b	pmagpy-3.4.1: thellier_gui.v.3.0	hz13b1
1.67	0.945383	0.965512	0.283728	0.351833 : 0.323924 : 0.324243 : -0.010076 : 0.006315 : 0.002335	6.0	0.018479	ATRM	0.355093 : 342.2 : 0.5	0.329414 : 72.9 : 52.4	0.315493 : 251.8 : 37.6	This study	Critical F: 3.1059									hz13b1;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz13b	pmagpy-3.4.1: thellier_gui.v.3.0	hz13b1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13b2	Archeologic	Ceramic	5.19e-05	0.02	c	1.06	1.01	2.4	3.84	0.84	0.84	0.89	4.36	12.0	5.0	30.34	6e-05	Not Specified	803.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13b	pmagpy-3.4.1: thellier_gui.v.3.0	hz13b2
0.73	1.566506	1.674521	0.421985	0.328434 : 0.316746 : 0.354820 : -0.009472 : 0.011650 : -0.008759	6.0	0.018671	ATRM	0.361829 : 136.9 : 64.0	0.327661 : 340.2 : 24.2	0.310509 : 246.1 : 9.1	This study	Critical F: 3.1059									hz13b2;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz13b	pmagpy-3.4.1: thellier_gui.v.3.0	hz13b2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13b3	Archeologic	Ceramic	5.56e-05	0.03	c	0.99	1.02	2.73	8.14	0.78	0.79	0.89	4.83	11.0	5.0	22.38	6e-05	Not Specified	803.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13b	pmagpy-3.4.1: thellier_gui.v.3.0	hz13b3
1.84	2.209997	2.065336	0.796244	0.313520 : 0.360101 : 0.326379 : 0.004672 : 0.009320 : -0.008072	6.0	0.016505	ATRM	0.362639 : 86.9 : 13.7	0.329095 : 20.1 : -58.2	0.308267 : 169.4 : -28.1	This study	Critical F: 3.1059									hz13b3;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz13b	pmagpy-3.4.1: thellier_gui.v.3.0	hz13b3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13b4	Archeologic	Ceramic	5.85e-05	0.03	c	0.95	1.01	2.59	4.28	0.89	0.87	0.9	4.48	12.0	5.0	23.32	6e-05	Not Specified	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13b	pmagpy-3.4.1: thellier_gui.v.3.0	hz13b4
2.11	14.349522	17.402877	2.676988	0.319490 : 0.349851 : 0.330659 : -0.009977 : 0.010555 : -0.000159	6.0	0.004991	ATRM	0.356812 : 105.1 : 21.4	0.327368 : 320.2 : 64.4	0.315820 : 20.4 : -13.4	This study	Critical F: 3.1059									hz13b4;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	hz13b	pmagpy-3.4.1: thellier_gui.v.3.0	hz13b4
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13b5	Archeologic	Ceramic	5.62e-05	0.04	c	0.96	1.02	2.72	4.31	0.82	0.81	0.89	2.64	10.0	5.0	19.37	6e-05	Not Specified	803.0	423.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13b	pmagpy-3.4.1: thellier_gui.v.3.0	hz13b5
2.32	2.934139	4.21622	0.253084	0.349500 : 0.324621 : 0.325879 : 0.001390 : 0.002566 : -0.012109	6.0	0.00979	ATRM	0.354608 : 180.6 : 22.8	0.326179 : 78.7 : 26.1	0.319213 : 126.1 : -54.1	This study	Critical F: 3.1059									hz13b5;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	hz13b	pmagpy-3.4.1: thellier_gui.v.3.0	hz13b5
											This study											Archeologic	Ceramic																Not Specified						hz13c	pmagpy-3.4.1: thellier_gui.v.3.0	hz13c1
											This study											Archeologic	Ceramic																Not Specified						hz13c	pmagpy-3.4.1: thellier_gui.v.3.0	hz13c2
											This study											Archeologic	Ceramic																Not Specified						hz13c	pmagpy-3.4.1: thellier_gui.v.3.0	hz13c3
											This study											Archeologic	Ceramic																Not Specified						hz13d	pmagpy-3.4.1: thellier_gui.v.3.0	hz13d1
											This study											Archeologic	Ceramic																Not Specified						hz13d	pmagpy-3.4.1: thellier_gui.v.3.0	hz13d2
											This study											Archeologic	Ceramic																Not Specified						hz13d	pmagpy-3.4.1: thellier_gui.v.3.0	hz13d3
