tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	external_database_ids	instrument_codes	magn_moment	magn_volume	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
This study	NRM:: average of multiple measurements	64.3	82.3	-17.6	999-U999A-1H-3-A-100.0_LP-DIR-AF	LORE[112708611]	IODP-SRM	7.251e-11	1.7388e-06	8.0	2.730e+02	999-U999A-1H-3-A-100.0_LP-DIR-AF-395	LT-NO:DE-VM:LP-DIR-AF	g	394	pmagpy-4.2.25-1	999-U999A-1H-3-A-100.0	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	32.5	347.7	-54.1	999-U999A-1H-3-A-100.0_LP-DIR-AF	LORE[112720581]	IODP-SRM:IODP-SRM-AF	1.431e-10	1.2474e-06	2.0	2.730e+02	999-U999A-1H-3-A-100.0_LP-DIR-AF-396	LT-AF-Z:DE-VM:LP-DIR-AF	g	395	pmagpy-4.2.25-1	999-U999A-1H-3-A-100.0	u	2019-01-30T19:48:04Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	51.4	17.5	23.1	999-U999A-1H-3-A-100.0_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.828e-10	6.7621e-07	8.0	2.730e+02	999-U999A-1H-3-A-100.0_LP-DIR-AF-397	LT-AF-Z:DE-VM:LP-DIR-AF	g	396	pmagpy-4.2.25-1	999-U999A-1H-3-A-100.0	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	13.3	12.8	-76.9	999-U999A-1H-3-A-100.0_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	8.869e-11	1.6574e-06	2.0	2.730e+02	999-U999A-1H-3-A-100.0_LP-DIR-AF-398	LT-AF-Z:DE-VM:LP-DIR-AF	g	397	pmagpy-4.2.25-1	999-U999A-1H-3-A-100.0	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	72.1	62.2	-14.5	999-U999A-1H-3-A-100.0_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	4.871e-11	2.3382e-06	8.0	2.730e+02	999-U999A-1H-3-A-100.0_LP-DIR-AF-399	LT-AF-Z:DE-VM:LP-DIR-AF	g	398	pmagpy-4.2.25-1	999-U999A-1H-3-A-100.0	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	60.2	44.8	11.9	999-U999A-1H-3-A-102.5_LP-DIR-AF	LORE[112708611]	IODP-SRM	8.557e-11	1.1986e-06	8.0	2.730e+02	999-U999A-1H-3-A-102.5_LP-DIR-AF-400	LT-NO:DE-VM:LP-DIR-AF	g	399	pmagpy-4.2.25-1	999-U999A-1H-3-A-102.5	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	29.9	357.4	-22.0	999-U999A-1H-3-A-102.5_LP-DIR-AF	LORE[112720581]	IODP-SRM:IODP-SRM-AF	2.389e-10	1.2249e-06	2.0	2.730e+02	999-U999A-1H-3-A-102.5_LP-DIR-AF-401	LT-AF-Z:DE-VM:LP-DIR-AF	g	400	pmagpy-4.2.25-1	999-U999A-1H-3-A-102.5	u	2019-01-30T19:48:04Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	51.5	34.7	24.3	999-U999A-1H-3-A-102.5_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	2.423e-10	7.1823e-07	8.0	2.730e+02	999-U999A-1H-3-A-102.5_LP-DIR-AF-402	LT-AF-Z:DE-VM:LP-DIR-AF	g	401	pmagpy-4.2.25-1	999-U999A-1H-3-A-102.5	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	12.4	336.0	-45.0	999-U999A-1H-3-A-102.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	1.908e-10	1.9871e-06	2.0	2.730e+02	999-U999A-1H-3-A-102.5_LP-DIR-AF-403	LT-AF-Z:DE-VM:LP-DIR-AF	g	402	pmagpy-4.2.25-1	999-U999A-1H-3-A-102.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	69.4	49.3	22.4	999-U999A-1H-3-A-102.5_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	9.840e-11	2.0794e-06	8.0	2.730e+02	999-U999A-1H-3-A-102.5_LP-DIR-AF-404	LT-AF-Z:DE-VM:LP-DIR-AF	g	403	pmagpy-4.2.25-1	999-U999A-1H-3-A-102.5	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	67.0	66.6	57.9	999-U999A-1H-3-A-105.0_LP-DIR-AF	LORE[112708611]	IODP-SRM	6.269e-11	9.7769e-07	8.0	2.730e+02	999-U999A-1H-3-A-105.0_LP-DIR-AF-405	LT-NO:DE-VM:LP-DIR-AF	g	404	pmagpy-4.2.25-1	999-U999A-1H-3-A-105.0	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	52.8	353.1	-36.2	999-U999A-1H-3-A-105.0_LP-DIR-AF	LORE[112720581]	IODP-SRM:IODP-SRM-AF	2.503e-10	1.0362000000000001e-06	2.0	2.730e+02	999-U999A-1H-3-A-105.0_LP-DIR-AF-406	LT-AF-Z:DE-VM:LP-DIR-AF	g	405	pmagpy-4.2.25-1	999-U999A-1H-3-A-105.0	u	2019-01-30T19:48:04Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	66.6	84.7	49.4	999-U999A-1H-3-A-105.0_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.495e-10	8.7631e-07	8.0	2.730e+02	999-U999A-1H-3-A-105.0_LP-DIR-AF-407	LT-AF-Z:DE-VM:LP-DIR-AF	g	406	pmagpy-4.2.25-1	999-U999A-1H-3-A-105.0	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	20.2	313.8	-33.9	999-U999A-1H-3-A-105.0_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	2.076e-10	1.9403e-06	2.0	2.730e+02	999-U999A-1H-3-A-105.0_LP-DIR-AF-408	LT-AF-Z:DE-VM:LP-DIR-AF	g	407	pmagpy-4.2.25-1	999-U999A-1H-3-A-105.0	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	61.2	179.3	27.1	999-U999A-1H-3-A-105.0_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.191e-10	1.7278e-06	8.0	2.730e+02	999-U999A-1H-3-A-105.0_LP-DIR-AF-409	LT-AF-Z:DE-VM:LP-DIR-AF	g	408	pmagpy-4.2.25-1	999-U999A-1H-3-A-105.0	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	61.7	194.9	26.8	999-U999A-1H-3-A-107.5_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.446e-10	1.5277e-06	8.0	2.730e+02	999-U999A-1H-3-A-107.5_LP-DIR-AF-410	LT-NO:DE-VM:LP-DIR-AF	g	409	pmagpy-4.2.25-1	999-U999A-1H-3-A-107.5	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	59.7	335.4	-35.4	999-U999A-1H-3-A-107.5_LP-DIR-AF	LORE[112720581]	IODP-SRM:IODP-SRM-AF	1.850e-10	7.014399999999999e-07	2.0	2.730e+02	999-U999A-1H-3-A-107.5_LP-DIR-AF-411	LT-AF-Z:DE-VM:LP-DIR-AF	g	410	pmagpy-4.2.25-1	999-U999A-1H-3-A-107.5	u	2019-01-30T19:48:04Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	65.6	215.3	47.9	999-U999A-1H-3-A-107.5_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.066e-10	1.4146e-06	8.0	2.730e+02	999-U999A-1H-3-A-107.5_LP-DIR-AF-412	LT-AF-Z:DE-VM:LP-DIR-AF	g	411	pmagpy-4.2.25-1	999-U999A-1H-3-A-107.5	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	31.4	317.9	-31.3	999-U999A-1H-3-A-107.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	1.788e-10	1.1553e-06	2.0	2.730e+02	999-U999A-1H-3-A-107.5_LP-DIR-AF-413	LT-AF-Z:DE-VM:LP-DIR-AF	g	412	pmagpy-4.2.25-1	999-U999A-1H-3-A-107.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	48.5	193.2	18.3	999-U999A-1H-3-A-107.5_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.849e-10	1.1291e-06	8.0	2.730e+02	999-U999A-1H-3-A-107.5_LP-DIR-AF-414	LT-AF-Z:DE-VM:LP-DIR-AF	g	413	pmagpy-4.2.25-1	999-U999A-1H-3-A-107.5	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	63.4	220.6	53.1	999-U999A-1H-3-A-110.0_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.793e-10	1.2857e-06	8.0	2.730e+02	999-U999A-1H-3-A-110.0_LP-DIR-AF-415	LT-NO:DE-VM:LP-DIR-AF	g	414	pmagpy-4.2.25-1	999-U999A-1H-3-A-110.0	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	36.7	332.9	-38.9	999-U999A-1H-3-A-110.0_LP-DIR-AF	LORE[112720581]	IODP-SRM:IODP-SRM-AF	2.046e-10	4.6903999999999997e-07	2.0	2.730e+02	999-U999A-1H-3-A-110.0_LP-DIR-AF-416	LT-AF-Z:DE-VM:LP-DIR-AF	g	415	pmagpy-4.2.25-1	999-U999A-1H-3-A-110.0	u	2019-01-30T19:48:04Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	43.0	318.5	45.3	999-U999A-1H-3-A-110.0_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	2.070e-10	1.8402000000000002e-06	8.0	2.730e+02	999-U999A-1H-3-A-110.0_LP-DIR-AF-417	LT-AF-Z:DE-VM:LP-DIR-AF	g	416	pmagpy-4.2.25-1	999-U999A-1H-3-A-110.0	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	28.5	352.1	-27.8	999-U999A-1H-3-A-110.0_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	2.090e-10	8.9345e-07	2.0	2.730e+02	999-U999A-1H-3-A-110.0_LP-DIR-AF-418	LT-AF-Z:DE-VM:LP-DIR-AF	g	417	pmagpy-4.2.25-1	999-U999A-1H-3-A-110.0	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	70.2	203.5	47.8	999-U999A-1H-3-A-110.0_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.112e-10	7.822e-07	8.0	2.730e+02	999-U999A-1H-3-A-110.0_LP-DIR-AF-419	LT-AF-Z:DE-VM:LP-DIR-AF	g	418	pmagpy-4.2.25-1	999-U999A-1H-3-A-110.0	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	54.9	17.4	29.1	999-U999A-1H-3-A-112.5_LP-DIR-AF	LORE[112708611]	IODP-SRM	2.241e-10	1.8840999999999999e-06	8.0	2.730e+02	999-U999A-1H-3-A-112.5_LP-DIR-AF-420	LT-NO:DE-VM:LP-DIR-AF	g	419	pmagpy-4.2.25-1	999-U999A-1H-3-A-112.5	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	8.2	329.6	-15.0	999-U999A-1H-3-A-112.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	1.674e-10	9.287e-07	2.0	2.730e+02	999-U999A-1H-3-A-112.5_LP-DIR-AF-421	LT-AF-Z:DE-VM:LP-DIR-AF	g	420	pmagpy-4.2.25-1	999-U999A-1H-3-A-112.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	43.1	349.4	37.5	999-U999A-1H-3-A-112.5_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	2.150e-10	1.7705e-06	8.0	2.730e+02	999-U999A-1H-3-A-112.5_LP-DIR-AF-422	LT-AF-Z:DE-VM:LP-DIR-AF	g	421	pmagpy-4.2.25-1	999-U999A-1H-3-A-112.5	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	61.8	301.2	-53.5	999-U999A-1H-3-A-112.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	1.628e-10	4.6141000000000005e-07	2.0	2.730e+02	999-U999A-1H-3-A-112.5_LP-DIR-AF-423	LT-AF-Z:DE-VM:LP-DIR-AF	g	422	pmagpy-4.2.25-1	999-U999A-1H-3-A-112.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	59.8	97.8	53.6	999-U999A-1H-3-A-112.5_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.773e-10	1.8406e-06	8.0	2.730e+02	999-U999A-1H-3-A-112.5_LP-DIR-AF-424	LT-AF-Z:DE-VM:LP-DIR-AF	g	423	pmagpy-4.2.25-1	999-U999A-1H-3-A-112.5	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	42.9	19.5	7.4	999-U999A-1H-3-A-115.0_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.810e-10	2.4313e-06	8.0	2.730e+02	999-U999A-1H-3-A-115.0_LP-DIR-AF-425	LT-NO:DE-VM:LP-DIR-AF	g	424	pmagpy-4.2.25-1	999-U999A-1H-3-A-115.0	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	47.1	296.3	-39.4	999-U999A-1H-3-A-115.0_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	9.723e-11	7.318999999999999e-07	2.0	2.730e+02	999-U999A-1H-3-A-115.0_LP-DIR-AF-426	LT-AF-Z:DE-VM:LP-DIR-AF	g	425	pmagpy-4.2.25-1	999-U999A-1H-3-A-115.0	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	48.8	3.1	30.3	999-U999A-1H-3-A-115.0_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.290e-10	1.3741e-06	8.0	2.730e+02	999-U999A-1H-3-A-115.0_LP-DIR-AF-427	LT-AF-Z:DE-VM:LP-DIR-AF	g	426	pmagpy-4.2.25-1	999-U999A-1H-3-A-115.0	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	57.6	216.6	-32.2	999-U999A-1H-3-A-115.0_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	2.209e-10	6.2407e-07	2.0	2.730e+02	999-U999A-1H-3-A-115.0_LP-DIR-AF-428	LT-AF-Z:DE-VM:LP-DIR-AF	g	427	pmagpy-4.2.25-1	999-U999A-1H-3-A-115.0	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	60.6	105.5	-6.0	999-U999A-1H-3-A-115.0_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.416e-10	6.4854e-06	8.0	2.730e+02	999-U999A-1H-3-A-115.0_LP-DIR-AF-429	LT-AF-Z:DE-VM:LP-DIR-AF	g	428	pmagpy-4.2.25-1	999-U999A-1H-3-A-115.0	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	59.1	76.2	-30.2	999-U999A-1H-3-A-117.5_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.323e-10	1.7611000000000002e-06	8.0	2.730e+02	999-U999A-1H-3-A-117.5_LP-DIR-AF-430	LT-NO:DE-VM:LP-DIR-AF	g	429	pmagpy-4.2.25-1	999-U999A-1H-3-A-117.5	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	80.9	162.7	-43.6	999-U999A-1H-3-A-117.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	1.987e-10	5.2044e-07	2.0	2.730e+02	999-U999A-1H-3-A-117.5_LP-DIR-AF-431	LT-AF-Z:DE-VM:LP-DIR-AF	g	430	pmagpy-4.2.25-1	999-U999A-1H-3-A-117.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	63.1	26.5	32.0	999-U999A-1H-3-A-117.5_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	9.166e-11	6.2691e-07	8.0	2.730e+02	999-U999A-1H-3-A-117.5_LP-DIR-AF-432	LT-AF-Z:DE-VM:LP-DIR-AF	g	431	pmagpy-4.2.25-1	999-U999A-1H-3-A-117.5	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	50.2	200.9	-31.1	999-U999A-1H-3-A-117.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	4.370e-10	6.008e-07	2.0	2.730e+02	999-U999A-1H-3-A-117.5_LP-DIR-AF-433	LT-AF-Z:DE-VM:LP-DIR-AF	g	432	pmagpy-4.2.25-1	999-U999A-1H-3-A-117.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	54.2	111.8	-36.8	999-U999A-1H-3-A-117.5_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.783e-10	8.809e-06	8.0	2.730e+02	999-U999A-1H-3-A-117.5_LP-DIR-AF-434	LT-AF-Z:DE-VM:LP-DIR-AF	g	433	pmagpy-4.2.25-1	999-U999A-1H-3-A-117.5	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	55.9	264.5	36.6	999-U999A-1H-3-A-12.5_LP-DIR-AF	LORE[112708431]	IODP-SRM	1.143e-07	0.005181100000000001	13.0	2.730e+02	999-U999A-1H-3-A-12.5_LP-DIR-AF-435	LT-NO:DE-VM:LP-DIR-AF	g	434	pmagpy-4.2.25-1	999-U999A-1H-3-A-12.5	u	2019-01-25T02:46:53Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	78.5	318.5	-2.8	999-U999A-1H-3-A-12.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	1.686e-10	5.7525e-07	3.0	2.730e+02	999-U999A-1H-3-A-12.5_LP-DIR-AF-436	LT-AF-Z:DE-VM:LP-DIR-AF	g	435	pmagpy-4.2.25-1	999-U999A-1H-3-A-12.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	50.7	262.9	37.0	999-U999A-1H-3-A-12.5_LP-DIR-AF	LORE[112708621]	IODP-SRM:IODP-SRM-AF	8.425e-08	1.4174000000000002e-06	18.0	2.730e+02	999-U999A-1H-3-A-12.5_LP-DIR-AF-437	LT-AF-Z:DE-VM:LP-DIR-AF	g	436	pmagpy-4.2.25-1	999-U999A-1H-3-A-12.5	u	2019-01-25T04:28:35Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	57.1	315.9	76.8	999-U999A-1H-3-A-12.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	6.338e-10	1.1504e-06	8.0	2.730e+02	999-U999A-1H-3-A-12.5_LP-DIR-AF-438	LT-AF-Z:DE-VM:LP-DIR-AF	g	437	pmagpy-4.2.25-1	999-U999A-1H-3-A-12.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	59.1	262.4	36.3	999-U999A-1H-3-A-12.5_LP-DIR-AF	LORE[113370071]	IODP-SRM:IODP-SRM-AF	5.604e-08	9.812999999999999e-06	13.0	2.730e+02	999-U999A-1H-3-A-12.5_LP-DIR-AF-439	LT-AF-Z:DE-VM:LP-DIR-AF	g	438	pmagpy-4.2.25-1	999-U999A-1H-3-A-12.5	u	2019-03-18T14:27:37Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	49.8	47.5	-1.8	999-U999A-1H-3-A-120.0_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.522e-10	1.8015e-06	8.0	2.730e+02	999-U999A-1H-3-A-120.0_LP-DIR-AF-440	LT-NO:DE-VM:LP-DIR-AF	g	439	pmagpy-4.2.25-1	999-U999A-1H-3-A-120.0	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	82.0	113.3	-41.4	999-U999A-1H-3-A-120.0_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	4.248e-10	1.1054e-06	2.0	2.730e+02	999-U999A-1H-3-A-120.0_LP-DIR-AF-441	LT-AF-Z:DE-VM:LP-DIR-AF	g	440	pmagpy-4.2.25-1	999-U999A-1H-3-A-120.0	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	57.7	38.5	36.1	999-U999A-1H-3-A-120.0_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.036e-10	7.1668e-07	8.0	2.730e+02	999-U999A-1H-3-A-120.0_LP-DIR-AF-442	LT-AF-Z:DE-VM:LP-DIR-AF	g	441	pmagpy-4.2.25-1	999-U999A-1H-3-A-120.0	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	76.2	249.5	-58.5	999-U999A-1H-3-A-120.0_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	4.926e-10	1.3328e-06	2.0	2.730e+02	999-U999A-1H-3-A-120.0_LP-DIR-AF-443	LT-AF-Z:DE-VM:LP-DIR-AF	g	442	pmagpy-4.2.25-1	999-U999A-1H-3-A-120.0	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	42.6	74.1	-31.4	999-U999A-1H-3-A-120.0_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	2.819e-10	9.592e-06	8.0	2.730e+02	999-U999A-1H-3-A-120.0_LP-DIR-AF-444	LT-AF-Z:DE-VM:LP-DIR-AF	g	443	pmagpy-4.2.25-1	999-U999A-1H-3-A-120.0	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	36.9	47.9	12.8	999-U999A-1H-3-A-122.5_LP-DIR-AF	LORE[112708611]	IODP-SRM	2.293e-10	1.5576e-06	8.0	2.730e+02	999-U999A-1H-3-A-122.5_LP-DIR-AF-445	LT-NO:DE-VM:LP-DIR-AF	g	444	pmagpy-4.2.25-1	999-U999A-1H-3-A-122.5	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	63.4	68.6	-42.4	999-U999A-1H-3-A-122.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	5.859e-10	1.5175999999999999e-06	2.0	2.730e+02	999-U999A-1H-3-A-122.5_LP-DIR-AF-446	LT-AF-Z:DE-VM:LP-DIR-AF	g	445	pmagpy-4.2.25-1	999-U999A-1H-3-A-122.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	50.2	7.3	39.7	999-U999A-1H-3-A-122.5_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.905e-10	1.2442e-06	8.0	2.730e+02	999-U999A-1H-3-A-122.5_LP-DIR-AF-447	LT-AF-Z:DE-VM:LP-DIR-AF	g	446	pmagpy-4.2.25-1	999-U999A-1H-3-A-122.5	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	73.6	343.1	-53.3	999-U999A-1H-3-A-122.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	5.033e-10	3.8648e-06	2.0	2.730e+02	999-U999A-1H-3-A-122.5_LP-DIR-AF-448	LT-AF-Z:DE-VM:LP-DIR-AF	g	447	pmagpy-4.2.25-1	999-U999A-1H-3-A-122.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	36.5	67.5	-19.3	999-U999A-1H-3-A-122.5_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	2.940e-10	9.0126e-06	8.0	2.730e+02	999-U999A-1H-3-A-122.5_LP-DIR-AF-449	LT-AF-Z:DE-VM:LP-DIR-AF	g	448	pmagpy-4.2.25-1	999-U999A-1H-3-A-122.5	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	38.1	66.8	16.3	999-U999A-1H-3-A-125.0_LP-DIR-AF	LORE[112708611]	IODP-SRM	2.515e-10	1.6177000000000002e-06	8.0	2.730e+02	999-U999A-1H-3-A-125.0_LP-DIR-AF-450	LT-NO:DE-VM:LP-DIR-AF	g	449	pmagpy-4.2.25-1	999-U999A-1H-3-A-125.0	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	45.3	42.8	-19.1	999-U999A-1H-3-A-125.0_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	5.369e-10	3.9853e-06	2.0	2.730e+02	999-U999A-1H-3-A-125.0_LP-DIR-AF-451	LT-AF-Z:DE-VM:LP-DIR-AF	g	450	pmagpy-4.2.25-1	999-U999A-1H-3-A-125.0	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
