tab 	specimens
analyst_names	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_mean	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	experiment_names	geologic_classes	geologic_types	hyst_bc	hyst_bcr	hyst_mr_moment	hyst_ms_moment	int_abs	int_b	int_b_beta	int_b_sigma	int_corr	int_dang	int_drats	int_f	int_fvds	int_gamma	int_mad_free	int_md	int_n_measurements	int_n_ptrm	int_q	int_rsc	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	sample	software_packages	specimen
@ltauxe														This study			A	263.4	71.9	1.2	11	0	mc157a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc157a	pmagpy-2.58	mc157a2
@ltauxe														This study			A	145.3	13.4	7.7	13	0	mc157b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc157b	pmagpy-2.58	mc157b1
@ltauxe														This study			A	267.6	73.9	1.9	11	0	mc157b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc157b	pmagpy-2.58	mc157b2
@ltauxe														This study				178.3	31			-1	mc157c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.0226e-05	-0.809	0.096	0.078	u	2.9	22.2	0.857	0.735	1.6	3.3	-1	12	5	7.9	0.9096	2.5e-05	Basalt	823	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc157c	pmagpy-2.60	mc157c2
@ltauxe														This study			A	264.7	70.9	4.2	9	0	mc157c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	773	273	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc157c	pmagpy-2.58	mc157c2
@ltauxe														This study			A	307.8	72.1	3.4	11	0	mc157e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	473	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc157e	pmagpy-2.58	mc157e2
@ltauxe														This study			A	235.7	57.7	1.2	11	0	mc157f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc157f	pmagpy-2.58	mc157f1
@ltauxe														This study			A	256.9	70.8	0.9	12	0	mc157j1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc157j	pmagpy-2.58	mc157j1
@ltauxe														This study			A	265.9	69.3	0.8	13	0	mc157k1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc157k	pmagpy-2.58	mc157k1
@ltauxe														This study				359.3	77.4			-1	mc158a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					4.6788e-06	-0.187	0.223	0.042	u	1.3	1.3	0.592	0.264	0.5	9.6	-1	7	5	1.8	0.7673	2.5e-05	Basalt	823	673	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc158a	pmagpy-2.60	mc158a1
@ltauxe														This study			A	132.6	0.4	4.8	13	0	mc158a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc158a	pmagpy-2.58	mc158a1
@ltauxe														This study			A	300.5	19.5	7.9	13	0	mc158b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc158b	pmagpy-2.58	mc158b1
@ltauxe														This study				317.3	57.5			-1	mc158b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					4.5188e-06	-0.181	0.086	0.015	u	8.9	7.3	0.769	0.391	1.1	10.3	-1	12	5	7.2	0.9279	2.5e-05	Basalt	823	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc158b	pmagpy-2.60	mc158b1
@ltauxe														This study			A	41.3	43.2	2.8	13	0	mc158b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc158b	pmagpy-2.58	mc158b2
@ltauxe														This study			A	47.8	43.6	2.7	10	0	mc158c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.02	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc158c	pmagpy-2.58	mc158c1
@ltauxe														This study			A	49.4	44.1	3.6	11	0	mc158d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc158d	pmagpy-2.58	mc158d1
@ltauxe														This study			A	52.5	42.8	4.3	13	0	mc158f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc158f	pmagpy-2.58	mc158f1
@ltauxe														This study			A	48.3	41.7	2	11	0	mc158h1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc158h	pmagpy-2.58	mc158h1
@jsteindorf	4	1.2	4.1	0.306525 : 0.3528 : 0.340675 : 0.009366 : -0.006129 : -0.000524	0.000004565	9	0.011795	Am^2	-1	AARM	0.356927 : 259.3 : 20.6 : eta/zeta : 1.1 : 168.9 : 16.6 : 69.3 : 76 : 40	0.338385 : 76 : 69.3 : eta/zeta : 1.1 : 168.9 : 24.8 : 20.6 : 259.3 : 40	0.304689 : 168.9 : 1.1 : eta/zeta : 69.3 : 76 : 24.8 : 20.6 : 259.3 : 16.6	This study	mc15a, Hext statistics adapted to AARM.								mc15a : AARM	Igneous : Extrusive	Lava Flow																						Basalt				LP-AN-ARM : AE-H	mc15a	pmagpy-2.58	mc15a
@ltauxe														This study			A	190.6	83.4	1.3	5	0	mc15a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	673	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc15a	pmagpy-2.58	mc15a
@ltauxe														This study				174.4	70.8			-1	mc15a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow					2.4686e-05	-0.61	0.023	0.014	c	1.6	22.1	0.902	0.87	2.5	2.6	-1	14	7	35.8	0.9938	4e-05	Basalt	853	273	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT : DA-AC-AARM : DE-BFL	mc15a	pmagpy-2.60	mc15a
@jsteindorf	1.3	0.8	0.8	0.322748 : 0.354366 : 0.322886 : 0.012873 : -0.001984 : -0.015184	0.000004834	9	0.020903	Am^2	-1	AARM	0.360406 : 246.5 : 11.8 : eta/zeta : 40.9 : 347 : 27 : 46.7 : 143.7 : 45.4	0.333299 : 143.7 : 46.7 : eta/zeta : 11.8 : 246.5 : 45.4 : 40.9 : 347 : 45.6	0.306295 : 347 : 40.9 : eta/zeta : 11.8 : 246.5 : 27 : 46.7 : 143.7 : 45.6	This study	mc15b, Hext statistics adapted to AARM.								mc15b : AARM	Igneous : Extrusive	Lava Flow																						Basalt				LP-AN-ARM : AE-H	mc15b	pmagpy-2.58	mc15b
@ltauxe														This study			A	158.2	83.2	1.3	14	0	mc15b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow									u													Basalt	863	373	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc15b	pmagpy-2.58	mc15b
@ltauxe														This study				182.7	63.9			-1	mc15b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow					2.7087e-05	-0.703	0.024	0.017	c	0.9	5.3	0.861	0.859	6.2	1.4	-1	13	6	31.7	0.9938	4e-05	Basalt	853	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT : DA-AC-AARM : DE-BFL	mc15b	pmagpy-2.60	mc15b
@jsteindorf	3.1	1.1	2.9	0.324786 : 0.344474 : 0.33074 : -0.026766 : -0.016012 : -0.011082	0.000003222	9	0.017693	Am^2	-1	AARM	0.364774 : 300.6 : 13.4 : eta/zeta : 28.3 : 38 : 18.8 : 58.1 : 188.1 : 42.1	0.33897 : 188.1 : 58.1 : eta/zeta : 28.3 : 38 : 28.6 : 13.4 : 300.6 : 42.1	0.296255 : 38 : 28.3 : eta/zeta : 58.1 : 188.1 : 28.6 : 13.4 : 300.6 : 18.8	This study	mc15c, Hext statistics adapted to AARM.								mc15c : AARM	Igneous : Extrusive	Lava Flow																						Basalt				LP-AN-ARM : AE-H	mc15c	pmagpy-2.58	mc15c
@ltauxe														This study				178	47.3			-1	mc15c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow					3.0927e-05	-0.792	0.032	0.025	c	2	12.8	0.846	0.819	6.1	2.4	-1	11	6	23.7	0.9909	4e-05	Basalt	823	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT : DA-AC-AARM : DE-BFL	mc15c	pmagpy-2.60	mc15c
@ltauxe														This study			A	164.8	84.9	2.5	10	0	mc15c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	423	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc15c	pmagpy-2.58	mc15c
@jsteindorf	11.4	1.1	16.2	0.329331 : 0.338291 : 0.332379 : -0.021287 : -0.022361 : -0.015695	0.000003433	9	0.009246	Am^2	-1	AARM	0.359853 : 291.6 : 28.7 : eta/zeta : 34.8 : 43.9 : 10.4 : 41.8 : 172.2 : 42.1	0.346395 : 172.2 : 41.8 : eta/zeta : 34.8 : 43.9 : 13 : 28.7 : 291.6 : 42.1	0.293753 : 43.9 : 34.8 : eta/zeta : 41.8 : 172.2 : 13 : 28.7 : 291.6 : 10.4	This study	mc15c2, Hext statistics adapted to AARM.								mc15c2 : AARM	Igneous : Extrusive	Lava Flow																						Basalt				LP-AN-ARM : AE-H	mc15c	pmagpy-2.58	mc15c2
@ltauxe														This study				176.8	48.8			-1	mc15c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	Igneous : Extrusive	Lava Flow					2.9088e-05	-0.755	0.031	0.023	c	1.4	17.3	0.89	0.875	4.8	2.4	1	12	5	26.2	0.9907	4e-05	Basalt	848	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI : IE-TT : DA-AC-AARM : DE-BFL	mc15c	pmagpy-2.60	mc15c2
@ltauxe														This study			A	158.1	84.1	1.3	11	0	mc15c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	Igneous : Extrusive	Lava Flow									u													Basalt	848	423	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc15c	pmagpy-2.58	mc15c2
@ltauxe														This study			A	162	88.3	1.7	8	0	mc15d-LP-DIR-T	Igneous : Extrusive	Lava Flow									u													Basalt	798	473	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc15d	pmagpy-2.58	mc15d
@ltauxe														This study			A	157.9	83.7	1.8	9	0	mc15e-LP-DIR-T	Igneous : Extrusive	Lava Flow									u													Basalt	798	373	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc15e	pmagpy-2.58	mc15e
@ltauxe														This study			A	171.3	81.6	3.6	9	0	mc15f-LP-DIR-T	Igneous : Extrusive	Lava Flow									u													Basalt	823	373	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc15f	pmagpy-2.58	mc15f
@ltauxe														This study			A	130.9	83.1	0.9	13	0	mc15g-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc15g	pmagpy-2.58	mc15g
@jsteindorf	2.7	2.1	1.3	0.314977 : 0.342207 : 0.342815 : -0.012373 : -0.013158 : 0.002891	0.000004627	9	0.01327	Am^2	-1	AARM	0.358417 : 289 : 40.6 : eta/zeta : 4.2 : 22.6 : 19.9 : 49.1 : 117.5 : 33	0.331538 : 117.5 : 49.1 : eta/zeta : 40.6 : 289 : 33 : 4.2 : 22.6 : 39.1	0.310045 : 22.6 : 4.2 : eta/zeta : 40.6 : 289 : 19.9 : 49.1 : 117.5 : 39.1	This study	mc15h, Hext statistics adapted to AARM.								mc15h : AARM	Igneous : Extrusive	Lava Flow																						Basalt				LP-AN-ARM : AE-H	mc15h	pmagpy-2.58	mc15h
@ltauxe														This study			A	194.5	82.6	2.1	12	0	mc15h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow									u													Basalt	863	373	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc15h	pmagpy-2.58	mc15h
@ltauxe														This study				169.6	48			-1	mc15h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow					2.6051e-05	-0.622	0.018	0.011	c	1	16.5	0.861	0.855	2	2.1	-1	12	6	37.9	0.9967	4e-05	Basalt	863	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT : DA-AC-AARM : DE-BFL	mc15h	pmagpy-2.60	mc15h
@ltauxe														This study			A	204.4	75.4	4.4	9	0	mc160a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	573	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc160a	pmagpy-2.58	mc160a1
@ltauxe														This study				194.6	25.9			-1	mc160a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.0888e-05	-0.836	0.069	0.058	u	12.9	5.2	0.403	0.366	2.2	6.8	-1	8	5	3.9	0.9717	2.5e-05	Basalt	773	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc160a	pmagpy-2.60	mc160a1
@ltauxe														This study			A	209.5	76.4	1.5	11	0	mc160a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc160a	pmagpy-2.58	mc160a2
@ltauxe														This study			A	218.6	70.3	2.1	9	0	mc160b1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.03	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc160b	pmagpy-2.58	mc160b1
@ltauxe														This study			A	235.3	72.6	1.7	13	0	mc160c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc160c	pmagpy-2.58	mc160c1
@ltauxe														This study			A	240.1	73.5	4.7	10	0	mc160e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	523	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc160e	pmagpy-2.58	mc160e1
@ltauxe														This study				194.2	45			-1	mc160e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.2147e-05	-0.886	0.122	0.108	u	3.9	31.9	0.984	0.829	2.1	5	-1	11	5	5.9	0.8702	2.5e-05	Basalt	823	473	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc160e	pmagpy-2.60	mc160e1
@ltauxe														This study			A	261.5	74.8	2.2	6	0	mc160e2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.06	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc160e	pmagpy-2.58	mc160e2
@ltauxe														This study			A	234.2	78.2	3.1	10	0	mc160f2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	523	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc160f	pmagpy-2.58	mc160f2
@ltauxe														This study				200.8	54.2			-1	mc160f2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.2721e-05	-0.909	0.021	0.019	u	2.1	5.2	0.913	0.86	1.8	3.1	-1	12	5	35.2	0.9955	2.5e-05	Basalt	823	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc160f	pmagpy-2.60	mc160f2
@ltauxe														This study			A	35	10.6	4.7	12	0	mc160h2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	423	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc160h	pmagpy-2.58	mc160h2
@ltauxe														This study			A	214.9	78	1.8	7	0	mc160j1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.05	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc160j	pmagpy-2.58	mc160j1
@ltauxe														This study			A	47.6	11.3	4.1	10	0	mc160j2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	523	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc160j	pmagpy-2.58	mc160j2
@ltauxe														This study			A	171.2	53.3	0.6	8	0	mc161a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.04	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc161a	pmagpy-2.58	mc161a1
@ltauxe														This study			A	164.4	53.1	3.9	15	0	mc161b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	843	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc161b	pmagpy-2.58	mc161b1
@ltauxe														This study				189	28.5			-1	mc161b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					5.8015e-06	-0.232	0.041	0.01	u	1.7	12.4	1.018	0.795	2.9	3.9	-1	15	7	21	0.9782	2.5e-05	Basalt	843	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc161b	pmagpy-2.60	mc161b1
@ltauxe														This study			A	177.7	54.6	2	10	0	mc161e1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.02	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc161e	pmagpy-2.58	mc161e1
@ltauxe														This study			A	177.6	54.9	3.2	9	0	mc161f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.03	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc161f	pmagpy-2.58	mc161f1
@ltauxe														This study				161	29.6			-1	mc161g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					4.0994e-06	-0.164	0.043	0.007	u	9.1	4.9	0.909	0.392	2.2	10.9	-1	14	7	18	0.9783	2.5e-05	Basalt	838	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc161g	pmagpy-2.60	mc161g1
@ltauxe														This study			A	260.6	6.2	4.6	15	0	mc161g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	843	423	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc161g	pmagpy-2.58	mc161g1
														This study										Igneous : Extrusive	Lava Flow																						Basalt					mc161j		mc161j1
@ltauxe														This study			A	175.9	59.4	2.2	9	0	mc161k1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.03	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc161k	pmagpy-2.58	mc161k1
@ltauxe														This study			A	348.9	34.8	3.6	12	0	mc162b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	423	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc162b	pmagpy-2.58	mc162b1
@ltauxe														This study				230.8	61.5			-1	mc162b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					7.2924e-06	-0.292	0.096	0.028	u	1.1	21.5	0.943	0.517	2.3	16.6	-1	12	5	4.6	0.9092	2.5e-05	Basalt	823	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc162b	pmagpy-2.60	mc162b1
@ltauxe														This study			A	171.6	59.3	1	12	0	mc162b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc162b	pmagpy-2.58	mc162b2
@ltauxe														This study				146	60.5			-1	mc162c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					8.4226e-06	-0.337	0.08	0.027	u	1.2	5.9	0.892	0.55	2.3	11.7	-1	12	5	7.1	0.9377	2.5e-05	Basalt	823	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc162c	pmagpy-2.60	mc162c1
@ltauxe														This study			A	202.5	-25.1	4.5	7	0	mc162c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	673	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc162c	pmagpy-2.58	mc162c1
@ltauxe														This study			A	164.8	63.2	3.1	7	0	mc162f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.04	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc162f	pmagpy-2.58	mc162f1
@ltauxe														This study			A	175.4	56.6	1.1	12	0	mc162g1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc162g	pmagpy-2.58	mc162g1
@ltauxe														This study			A	179.9	54.5	2	11	0	mc162i1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc162i	pmagpy-2.58	mc162i1
@ltauxe														This study			A	182.1	55.7	1.9	9	0	mc162j1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.02	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc162j	pmagpy-2.58	mc162j1
@ltauxe														This study			A	181.6	52.2	1.3	12	0	mc163a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc163a	pmagpy-2.58	mc163a1
@ltauxe														This study			A	175.8	52.9	1.4	12	0	mc163b1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc163b	pmagpy-2.58	mc163b1
@ltauxe														This study			A	174	54.6	2.3	11	0	mc163c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc163c	pmagpy-2.58	mc163c1
@ltauxe														This study			A	306.6	37.6	4.6	5	0	mc163d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	573	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc163d	pmagpy-2.58	mc163d1
@ltauxe														This study			A	175.9	51.9	2.8	12	0	mc163e1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc163e	pmagpy-2.58	mc163e1
@ltauxe														This study			A	179.6	52.9	2.9	12	0	mc163f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc163f	pmagpy-2.58	mc163f1
														This study										Igneous : Extrusive	Lava Flow																						Basalt					mc163h		mc163h1
@ltauxe														This study		0.2	A	199.2	86.9		16	0	mc164a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	853	273	K	LP-DIR-T : SO-SUN : DE-FM : DA-DIR-GEO : DE-BFL	mc164a	pmagpy-2.58	mc164a1
@ltauxe														This study		0.2	A	201.8	85.8		11	0	mc164a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0	T	LP-DIR-AF : SO-SUN : DE-FM : DA-DIR-GEO : DE-BFL	mc164a	pmagpy-2.58	mc164a2
@jsteindorf														This study									mc164a2-1 : LP-HYS	Igneous : Extrusive	Lava Flow	0.03579	0.445	8.186E-08	3.584E-07																		Basalt				LT-AF-I : LP-AN-ARM : LP-BCR-HDM	mc164a		mc164a2-1
@ltauxe														This study		0.3	A	188	88.3		16	0	mc164b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	853	273	K	LP-DIR-T : SO-SUN : DE-FM : DA-DIR-GEO : DE-BFL	mc164b	pmagpy-2.58	mc164b1
