tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	er_expedition_name	er_formation_name	er_fossil_name	er_member_name	er_mineral_name	experiment	hyst_charging_mode	hyst_loop	hyst_sweep_rate	instrument_codes	location	magn_mass	magn_moment	magn_r2_det	magn_volume	magn_x_sigma	magn_xyz_sigma	magn_y_sigma	magn_z_sigma	meas_field_ac	meas_field_dc	meas_freq	meas_n_orient	meas_orient_phi	meas_orient_theta	meas_pos_x	meas_pos_y	meas_pos_z	meas_temp	meas_temp_change	measurement	measurement_composite_depth	measurement_core_depth	measurement_demagn_code	measurement_elevation	measurement_height	measurement_loop_n	measurement_magnitude	method_codes	quality	sample	site	software_packages	specimen	standard	susc_chi_mass	susc_chi_qdr_mass	susc_chi_qdr_volume	susc_chi_volume	timestamp	treat_ac_field	treat_ac_field_dc_off	treat_ac_field_dc_on	treat_ac_field_decay_rate	treat_dc_field	treat_dc_field_ac_off	treat_dc_field_ac_on	treat_dc_field_decay_rate	treat_dc_field_phi	treat_dc_field_theta	treat_mw_energy	treat_mw_integral	treat_mw_power	treat_mw_time	treat_temp	treat_temp_dc_off	treat_temp_dc_on	treat_temp_decay_rate
	This study		1.9	301.6	-23.5						sv25i2-LP-DIR-T					San Francisco Volcanics		0.0001658																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					373			
	This study		2.2	301.8	-22.4						sv25i2-LP-DIR-T					San Francisco Volcanics		0.0001267																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					423			
	This study		2	301.5	-21.8						sv25i2-LP-DIR-T					San Francisco Volcanics		0.0001042																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					473			
	This study		1.8	299.4	-21.3						sv25i2-LP-DIR-T					San Francisco Volcanics		0.00008255																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					523			
	This study		2.1	298.7	-20.1						sv25i2-LP-DIR-T					San Francisco Volcanics		0.0000637																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					573			
	This study		0.7	297.9	-19.8						sv25i2-LP-DIR-T					San Francisco Volcanics		0.00004721																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					623			
	This study		0.8	299	-19.4						sv25i2-LP-DIR-T					San Francisco Volcanics		0.00003216																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					673			
	This study		1.9	297.9	-19.5						sv25i2-LP-DIR-T					San Francisco Volcanics		0.00001775																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					723			
	This study		1.7	298.7	-20.1						sv25i2-LP-DIR-T					San Francisco Volcanics		0.00001183																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					748			
	This study		1.6	298.5	-20.4						sv25i2-LP-DIR-T					San Francisco Volcanics		0.000006366																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					773			
	This study		1.7	307.3	-2.3						sv25i2-LP-DIR-T					San Francisco Volcanics		0.0000001799																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					823			
	This study		3.7	202.4	-4.8						sv25i2-LP-DIR-T					San Francisco Volcanics		0.00000008706																273		1								LT-T-Z : LP-DIR-T	g	sv25i	sv25		sv25i2	u						0				0				0	0					873			
	This study		0.8	268.4	37.3						sv25j2-LP-DIR-T					San Francisco Volcanics		0.000211																273		1								LT-NO : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					273			
	This study		1	269.2	36.4						sv25j2-LP-DIR-T					San Francisco Volcanics		0.0001975																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					373			
	This study		0.9	268.5	37						sv25j2-LP-DIR-T					San Francisco Volcanics		0.0001546																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					423			
	This study		0.8	269.6	38.7						sv25j2-LP-DIR-T					San Francisco Volcanics		0.0001256																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					473			
	This study		0.8	267.6	40.4						sv25j2-LP-DIR-T					San Francisco Volcanics		0.0001043																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					523			
	This study		0.8	267.7	41.6						sv25j2-LP-DIR-T					San Francisco Volcanics		0.0000848																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					573			
	This study		1.1	267	45.2						sv25j2-LP-DIR-T					San Francisco Volcanics		0.00006621																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					623			
	This study		0.8	265.3	49						sv25j2-LP-DIR-T					San Francisco Volcanics		0.00004513																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					673			
	This study		0.8	262.2	56						sv25j2-LP-DIR-T					San Francisco Volcanics		0.00002623																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					723			
	This study		0.7	260.6	61						sv25j2-LP-DIR-T					San Francisco Volcanics		0.00001867																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					748			
	This study		1	254.7	68.3						sv25j2-LP-DIR-T					San Francisco Volcanics		0.00001161																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					773			
	This study		0.7	139.4	79.7						sv25j2-LP-DIR-T					San Francisco Volcanics		0.00000141																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					823			
	This study		1.2	168.7	79						sv25j2-LP-DIR-T					San Francisco Volcanics		0.0000003115																273		1								LT-T-Z : LP-DIR-T	g	sv25j	sv25		sv25j2	u						0				0				0	0					873			
	This study		0.6	126.4	57.6						sv26d2-LP-DIR-T					San Francisco Volcanics		0.000197																273		1								LT-NO : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					273			
	This study		2.1	127.2	59.2						sv26d2-LP-DIR-T					San Francisco Volcanics		0.0001947																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					373			
	This study		1.9	124.1	59.1						sv26d2-LP-DIR-T					San Francisco Volcanics		0.000175																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					423			
	This study		1.9	124.4	60.6						sv26d2-LP-DIR-T					San Francisco Volcanics		0.0001237																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					473			
	This study		0.4	120.1	61.5						sv26d2-LP-DIR-T					San Francisco Volcanics		0.00007777																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					523			
	This study		1.4	114.4	62.4						sv26d2-LP-DIR-T					San Francisco Volcanics		0.00004883																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					573			
	This study		0.4	109.7	62.1						sv26d2-LP-DIR-T					San Francisco Volcanics		0.00003127																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					623			
	This study		1.4	99.4	65						sv26d2-LP-DIR-T					San Francisco Volcanics		0.00001772																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					673			
	This study		0.9	47.2	65						sv26d2-LP-DIR-T					San Francisco Volcanics		0.000006969																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					723			
	This study		1.7	9.3	56.7						sv26d2-LP-DIR-T					San Francisco Volcanics		0.000004629																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					748			
	This study		1.9	4.9	37.7						sv26d2-LP-DIR-T					San Francisco Volcanics		0.000002585																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					773			
	This study		1.2	341.2	4						sv26d2-LP-DIR-T					San Francisco Volcanics		0.0000005821																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					823			
	This study		2.5	355.6	-18.7						sv26d2-LP-DIR-T					San Francisco Volcanics		0.0000001899																273		1								LT-T-Z : LP-DIR-T	g	sv26d	sv26		sv26d2	u						0				0				0	0					873			
	This study		0.6	279.1	-82.4						sv26k2-LP-DIR-T					San Francisco Volcanics		0.00004234																273		1								LT-NO : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					273			
	This study		2.5	286.7	-81.7						sv26k2-LP-DIR-T					San Francisco Volcanics		0.00004141																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					373			
	This study		1.9	294.7	-79.5						sv26k2-LP-DIR-T					San Francisco Volcanics		0.00004021																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					423			
	This study		1.2	303.4	-76.7						sv26k2-LP-DIR-T					San Francisco Volcanics		0.00003736																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					473			
	This study		1.4	314.4	-73.3						sv26k2-LP-DIR-T					San Francisco Volcanics		0.0000315																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					523			
	This study		2	320.9	-67.2						sv26k2-LP-DIR-T					San Francisco Volcanics		0.00002628																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					573			
	This study		1.3	323.2	-63.4						sv26k2-LP-DIR-T					San Francisco Volcanics		0.00002156																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					623			
	This study		0.5	320.1	-59.4						sv26k2-LP-DIR-T					San Francisco Volcanics		0.00001724																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					673			
	This study		2	326.3	-55.1						sv26k2-LP-DIR-T					San Francisco Volcanics		0.0000112																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					723			
	This study		1.9	329.5	-49.8						sv26k2-LP-DIR-T					San Francisco Volcanics		0.000007743																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					748			
	This study		3.2	333.6	-40.8						sv26k2-LP-DIR-T					San Francisco Volcanics		0.000004313																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					773			
	This study		1	340.9	-11.1						sv26k2-LP-DIR-T					San Francisco Volcanics		0.0000006705																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					823			
	This study		0.8	332.4	-43.8						sv26k2-LP-DIR-T					San Francisco Volcanics		0.0000001268																273		1								LT-T-Z : LP-DIR-T	g	sv26k	sv26		sv26k2	u						0				0				0	0					873			
	This study		1.1	228.1	66.3						sv27j2-LP-DIR-T					San Francisco Volcanics		0.00007215																273		1								LT-NO : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					273			
	This study		1	227.6	65.7						sv27j2-LP-DIR-T					San Francisco Volcanics		0.00006827																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					373			
	This study		0.7	225.1	66.2						sv27j2-LP-DIR-T					San Francisco Volcanics		0.00006449																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					423			
	This study		1	228.7	64.4						sv27j2-LP-DIR-T					San Francisco Volcanics		0.00005759																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					473			
	This study		1.3	228.2	64.7						sv27j2-LP-DIR-T					San Francisco Volcanics		0.00004335																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					523			
	This study		0.7	226.9	63.5						sv27j2-LP-DIR-T					San Francisco Volcanics		0.00002525																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					573			
	This study		0.7	230.2	56.1						sv27j2-LP-DIR-T					San Francisco Volcanics		0.00001824																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					623			
	This study		1.1	226.7	64.5						sv27j2-LP-DIR-T					San Francisco Volcanics		0.00001468																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					673			
	This study		1.6	234.8	52.1						sv27j2-LP-DIR-T					San Francisco Volcanics		0.00001335																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					723			
	This study		1.3	223.6	58.2						sv27j2-LP-DIR-T					San Francisco Volcanics		0.00001111																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					748			
	This study		0.8	233.4	53.9						sv27j2-LP-DIR-T					San Francisco Volcanics		0.000009056																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					773			
	This study		0.9	223.7	53.5						sv27j2-LP-DIR-T					San Francisco Volcanics		0.000001849																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					823			
	This study		1.5	215.3	29.2						sv27j2-LP-DIR-T					San Francisco Volcanics		0.0000001036																273		1								LT-T-Z : LP-DIR-T	g	sv27j	sv27		sv27j2	u						0				0				0	0					873			
	This study		0.8	258.1	77.6						sv27l2-LP-DIR-T					San Francisco Volcanics		0.0003921																273		1								LT-NO : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					273			
	This study		1.5	267.1	80.2						sv27l2-LP-DIR-T					San Francisco Volcanics		0.0003852																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					373			
	This study		1.2	261.4	79.2						sv27l2-LP-DIR-T					San Francisco Volcanics		0.0003708																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					423			
	This study		1.5	262.3	77.8						sv27l2-LP-DIR-T					San Francisco Volcanics		0.0003372																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					473			
	This study		2	261.5	77.8						sv27l2-LP-DIR-T					San Francisco Volcanics		0.0002667																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					523			
	This study		1.9	259.5	77.5						sv27l2-LP-DIR-T					San Francisco Volcanics		0.0001949																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					573			
	This study		1.3	263.5	79.1						sv27l2-LP-DIR-T					San Francisco Volcanics		0.0001512																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					623			
	This study		1	266.1	78.1						sv27l2-LP-DIR-T					San Francisco Volcanics		0.0001235																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					673			
	This study		1.1	267.6	77.7						sv27l2-LP-DIR-T					San Francisco Volcanics		0.0001025																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					723			
	This study		1.4	267.1	78.1						sv27l2-LP-DIR-T					San Francisco Volcanics		0.00009162																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					748			
	This study		2.4	269.5	76.5						sv27l2-LP-DIR-T					San Francisco Volcanics		0.00007854																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					773			
	This study		1	254	74.3						sv27l2-LP-DIR-T					San Francisco Volcanics		0.00001067																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					823			
	This study		1	266.3	76.2						sv27l2-LP-DIR-T					San Francisco Volcanics		0.0000007481																273		1								LT-T-Z : LP-DIR-T	g	sv27l	sv27		sv27l2	u						0				0				0	0					873			
	This study		0	193.2	17.5						sv28a2-LP-DIR-T					San Francisco Volcanics		0.00002979																273		1								LT-NO : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					293			
	This study		1.2	191.2	18						sv28a2-LP-DIR-T					San Francisco Volcanics		0.0008088																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					373			
	This study		1.1	191.2	18.7						sv28a2-LP-DIR-T					San Francisco Volcanics		0.0007903																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					423			
	This study		1.7	191.7	18.4						sv28a2-LP-DIR-T					San Francisco Volcanics		0.0007473																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					473			
	This study		1.7	191.5	19.8						sv28a2-LP-DIR-T					San Francisco Volcanics		0.0007146																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					523			
	This study		2.1	191.7	19.2						sv28a2-LP-DIR-T					San Francisco Volcanics		0.0006664																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					573			
	This study		1.3	193	18.9						sv28a2-LP-DIR-T					San Francisco Volcanics		0.0006051																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					623			
	This study		0.9	193	18.8						sv28a2-LP-DIR-T					San Francisco Volcanics		0.0005238																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					673			
	This study		1.4	193.6	19						sv28a2-LP-DIR-T					San Francisco Volcanics		0.0004075																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					723			
	This study		1.7	194.8	19.9						sv28a2-LP-DIR-T					San Francisco Volcanics		0.0003301																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					748			
	This study		3.2	194.8	19.1						sv28a2-LP-DIR-T					San Francisco Volcanics		0.0002322																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					773			
	This study		1.8	193	17.7						sv28a2-LP-DIR-T					San Francisco Volcanics		0.00001731																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					823			
	This study		1.2	192	20						sv28a2-LP-DIR-T					San Francisco Volcanics		0.000001229																273		1								LT-T-Z : LP-DIR-T	g	sv28a	sv28		sv28a2	u						0				0				0	0					873			
	This study		0.6	81.8	77						sv28h1-LP-DIR-T					San Francisco Volcanics		0.0002541																273		1								LT-NO : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					273			
	This study		1.7	150.1	21.8						sv28h1-LP-DIR-T					San Francisco Volcanics		0.000004174																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					373			
	This study		1.5	149.9	17.7						sv28h1-LP-DIR-T					San Francisco Volcanics		0.000004351																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					423			
	This study		1.8	147.9	23.2						sv28h1-LP-DIR-T					San Francisco Volcanics		0.00000428																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					473			
	This study		2.5	148	19.6						sv28h1-LP-DIR-T					San Francisco Volcanics		0.000004352																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					523			
	This study		2.1	147.3	20.4						sv28h1-LP-DIR-T					San Francisco Volcanics		0.000004408																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					573			
	This study		0.8	150.7	22.4						sv28h1-LP-DIR-T					San Francisco Volcanics		0.00000399																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					623			
	This study		1.2	144.2	24.5						sv28h1-LP-DIR-T					San Francisco Volcanics		0.000003937																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					673			
	This study		2	155.8	19.9						sv28h1-LP-DIR-T					San Francisco Volcanics		0.00000358																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					723			
	This study		3.3	143.8	23.3						sv28h1-LP-DIR-T					San Francisco Volcanics		0.000003357																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					748			
	This study		2.2	148.2	17						sv28h1-LP-DIR-T					San Francisco Volcanics		0.000003058																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					773			
	This study		1	148.2	23.2						sv28h1-LP-DIR-T					San Francisco Volcanics		0.000001931																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					823			
	This study		1.7	149.3	18.5						sv28h1-LP-DIR-T					San Francisco Volcanics		0.0000006008																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h1	u						0				0				0	0					873			
	This study		0.5	83.9	78.6						sv28h2-LP-DIR-T					San Francisco Volcanics		0.0002435																273		1								LT-NO : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					273			
	This study		1.8	82.2	78.7						sv28h2-LP-DIR-T					San Francisco Volcanics		0.0002429																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					373			
	This study		1.4	79.8	78.4						sv28h2-LP-DIR-T					San Francisco Volcanics		0.0002408																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					423			
	This study		1.6	86.5	78.9						sv28h2-LP-DIR-T					San Francisco Volcanics		0.0002316																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					473			
	This study		1.9	82.3	80						sv28h2-LP-DIR-T					San Francisco Volcanics		0.0002182																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					523			
	This study		1.5	85.7	80.4						sv28h2-LP-DIR-T					San Francisco Volcanics		0.0002023																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					573			
	This study		1.4	92.7	79.7						sv28h2-LP-DIR-T					San Francisco Volcanics		0.0001794																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					623			
	This study		0.8	106.2	78.4						sv28h2-LP-DIR-T					San Francisco Volcanics		0.0001456																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					673			
	This study		0.5	116.3	76.3						sv28h2-LP-DIR-T					San Francisco Volcanics		0.0001076																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					723			
	This study		2	125.6	73.2						sv28h2-LP-DIR-T					San Francisco Volcanics		0.00008319																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					748			
	This study		3	136.8	65.5						sv28h2-LP-DIR-T					San Francisco Volcanics		0.00005571																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					773			
	This study		1.5	146.4	32.7						sv28h2-LP-DIR-T					San Francisco Volcanics		0.00001012																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					823			
	This study		1.2	147	38.5						sv28h2-LP-DIR-T					San Francisco Volcanics		0.000001397																273		1								LT-T-Z : LP-DIR-T	g	sv28h	sv28		sv28h2	u						0				0				0	0					873			
	This study		0	64.2	-9.2						sv29d2-LP-DIR-T					San Francisco Volcanics		0.00001101																273		1								LT-NO : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					273			
	This study		0.7	64.3	-11.1						sv29d2-LP-DIR-T					San Francisco Volcanics		0.001013																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					373			
	This study		1.1	64.4	-10.1						sv29d2-LP-DIR-T					San Francisco Volcanics		0.0009259																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					423			
	This study		0.9	64	-9.4						sv29d2-LP-DIR-T					San Francisco Volcanics		0.0007836																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					473			
	This study		1.5	62.7	-7						sv29d2-LP-DIR-T					San Francisco Volcanics		0.0004557																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					523			
	This study		2	62.2	-6.3						sv29d2-LP-DIR-T					San Francisco Volcanics		0.0003024																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					573			
	This study		0.7	62.8	-6.2						sv29d2-LP-DIR-T					San Francisco Volcanics		0.0002057																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					623			
	This study		0.7	62.8	-5.1						sv29d2-LP-DIR-T					San Francisco Volcanics		0.0001208																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					673			
	This study		2.4	63.1	-5.9						sv29d2-LP-DIR-T					San Francisco Volcanics		0.0000483																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					723			
	This study		1.6	63.5	-4.4						sv29d2-LP-DIR-T					San Francisco Volcanics		0.00002515																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					748			
	This study		2.9	63	-4.6						sv29d2-LP-DIR-T					San Francisco Volcanics		0.00001374																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					773			
	This study		0.6	66.3	-3.6						sv29d2-LP-DIR-T					San Francisco Volcanics		0.0000009828																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					823			
	This study		3.6	107.5	12.7						sv29d2-LP-DIR-T					San Francisco Volcanics		0.0000002207																273		1								LT-T-Z : LP-DIR-T	g	sv29d	sv29		sv29d2	u						0				0				0	0					873			
	This study		0	131.1	-52.3						sv29e1-LP-DIR-T					San Francisco Volcanics		0.00002979																273		1								LT-NO : LP-DIR-T	g	sv29e	sv29		sv29e1	u						0				0				0	0					278			
	This study		1.6	214.7	21.5						sv29e1-LP-DIR-T					San Francisco Volcanics		0.00000156																273		1								LT-T-Z : LP-DIR-T	g	sv29e	sv29		sv29e1	u						0				0				0	0					373			
	This study		1	191.4	27.9						sv29e1-LP-DIR-T					San Francisco Volcanics		0.000002496																273		1								LT-T-Z : LP-DIR-T	g	sv29e	sv29		sv29e1	u						0				0				0	0					423			
	This study		1.5	83.1	22.9						sv29e1-LP-DIR-T					San Francisco Volcanics		0.000002727																273		1								LT-T-Z : LP-DIR-T	g	sv29e	sv29		sv29e1	u						0				0				0	0					473			
	This study		0.8	330.9	15.2						sv29e1-LP-DIR-T					San Francisco Volcanics		0.000003162																273		1								LT-T-Z : LP-DIR-T	g	sv29e	sv29		sv29e1	u						0				0				0	0					523			
	This study		1.8	287.5	50.7						sv29e1-LP-DIR-T					San Francisco Volcanics		0.000001664																273		1								LT-T-Z : LP-DIR-T	g	sv29e	sv29		sv29e1	u						0				0				0	0					573			
	This study		2.4	49.9	18.6						sv29e1-LP-DIR-T					San Francisco Volcanics		0.0000005676																273		1								LT-T-Z : LP-DIR-T	g	sv29e	sv29		sv29e1	u						0				0				0	0					623			
