tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	er_specimen_names	magic_method_codes	sample_azimuth	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_volume
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-150	XXX-UTESTA-003H_5A-150	XXX-UTESTA-003H_5A-150	FS-C-DRILL-IODP:SO-V	0	21.5	21.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-0	XXX-UTESTA-003H_6A-0	XXX-UTESTA-003H_6A-0	FS-C-DRILL-IODP:SO-V	0	21.5	21.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-5	XXX-UTESTA-003H_6A-5	XXX-UTESTA-003H_6A-5	FS-C-DRILL-IODP:SO-V	0	21.55	21.55		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-10	XXX-UTESTA-003H_6A-10	XXX-UTESTA-003H_6A-10	FS-C-DRILL-IODP:SO-V	0	21.6	21.6		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-15	XXX-UTESTA-003H_6A-15	XXX-UTESTA-003H_6A-15	FS-C-DRILL-IODP:SO-V	0	21.65	21.65		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-20	XXX-UTESTA-003H_6A-20	XXX-UTESTA-003H_6A-20	FS-C-DRILL-IODP:SO-V	0	21.7	21.7		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-25	XXX-UTESTA-003H_6A-25	XXX-UTESTA-003H_6A-25	FS-C-DRILL-IODP:SO-V	0	21.75	21.75		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-30	XXX-UTESTA-003H_6A-30	XXX-UTESTA-003H_6A-30	FS-C-DRILL-IODP:SO-V	0	21.8	21.8		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-35	XXX-UTESTA-003H_6A-35	XXX-UTESTA-003H_6A-35	FS-C-DRILL-IODP:SO-V	0	21.85	21.85		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-40	XXX-UTESTA-003H_6A-40	XXX-UTESTA-003H_6A-40	FS-C-DRILL-IODP:SO-V	0	21.9	21.9		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-45	XXX-UTESTA-003H_6A-45	XXX-UTESTA-003H_6A-45	FS-C-DRILL-IODP:SO-V	0	21.95	21.95		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-50	XXX-UTESTA-003H_6A-50	XXX-UTESTA-003H_6A-50	FS-C-DRILL-IODP:SO-V	0	22	22		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-55	XXX-UTESTA-003H_6A-55	XXX-UTESTA-003H_6A-55	FS-C-DRILL-IODP:SO-V	0	22.05	22.05		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-60	XXX-UTESTA-003H_6A-60	XXX-UTESTA-003H_6A-60	FS-C-DRILL-IODP:SO-V	0	22.1	22.1		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-65	XXX-UTESTA-003H_6A-65	XXX-UTESTA-003H_6A-65	FS-C-DRILL-IODP:SO-V	0	22.15	22.15		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-70	XXX-UTESTA-003H_6A-70	XXX-UTESTA-003H_6A-70	FS-C-DRILL-IODP:SO-V	0	22.2	22.2		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-75	XXX-UTESTA-003H_6A-75	XXX-UTESTA-003H_6A-75	FS-C-DRILL-IODP:SO-V	0	22.25	22.25		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-80	XXX-UTESTA-003H_6A-80	XXX-UTESTA-003H_6A-80	FS-C-DRILL-IODP:SO-V	0	22.3	22.3		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-85	XXX-UTESTA-003H_6A-85	XXX-UTESTA-003H_6A-85	FS-C-DRILL-IODP:SO-V	0	22.35	22.35		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-90	XXX-UTESTA-003H_6A-90	XXX-UTESTA-003H_6A-90	FS-C-DRILL-IODP:SO-V	0	22.4	22.4		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-95	XXX-UTESTA-003H_6A-95	XXX-UTESTA-003H_6A-95	FS-C-DRILL-IODP:SO-V	0	22.45	22.45		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_6A-100	XXX-UTESTA-003H_6A-100	XXX-UTESTA-003H_6A-100	FS-C-DRILL-IODP:SO-V	0	22.5	22.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-0	XXX-UTESTA-003H_7A-0	XXX-UTESTA-003H_7A-0	FS-C-DRILL-IODP:SO-V	0	22.5	22.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-5	XXX-UTESTA-003H_7A-5	XXX-UTESTA-003H_7A-5	FS-C-DRILL-IODP:SO-V	0	22.55	22.55		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-10	XXX-UTESTA-003H_7A-10	XXX-UTESTA-003H_7A-10	FS-C-DRILL-IODP:SO-V	0	22.6	22.6		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-15	XXX-UTESTA-003H_7A-15	XXX-UTESTA-003H_7A-15	FS-C-DRILL-IODP:SO-V	0	22.65	22.65		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-20	XXX-UTESTA-003H_7A-20	XXX-UTESTA-003H_7A-20	FS-C-DRILL-IODP:SO-V	0	22.7	22.7		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-25	XXX-UTESTA-003H_7A-25	XXX-UTESTA-003H_7A-25	FS-C-DRILL-IODP:SO-V	0	22.75	22.75		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-30	XXX-UTESTA-003H_7A-30	XXX-UTESTA-003H_7A-30	FS-C-DRILL-IODP:SO-V	0	22.8	22.8		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-35	XXX-UTESTA-003H_7A-35	XXX-UTESTA-003H_7A-35	FS-C-DRILL-IODP:SO-V	0	22.85	22.85		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-40	XXX-UTESTA-003H_7A-40	XXX-UTESTA-003H_7A-40	FS-C-DRILL-IODP:SO-V	0	22.9	22.9		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-45	XXX-UTESTA-003H_7A-45	XXX-UTESTA-003H_7A-45	FS-C-DRILL-IODP:SO-V	0	22.95	22.95		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-50	XXX-UTESTA-003H_7A-50	XXX-UTESTA-003H_7A-50	FS-C-DRILL-IODP:SO-V	0	23	23		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-55	XXX-UTESTA-003H_7A-55	XXX-UTESTA-003H_7A-55	FS-C-DRILL-IODP:SO-V	0	23.05	23.05		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-60	XXX-UTESTA-003H_7A-60	XXX-UTESTA-003H_7A-60	FS-C-DRILL-IODP:SO-V	0	23.1	23.1		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_7A-65	XXX-UTESTA-003H_7A-65	XXX-UTESTA-003H_7A-65	FS-C-DRILL-IODP:SO-V	0	23.15	23.15		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-0	XXX-UTESTA-004H_1A-0	XXX-UTESTA-004H_1A-0	FS-C-DRILL-IODP:SO-V	0	23.5	23.5		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-5	XXX-UTESTA-004H_1A-5	XXX-UTESTA-004H_1A-5	FS-C-DRILL-IODP:SO-V	0	23.55	23.55		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-10	XXX-UTESTA-004H_1A-10	XXX-UTESTA-004H_1A-10	FS-C-DRILL-IODP:SO-V	0	23.6	23.6		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-15	XXX-UTESTA-004H_1A-15	XXX-UTESTA-004H_1A-15	FS-C-DRILL-IODP:SO-V	0	23.65	23.65		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-20	XXX-UTESTA-004H_1A-20	XXX-UTESTA-004H_1A-20	FS-C-DRILL-IODP:SO-V	0	23.7	23.7		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-25	XXX-UTESTA-004H_1A-25	XXX-UTESTA-004H_1A-25	FS-C-DRILL-IODP:SO-V	0	23.75	23.75		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-30	XXX-UTESTA-004H_1A-30	XXX-UTESTA-004H_1A-30	FS-C-DRILL-IODP:SO-V	0	23.8	23.8		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-35	XXX-UTESTA-004H_1A-35	XXX-UTESTA-004H_1A-35	FS-C-DRILL-IODP:SO-V	0	23.85	23.85		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-40	XXX-UTESTA-004H_1A-40	XXX-UTESTA-004H_1A-40	FS-C-DRILL-IODP:SO-V	0	23.9	23.9		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-45	XXX-UTESTA-004H_1A-45	XXX-UTESTA-004H_1A-45	FS-C-DRILL-IODP:SO-V	0	23.95	23.95		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-50	XXX-UTESTA-004H_1A-50	XXX-UTESTA-004H_1A-50	FS-C-DRILL-IODP:SO-V	0	24	24		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-55	XXX-UTESTA-004H_1A-55	XXX-UTESTA-004H_1A-55	FS-C-DRILL-IODP:SO-V	0	24.05	24.05		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-60	XXX-UTESTA-004H_1A-60	XXX-UTESTA-004H_1A-60	FS-C-DRILL-IODP:SO-V	0	24.1	24.1		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-65	XXX-UTESTA-004H_1A-65	XXX-UTESTA-004H_1A-65	FS-C-DRILL-IODP:SO-V	0	24.15	24.15		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-70	XXX-UTESTA-004H_1A-70	XXX-UTESTA-004H_1A-70	FS-C-DRILL-IODP:SO-V	0	24.2	24.2		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-75	XXX-UTESTA-004H_1A-75	XXX-UTESTA-004H_1A-75	FS-C-DRILL-IODP:SO-V	0	24.25	24.25		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-80	XXX-UTESTA-004H_1A-80	XXX-UTESTA-004H_1A-80	FS-C-DRILL-IODP:SO-V	0	24.3	24.3		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-85	XXX-UTESTA-004H_1A-85	XXX-UTESTA-004H_1A-85	FS-C-DRILL-IODP:SO-V	0	24.35	24.35		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-90	XXX-UTESTA-004H_1A-90	XXX-UTESTA-004H_1A-90	FS-C-DRILL-IODP:SO-V	0	24.4	24.4		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-95	XXX-UTESTA-004H_1A-95	XXX-UTESTA-004H_1A-95	FS-C-DRILL-IODP:SO-V	0	24.45	24.45		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-100	XXX-UTESTA-004H_1A-100	XXX-UTESTA-004H_1A-100	FS-C-DRILL-IODP:SO-V	0	24.5	24.5		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-105	XXX-UTESTA-004H_1A-105	XXX-UTESTA-004H_1A-105	FS-C-DRILL-IODP:SO-V	0	24.55	24.55		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-110	XXX-UTESTA-004H_1A-110	XXX-UTESTA-004H_1A-110	FS-C-DRILL-IODP:SO-V	0	24.6	24.6		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-115	XXX-UTESTA-004H_1A-115	XXX-UTESTA-004H_1A-115	FS-C-DRILL-IODP:SO-V	0	24.65	24.65		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-120	XXX-UTESTA-004H_1A-120	XXX-UTESTA-004H_1A-120	FS-C-DRILL-IODP:SO-V	0	24.7	24.7		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-125	XXX-UTESTA-004H_1A-125	XXX-UTESTA-004H_1A-125	FS-C-DRILL-IODP:SO-V	0	24.75	24.75		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-130	XXX-UTESTA-004H_1A-130	XXX-UTESTA-004H_1A-130	FS-C-DRILL-IODP:SO-V	0	24.8	24.8		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-135	XXX-UTESTA-004H_1A-135	XXX-UTESTA-004H_1A-135	FS-C-DRILL-IODP:SO-V	0	24.85	24.85		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-140	XXX-UTESTA-004H_1A-140	XXX-UTESTA-004H_1A-140	FS-C-DRILL-IODP:SO-V	0	24.9	24.9		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-145	XXX-UTESTA-004H_1A-145	XXX-UTESTA-004H_1A-145	FS-C-DRILL-IODP:SO-V	0	24.95	24.95		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_1A-150	XXX-UTESTA-004H_1A-150	XXX-UTESTA-004H_1A-150	FS-C-DRILL-IODP:SO-V	0	25	25		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-0	XXX-UTESTA-004H_2A-0	XXX-UTESTA-004H_2A-0	FS-C-DRILL-IODP:SO-V	0	25	25		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-5	XXX-UTESTA-004H_2A-5	XXX-UTESTA-004H_2A-5	FS-C-DRILL-IODP:SO-V	0	25.05	25.05		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-10	XXX-UTESTA-004H_2A-10	XXX-UTESTA-004H_2A-10	FS-C-DRILL-IODP:SO-V	0	25.1	25.1		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-15	XXX-UTESTA-004H_2A-15	XXX-UTESTA-004H_2A-15	FS-C-DRILL-IODP:SO-V	0	25.15	25.15		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-20	XXX-UTESTA-004H_2A-20	XXX-UTESTA-004H_2A-20	FS-C-DRILL-IODP:SO-V	0	25.2	25.2		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-25	XXX-UTESTA-004H_2A-25	XXX-UTESTA-004H_2A-25	FS-C-DRILL-IODP:SO-V	0	25.25	25.25		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-30	XXX-UTESTA-004H_2A-30	XXX-UTESTA-004H_2A-30	FS-C-DRILL-IODP:SO-V	0	25.3	25.3		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-35	XXX-UTESTA-004H_2A-35	XXX-UTESTA-004H_2A-35	FS-C-DRILL-IODP:SO-V	0	25.35	25.35		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-40	XXX-UTESTA-004H_2A-40	XXX-UTESTA-004H_2A-40	FS-C-DRILL-IODP:SO-V	0	25.4	25.4		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-45	XXX-UTESTA-004H_2A-45	XXX-UTESTA-004H_2A-45	FS-C-DRILL-IODP:SO-V	0	25.45	25.45		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-50	XXX-UTESTA-004H_2A-50	XXX-UTESTA-004H_2A-50	FS-C-DRILL-IODP:SO-V	0	25.5	25.5		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-55	XXX-UTESTA-004H_2A-55	XXX-UTESTA-004H_2A-55	FS-C-DRILL-IODP:SO-V	0	25.55	25.55		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-60	XXX-UTESTA-004H_2A-60	XXX-UTESTA-004H_2A-60	FS-C-DRILL-IODP:SO-V	0	25.6	25.6		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-65	XXX-UTESTA-004H_2A-65	XXX-UTESTA-004H_2A-65	FS-C-DRILL-IODP:SO-V	0	25.65	25.65		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-70	XXX-UTESTA-004H_2A-70	XXX-UTESTA-004H_2A-70	FS-C-DRILL-IODP:SO-V	0	25.7	25.7		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-75	XXX-UTESTA-004H_2A-75	XXX-UTESTA-004H_2A-75	FS-C-DRILL-IODP:SO-V	0	25.75	25.75		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-80	XXX-UTESTA-004H_2A-80	XXX-UTESTA-004H_2A-80	FS-C-DRILL-IODP:SO-V	0	25.8	25.8		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-85	XXX-UTESTA-004H_2A-85	XXX-UTESTA-004H_2A-85	FS-C-DRILL-IODP:SO-V	0	25.85	25.85		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-90	XXX-UTESTA-004H_2A-90	XXX-UTESTA-004H_2A-90	FS-C-DRILL-IODP:SO-V	0	25.9	25.9		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-95	XXX-UTESTA-004H_2A-95	XXX-UTESTA-004H_2A-95	FS-C-DRILL-IODP:SO-V	0	25.95	25.95		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-100	XXX-UTESTA-004H_2A-100	XXX-UTESTA-004H_2A-100	FS-C-DRILL-IODP:SO-V	0	26	26		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-105	XXX-UTESTA-004H_2A-105	XXX-UTESTA-004H_2A-105	FS-C-DRILL-IODP:SO-V	0	26.05	26.05		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-110	XXX-UTESTA-004H_2A-110	XXX-UTESTA-004H_2A-110	FS-C-DRILL-IODP:SO-V	0	26.1	26.1		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-115	XXX-UTESTA-004H_2A-115	XXX-UTESTA-004H_2A-115	FS-C-DRILL-IODP:SO-V	0	26.15	26.15		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-120	XXX-UTESTA-004H_2A-120	XXX-UTESTA-004H_2A-120	FS-C-DRILL-IODP:SO-V	0	26.2	26.2		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-125	XXX-UTESTA-004H_2A-125	XXX-UTESTA-004H_2A-125	FS-C-DRILL-IODP:SO-V	0	26.25	26.25		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-130	XXX-UTESTA-004H_2A-130	XXX-UTESTA-004H_2A-130	FS-C-DRILL-IODP:SO-V	0	26.3	26.3		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-135	XXX-UTESTA-004H_2A-135	XXX-UTESTA-004H_2A-135	FS-C-DRILL-IODP:SO-V	0	26.35	26.35		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-140	XXX-UTESTA-004H_2A-140	XXX-UTESTA-004H_2A-140	FS-C-DRILL-IODP:SO-V	0	26.4	26.4		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-145	XXX-UTESTA-004H_2A-145	XXX-UTESTA-004H_2A-145	FS-C-DRILL-IODP:SO-V	0	26.45	26.45		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_2A-150	XXX-UTESTA-004H_2A-150	XXX-UTESTA-004H_2A-150	FS-C-DRILL-IODP:SO-V	0	26.5	26.5		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-0	XXX-UTESTA-004H_3A-0	XXX-UTESTA-004H_3A-0	FS-C-DRILL-IODP:SO-V	0	26.5	26.5		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-5	XXX-UTESTA-004H_3A-5	XXX-UTESTA-004H_3A-5	FS-C-DRILL-IODP:SO-V	0	26.55	26.55		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-10	XXX-UTESTA-004H_3A-10	XXX-UTESTA-004H_3A-10	FS-C-DRILL-IODP:SO-V	0	26.6	26.6		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-15	XXX-UTESTA-004H_3A-15	XXX-UTESTA-004H_3A-15	FS-C-DRILL-IODP:SO-V	0	26.65	26.65		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-20	XXX-UTESTA-004H_3A-20	XXX-UTESTA-004H_3A-20	FS-C-DRILL-IODP:SO-V	0	26.7	26.7		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-25	XXX-UTESTA-004H_3A-25	XXX-UTESTA-004H_3A-25	FS-C-DRILL-IODP:SO-V	0	26.75	26.75		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-30	XXX-UTESTA-004H_3A-30	XXX-UTESTA-004H_3A-30	FS-C-DRILL-IODP:SO-V	0	26.8	26.8		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-35	XXX-UTESTA-004H_3A-35	XXX-UTESTA-004H_3A-35	FS-C-DRILL-IODP:SO-V	0	26.85	26.85		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-40	XXX-UTESTA-004H_3A-40	XXX-UTESTA-004H_3A-40	FS-C-DRILL-IODP:SO-V	0	26.9	26.9		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-45	XXX-UTESTA-004H_3A-45	XXX-UTESTA-004H_3A-45	FS-C-DRILL-IODP:SO-V	0	26.95	26.95		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-50	XXX-UTESTA-004H_3A-50	XXX-UTESTA-004H_3A-50	FS-C-DRILL-IODP:SO-V	0	27	27		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-55	XXX-UTESTA-004H_3A-55	XXX-UTESTA-004H_3A-55	FS-C-DRILL-IODP:SO-V	0	27.05	27.05		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-60	XXX-UTESTA-004H_3A-60	XXX-UTESTA-004H_3A-60	FS-C-DRILL-IODP:SO-V	0	27.1	27.1		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-65	XXX-UTESTA-004H_3A-65	XXX-UTESTA-004H_3A-65	FS-C-DRILL-IODP:SO-V	0	27.15	27.15		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-70	XXX-UTESTA-004H_3A-70	XXX-UTESTA-004H_3A-70	FS-C-DRILL-IODP:SO-V	0	27.2	27.2		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-75	XXX-UTESTA-004H_3A-75	XXX-UTESTA-004H_3A-75	FS-C-DRILL-IODP:SO-V	0	27.25	27.25		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-80	XXX-UTESTA-004H_3A-80	XXX-UTESTA-004H_3A-80	FS-C-DRILL-IODP:SO-V	0	27.3	27.3		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-85	XXX-UTESTA-004H_3A-85	XXX-UTESTA-004H_3A-85	FS-C-DRILL-IODP:SO-V	0	27.35	27.35		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-90	XXX-UTESTA-004H_3A-90	XXX-UTESTA-004H_3A-90	FS-C-DRILL-IODP:SO-V	0	27.4	27.4		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-95	XXX-UTESTA-004H_3A-95	XXX-UTESTA-004H_3A-95	FS-C-DRILL-IODP:SO-V	0	27.45	27.45		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-100	XXX-UTESTA-004H_3A-100	XXX-UTESTA-004H_3A-100	FS-C-DRILL-IODP:SO-V	0	27.5	27.5		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-105	XXX-UTESTA-004H_3A-105	XXX-UTESTA-004H_3A-105	FS-C-DRILL-IODP:SO-V	0	27.55	27.55		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-110	XXX-UTESTA-004H_3A-110	XXX-UTESTA-004H_3A-110	FS-C-DRILL-IODP:SO-V	0	27.6	27.6		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-115	XXX-UTESTA-004H_3A-115	XXX-UTESTA-004H_3A-115	FS-C-DRILL-IODP:SO-V	0	27.65	27.65		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-120	XXX-UTESTA-004H_3A-120	XXX-UTESTA-004H_3A-120	FS-C-DRILL-IODP:SO-V	0	27.7	27.7		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-125	XXX-UTESTA-004H_3A-125	XXX-UTESTA-004H_3A-125	FS-C-DRILL-IODP:SO-V	0	27.75	27.75		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-130	XXX-UTESTA-004H_3A-130	XXX-UTESTA-004H_3A-130	FS-C-DRILL-IODP:SO-V	0	27.8	27.8		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-135	XXX-UTESTA-004H_3A-135	XXX-UTESTA-004H_3A-135	FS-C-DRILL-IODP:SO-V	0	27.85	27.85		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-140	XXX-UTESTA-004H_3A-140	XXX-UTESTA-004H_3A-140	FS-C-DRILL-IODP:SO-V	0	27.9	27.9		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-145	XXX-UTESTA-004H_3A-145	XXX-UTESTA-004H_3A-145	FS-C-DRILL-IODP:SO-V	0	27.95	27.95		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_3A-150	XXX-UTESTA-004H_3A-150	XXX-UTESTA-004H_3A-150	FS-C-DRILL-IODP:SO-V	0	28	28		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-0	XXX-UTESTA-004H_4A-0	XXX-UTESTA-004H_4A-0	FS-C-DRILL-IODP:SO-V	0	28	28		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-5	XXX-UTESTA-004H_4A-5	XXX-UTESTA-004H_4A-5	FS-C-DRILL-IODP:SO-V	0	28.05	28.05		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-10	XXX-UTESTA-004H_4A-10	XXX-UTESTA-004H_4A-10	FS-C-DRILL-IODP:SO-V	0	28.1	28.1		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-15	XXX-UTESTA-004H_4A-15	XXX-UTESTA-004H_4A-15	FS-C-DRILL-IODP:SO-V	0	28.15	28.15		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-20	XXX-UTESTA-004H_4A-20	XXX-UTESTA-004H_4A-20	FS-C-DRILL-IODP:SO-V	0	28.2	28.2		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-25	XXX-UTESTA-004H_4A-25	XXX-UTESTA-004H_4A-25	FS-C-DRILL-IODP:SO-V	0	28.25	28.25		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-30	XXX-UTESTA-004H_4A-30	XXX-UTESTA-004H_4A-30	FS-C-DRILL-IODP:SO-V	0	28.3	28.3		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-35	XXX-UTESTA-004H_4A-35	XXX-UTESTA-004H_4A-35	FS-C-DRILL-IODP:SO-V	0	28.35	28.35		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-40	XXX-UTESTA-004H_4A-40	XXX-UTESTA-004H_4A-40	FS-C-DRILL-IODP:SO-V	0	28.4	28.4		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-45	XXX-UTESTA-004H_4A-45	XXX-UTESTA-004H_4A-45	FS-C-DRILL-IODP:SO-V	0	28.45	28.45		0	
This study	XXX	UTESTA		XXX-UTESTA-004H_4A-50	XXX-UTESTA-004H_4A-50	XXX-UTESTA-004H_4A-50	FS-C-DRILL-IODP:SO-V	0	28.5	28.5		0	
