tab 	measurements
measurement	experiment	specimen	sequence	standard	quality	method_codes	treat_step_num	meas_field_dc	magn_moment	timestamp
LP-FORC-conventional_example-13-19	LP-FORC-conventional_example	conventional_example	176	u	g	LP-FORC	176	0.1354891	6.371589e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-13-20	LP-FORC-conventional_example	conventional_example	177	u	g	LP-FORC	177	0.1383301	6.426437e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-13-21	LP-FORC-conventional_example	conventional_example	178	u	g	LP-FORC	178	0.1411528	6.471676e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-13-22	LP-FORC-conventional_example	conventional_example	179	u	g	LP-FORC	179	0.1439783	6.528434e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-13-23	LP-FORC-conventional_example	conventional_example	180	u	g	LP-FORC	180	0.1467994	6.573378e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-13-24	LP-FORC-conventional_example	conventional_example	181	u	g	LP-FORC	181	0.1496258	6.61673e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-13-25	LP-FORC-conventional_example	conventional_example	182	u	g	LP-FORC	182	0.1524573	6.669665e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-0	LP-FORC-conventional_example	conventional_example	183	u	g	LP-FORC	183	0.2370427	7.829026e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-1	LP-FORC-conventional_example	conventional_example	184	u	g	LP-FORC	184	0.08159004	5.116545e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-2	LP-FORC-conventional_example	conventional_example	185	u	g	LP-FORC	185	0.08439629	5.195813e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-3	LP-FORC-conventional_example	conventional_example	186	u	g	LP-FORC	186	0.0872608	5.276555e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-4	LP-FORC-conventional_example	conventional_example	187	u	g	LP-FORC	187	0.09012616	5.366947e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-5	LP-FORC-conventional_example	conventional_example	188	u	g	LP-FORC	188	0.09298616	5.431527e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-6	LP-FORC-conventional_example	conventional_example	189	u	g	LP-FORC	189	0.09583188	5.504153e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-7	LP-FORC-conventional_example	conventional_example	190	u	g	LP-FORC	190	0.0986771	5.584679e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-8	LP-FORC-conventional_example	conventional_example	191	u	g	LP-FORC	191	0.1015136	5.64907e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-9	LP-FORC-conventional_example	conventional_example	192	u	g	LP-FORC	192	0.1043227	5.718945e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-10	LP-FORC-conventional_example	conventional_example	193	u	g	LP-FORC	193	0.1072262	5.786312e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-11	LP-FORC-conventional_example	conventional_example	194	u	g	LP-FORC	194	0.1100346	5.849585e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-12	LP-FORC-conventional_example	conventional_example	195	u	g	LP-FORC	195	0.1128625	5.916794e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-13	LP-FORC-conventional_example	conventional_example	196	u	g	LP-FORC	196	0.1156937	5.976901e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-14	LP-FORC-conventional_example	conventional_example	197	u	g	LP-FORC	197	0.1185182	6.033031e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-15	LP-FORC-conventional_example	conventional_example	198	u	g	LP-FORC	198	0.1213456	6.099791e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-16	LP-FORC-conventional_example	conventional_example	199	u	g	LP-FORC	199	0.1241808	6.152688e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-17	LP-FORC-conventional_example	conventional_example	200	u	g	LP-FORC	200	0.1270092	6.211721e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-18	LP-FORC-conventional_example	conventional_example	201	u	g	LP-FORC	201	0.1298343	6.261169e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-19	LP-FORC-conventional_example	conventional_example	202	u	g	LP-FORC	202	0.1326578	6.326119e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-20	LP-FORC-conventional_example	conventional_example	203	u	g	LP-FORC	203	0.1354914	6.371216e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-21	LP-FORC-conventional_example	conventional_example	204	u	g	LP-FORC	204	0.1383336	6.42479e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-22	LP-FORC-conventional_example	conventional_example	205	u	g	LP-FORC	205	0.1411565	6.467965e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-23	LP-FORC-conventional_example	conventional_example	206	u	g	LP-FORC	206	0.1439848	6.531056e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-24	LP-FORC-conventional_example	conventional_example	207	u	g	LP-FORC	207	0.1468039	6.56843e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-25	LP-FORC-conventional_example	conventional_example	208	u	g	LP-FORC	208	0.149627	6.626874e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-26	LP-FORC-conventional_example	conventional_example	209	u	g	LP-FORC	209	0.1524581	6.666523e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-14-27	LP-FORC-conventional_example	conventional_example	210	u	g	LP-FORC	210	0.1552823	6.717623e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-0	LP-FORC-conventional_example	conventional_example	211	u	g	LP-FORC	211	0.2370438	7.828887e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-1	LP-FORC-conventional_example	conventional_example	212	u	g	LP-FORC	212	0.07877422	5.02559e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-2	LP-FORC-conventional_example	conventional_example	213	u	g	LP-FORC	213	0.08156951	5.109012e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-3	LP-FORC-conventional_example	conventional_example	214	u	g	LP-FORC	214	0.08444413	5.192966e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-4	LP-FORC-conventional_example	conventional_example	215	u	g	LP-FORC	215	0.08729844	5.277064e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-5	LP-FORC-conventional_example	conventional_example	216	u	g	LP-FORC	216	0.09015383	5.355339e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-6	LP-FORC-conventional_example	conventional_example	217	u	g	LP-FORC	217	0.09300626	5.427662e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-7	LP-FORC-conventional_example	conventional_example	218	u	g	LP-FORC	218	0.09585008	5.505085e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-8	LP-FORC-conventional_example	conventional_example	219	u	g	LP-FORC	219	0.09869389	5.577607e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-9	LP-FORC-conventional_example	conventional_example	220	u	g	LP-FORC	220	0.1015299	5.644802e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-10	LP-FORC-conventional_example	conventional_example	221	u	g	LP-FORC	221	0.1043594	5.720217e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-11	LP-FORC-conventional_example	conventional_example	222	u	g	LP-FORC	222	0.1072092	5.779529e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-12	LP-FORC-conventional_example	conventional_example	223	u	g	LP-FORC	223	0.1100414	5.854475e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-13	LP-FORC-conventional_example	conventional_example	224	u	g	LP-FORC	224	0.1128696	5.911346e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-14	LP-FORC-conventional_example	conventional_example	225	u	g	LP-FORC	225	0.1156956	5.975573e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-15	LP-FORC-conventional_example	conventional_example	226	u	g	LP-FORC	226	0.1185202	6.031039e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-16	LP-FORC-conventional_example	conventional_example	227	u	g	LP-FORC	227	0.1213488	6.101236e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-17	LP-FORC-conventional_example	conventional_example	228	u	g	LP-FORC	228	0.1241825	6.156507e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-18	LP-FORC-conventional_example	conventional_example	229	u	g	LP-FORC	229	0.1270097	6.214445e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-19	LP-FORC-conventional_example	conventional_example	230	u	g	LP-FORC	230	0.1298366	6.267821e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-20	LP-FORC-conventional_example	conventional_example	231	u	g	LP-FORC	231	0.1326646	6.320362e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-21	LP-FORC-conventional_example	conventional_example	232	u	g	LP-FORC	232	0.1354949	6.367818e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-22	LP-FORC-conventional_example	conventional_example	233	u	g	LP-FORC	233	0.1383336	6.422514e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-23	LP-FORC-conventional_example	conventional_example	234	u	g	LP-FORC	234	0.1411585	6.481685e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-24	LP-FORC-conventional_example	conventional_example	235	u	g	LP-FORC	235	0.1439864	6.51178e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-25	LP-FORC-conventional_example	conventional_example	236	u	g	LP-FORC	236	0.1468067	6.570311e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-26	LP-FORC-conventional_example	conventional_example	237	u	g	LP-FORC	237	0.14963	6.615602e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-27	LP-FORC-conventional_example	conventional_example	238	u	g	LP-FORC	238	0.1524618	6.668819e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-28	LP-FORC-conventional_example	conventional_example	239	u	g	LP-FORC	239	0.1552827	6.704199e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-15-29	LP-FORC-conventional_example	conventional_example	240	u	g	LP-FORC	240	0.15811	6.757685e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-0	LP-FORC-conventional_example	conventional_example	241	u	g	LP-FORC	241	0.2370441	7.828255e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-1	LP-FORC-conventional_example	conventional_example	242	u	g	LP-FORC	242	0.07594729	4.940299e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-2	LP-FORC-conventional_example	conventional_example	243	u	g	LP-FORC	243	0.07874554	5.017869e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-3	LP-FORC-conventional_example	conventional_example	244	u	g	LP-FORC	244	0.08161846	5.1111e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-4	LP-FORC-conventional_example	conventional_example	245	u	g	LP-FORC	245	0.08447774	5.192209e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-5	LP-FORC-conventional_example	conventional_example	246	u	g	LP-FORC	246	0.08732592	5.275442e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-6	LP-FORC-conventional_example	conventional_example	247	u	g	LP-FORC	247	0.09017619	5.353994e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-7	LP-FORC-conventional_example	conventional_example	248	u	g	LP-FORC	248	0.09302758	5.430736e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-8	LP-FORC-conventional_example	conventional_example	249	u	g	LP-FORC	249	0.09586336	5.507773e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-9	LP-FORC-conventional_example	conventional_example	250	u	g	LP-FORC	250	0.09869917	5.575021e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-10	LP-FORC-conventional_example	conventional_example	251	u	g	LP-FORC	251	0.1015334	5.64108e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-11	LP-FORC-conventional_example	conventional_example	252	u	g	LP-FORC	252	0.1043667	5.718293e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-12	LP-FORC-conventional_example	conventional_example	253	u	g	LP-FORC	253	0.1072149	5.780651e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-13	LP-FORC-conventional_example	conventional_example	254	u	g	LP-FORC	254	0.1100408	5.846227e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-14	LP-FORC-conventional_example	conventional_example	255	u	g	LP-FORC	255	0.1128682	5.913626e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-15	LP-FORC-conventional_example	conventional_example	256	u	g	LP-FORC	256	0.1156984	5.968035e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-16	LP-FORC-conventional_example	conventional_example	257	u	g	LP-FORC	257	0.1185255	6.043015e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-17	LP-FORC-conventional_example	conventional_example	258	u	g	LP-FORC	258	0.1213539	6.088974e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-18	LP-FORC-conventional_example	conventional_example	259	u	g	LP-FORC	259	0.1241833	6.153594e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-19	LP-FORC-conventional_example	conventional_example	260	u	g	LP-FORC	260	0.1270083	6.200822e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-20	LP-FORC-conventional_example	conventional_example	261	u	g	LP-FORC	261	0.129835	6.271332e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-21	LP-FORC-conventional_example	conventional_example	262	u	g	LP-FORC	262	0.132663	6.305431e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-22	LP-FORC-conventional_example	conventional_example	263	u	g	LP-FORC	263	0.1354959	6.373283e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-23	LP-FORC-conventional_example	conventional_example	264	u	g	LP-FORC	264	0.1383319	6.426588e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-24	LP-FORC-conventional_example	conventional_example	265	u	g	LP-FORC	265	0.1411564	6.468077e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-25	LP-FORC-conventional_example	conventional_example	266	u	g	LP-FORC	266	0.1439862	6.520348e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-26	LP-FORC-conventional_example	conventional_example	267	u	g	LP-FORC	267	0.1468073	6.565907e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-27	LP-FORC-conventional_example	conventional_example	268	u	g	LP-FORC	268	0.1496286	6.608338e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-28	LP-FORC-conventional_example	conventional_example	269	u	g	LP-FORC	269	0.1524614	6.663101e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-29	LP-FORC-conventional_example	conventional_example	270	u	g	LP-FORC	270	0.1552871	6.714494e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-30	LP-FORC-conventional_example	conventional_example	271	u	g	LP-FORC	271	0.1581146	6.752871e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-16-31	LP-FORC-conventional_example	conventional_example	272	u	g	LP-FORC	272	0.1609415	6.796907e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-0	LP-FORC-conventional_example	conventional_example	273	u	g	LP-FORC	273	0.2370442	7.827942e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-1	LP-FORC-conventional_example	conventional_example	274	u	g	LP-FORC	274	0.07310734	4.85042e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-2	LP-FORC-conventional_example	conventional_example	275	u	g	LP-FORC	275	0.07591212	4.937623e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-3	LP-FORC-conventional_example	conventional_example	276	u	g	LP-FORC	276	0.07879681	5.020554e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-4	LP-FORC-conventional_example	conventional_example	277	u	g	LP-FORC	277	0.08165602	5.106819e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-5	LP-FORC-conventional_example	conventional_example	278	u	g	LP-FORC	278	0.08450761	5.19311e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-6	LP-FORC-conventional_example	conventional_example	279	u	g	LP-FORC	279	0.08734689	5.270966e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-7	LP-FORC-conventional_example	conventional_example	280	u	g	LP-FORC	280	0.09019091	5.348839e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-8	LP-FORC-conventional_example	conventional_example	281	u	g	LP-FORC	281	0.09304027	5.42722e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-9	LP-FORC-conventional_example	conventional_example	282	u	g	LP-FORC	282	0.09587508	5.503433e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-10	LP-FORC-conventional_example	conventional_example	283	u	g	LP-FORC	283	0.09870889	5.569501e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-11	LP-FORC-conventional_example	conventional_example	284	u	g	LP-FORC	284	0.1015395	5.641338e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-12	LP-FORC-conventional_example	conventional_example	285	u	g	LP-FORC	285	0.1043698	5.718169e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-13	LP-FORC-conventional_example	conventional_example	286	u	g	LP-FORC	286	0.1072185	5.783273e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-14	LP-FORC-conventional_example	conventional_example	287	u	g	LP-FORC	287	0.1100488	5.843938e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-15	LP-FORC-conventional_example	conventional_example	288	u	g	LP-FORC	288	0.1128777	5.907134e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-16	LP-FORC-conventional_example	conventional_example	289	u	g	LP-FORC	289	0.1157019	5.976611e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-17	LP-FORC-conventional_example	conventional_example	290	u	g	LP-FORC	290	0.1185245	6.032509e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-18	LP-FORC-conventional_example	conventional_example	291	u	g	LP-FORC	291	0.1213525	6.093254e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-19	LP-FORC-conventional_example	conventional_example	292	u	g	LP-FORC	292	0.1241876	6.148544e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-20	LP-FORC-conventional_example	conventional_example	293	u	g	LP-FORC	293	0.1270139	6.207916e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-21	LP-FORC-conventional_example	conventional_example	294	u	g	LP-FORC	294	0.1298372	6.257975e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-22	LP-FORC-conventional_example	conventional_example	295	u	g	LP-FORC	295	0.1326639	6.317279e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-23	LP-FORC-conventional_example	conventional_example	296	u	g	LP-FORC	296	0.1354948	6.371321e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-24	LP-FORC-conventional_example	conventional_example	297	u	g	LP-FORC	297	0.1383355	6.420303e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-25	LP-FORC-conventional_example	conventional_example	298	u	g	LP-FORC	298	0.1411576	6.469116e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-26	LP-FORC-conventional_example	conventional_example	299	u	g	LP-FORC	299	0.143986	6.520298e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-27	LP-FORC-conventional_example	conventional_example	300	u	g	LP-FORC	300	0.1468044	6.569065e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-28	LP-FORC-conventional_example	conventional_example	301	u	g	LP-FORC	301	0.149629	6.624009e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-29	LP-FORC-conventional_example	conventional_example	302	u	g	LP-FORC	302	0.1524615	6.661745e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-30	LP-FORC-conventional_example	conventional_example	303	u	g	LP-FORC	303	0.1552894	6.703356e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-31	LP-FORC-conventional_example	conventional_example	304	u	g	LP-FORC	304	0.1581129	6.7517e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-32	LP-FORC-conventional_example	conventional_example	305	u	g	LP-FORC	305	0.1609412	6.793968e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-17-33	LP-FORC-conventional_example	conventional_example	306	u	g	LP-FORC	306	0.1637621	6.848882e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-18-0	LP-FORC-conventional_example	conventional_example	307	u	g	LP-FORC	307	0.2370453	7.827086e-07	2016-04-13T13:20:00
