tab 	sites
citations	composite_depth	core_depth	geologic_classes	geologic_types	lithologies	location	site
This study	91.35	91.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.35
This study	91.4	91.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.4
This study	91.45	91.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.45
This study	91.5	91.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.5
This study	91.55	91.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.55
This study	91.6	91.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.6
This study	91.65	91.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.65
This study	91.7	91.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.7
This study	91.75	91.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.75
This study	91.8	91.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.8
This study	91.85	91.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.85
This study	91.9	91.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.9
This study	91.95	91.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-0.95
This study	92	92	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-1
This study	92.05	92.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-1.05
This study	92.1	92.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-1.1
This study	92.15	92.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-1.15
This study	92.2	92.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-1.2
This study	92.25	92.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-1.25
This study	92.3	92.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-1.3
This study	92.35	92.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-1.35
This study	92.4	92.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-1.4
This study	92.45	92.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_5A-1.45
This study	92.6	92.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.1
This study	92.65	92.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.15
This study	92.7	92.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.2
This study	92.75	92.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.25
This study	92.8	92.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.3
This study	92.85	92.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.35
This study	92.9	92.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.4
This study	92.95	92.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.45
This study	93	93	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.5
This study	93.05	93.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.55
This study	93.1	93.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.6
This study	93.15	93.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.65
This study	93.2	93.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.7
This study	93.25	93.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.75
This study	93.3	93.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.8
This study	93.35	93.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.85
This study	93.4	93.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.9
This study	93.45	93.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-0.95
This study	93.5	93.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-1
This study	93.55	93.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-1.05
This study	93.6	93.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-1.1
This study	93.65	93.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-1.15
This study	93.7	93.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-1.2
This study	93.75	93.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-1.25
This study	93.8	93.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-1.3
This study	93.85	93.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-1.35
This study	93.9	93.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-1.4
This study	93.95	93.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_6A-1.45
This study	94.1	94.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.1
This study	94.15	94.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.15
This study	94.2	94.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.2
This study	94.25	94.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.25
This study	94.3	94.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.3
This study	94.35	94.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.35
This study	94.4	94.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.4
This study	94.45	94.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.45
This study	94.5	94.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.5
This study	94.55	94.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.55
This study	94.6	94.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.6
This study	94.65	94.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.65
This study	94.7	94.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-010H_7A-0.7
This study	95.25	95.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-1-W-75
This study	95.25	95.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-1-W-75a
This study	96.95	96.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-2-W-95
This study	96.95	96.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-2-W-95a
This study	98.32	98.32	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-3-W-82
This study	98.32	98.32	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-3-W-82a
This study	99.99	99.99	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-4-W-99
This study	99.99	99.99	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-4-W-99a
This study	101.42	101.42	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-5-W-92
This study	101.42	101.42	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-5-W-92a
This study	102.77	102.77	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-6-W-77
This study	102.77	102.77	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H-6-W-77a
This study	94.6	94.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.1
This study	94.65	94.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.15
This study	94.7	94.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.2
This study	94.75	94.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.25
This study	94.8	94.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.3
This study	94.85	94.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.35
This study	94.9	94.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.4
This study	94.95	94.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.45
This study	95	95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.5
This study	95.05	95.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.55
This study	95.1	95.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.6
This study	95.15	95.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.65
This study	95.2	95.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.7
This study	95.25	95.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.75
This study	95.3	95.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.8
This study	95.35	95.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.85
This study	95.4	95.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.9
This study	95.45	95.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-0.95
This study	95.5	95.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-1
This study	95.55	95.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-1.05
This study	95.6	95.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-1.1
This study	95.65	95.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-1.15
This study	95.7	95.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-1.2
This study	95.75	95.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-1.25
This study	95.8	95.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-1.3
This study	95.85	95.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-1.35
This study	95.9	95.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-1.4
This study	95.95	95.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_1A-1.45
This study	96.1	96.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.1
This study	96.15	96.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.15
This study	96.2	96.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.2
This study	96.25	96.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.25
This study	96.3	96.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.3
This study	96.35	96.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.35
This study	96.4	96.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.4
This study	96.45	96.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.45
This study	96.5	96.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.5
This study	96.55	96.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.55
This study	96.6	96.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.6
This study	96.65	96.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.65
This study	96.7	96.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.7
This study	96.75	96.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.75
This study	96.8	96.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.8
This study	96.85	96.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.85
This study	96.9	96.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.9
This study	96.95	96.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-0.95
This study	97	97	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-1
This study	97.05	97.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-1.05
This study	97.1	97.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-1.1
This study	97.15	97.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-1.15
This study	97.2	97.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-1.2
This study	97.25	97.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-1.25
This study	97.3	97.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-1.3
This study	97.35	97.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-1.35
This study	97.4	97.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-1.4
This study	97.45	97.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_2A-1.45
This study	97.6	97.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.1
This study	97.65	97.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.15
This study	97.7	97.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.2
This study	97.75	97.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.25
This study	97.8	97.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.3
This study	97.85	97.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.35
This study	97.9	97.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.4
This study	97.95	97.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.45
This study	98	98	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.5
This study	98.05	98.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.55
This study	98.1	98.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.6
This study	98.15	98.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.65
This study	98.2	98.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.7
This study	98.25	98.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.75
This study	98.3	98.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.8
This study	98.35	98.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.85
This study	98.4	98.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.9
This study	98.45	98.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-0.95
This study	98.5	98.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-1
This study	98.55	98.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-1.05
This study	98.6	98.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-1.1
This study	98.65	98.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-1.15
This study	98.7	98.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-1.2
This study	98.75	98.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-1.25
This study	98.8	98.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-1.3
This study	98.85	98.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-1.35
This study	98.9	98.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-1.4
This study	98.95	98.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_3A-1.45
This study	99.1	99.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.1
This study	99.15	99.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.15
This study	99.2	99.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.2
This study	99.25	99.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.25
This study	99.3	99.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.3
This study	99.35	99.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.35
This study	99.4	99.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.4
This study	99.45	99.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.45
This study	99.5	99.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.5
This study	99.55	99.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.55
This study	99.6	99.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.6
This study	99.65	99.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.65
This study	99.7	99.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.7
This study	99.75	99.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.75
This study	99.8	99.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.8
This study	99.85	99.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.85
This study	99.9	99.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.9
This study	99.95	99.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-0.95
This study	100	100	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-1
This study	100.05	100.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-1.05
This study	100.1	100.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-1.1
This study	100.15	100.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-1.15
This study	100.2	100.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-1.2
This study	100.25	100.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-1.25
This study	100.3	100.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-1.3
This study	100.35	100.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-1.35
This study	100.4	100.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-1.4
This study	100.45	100.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_4A-1.45
This study	100.6	100.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.1
This study	100.65	100.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.15
This study	100.7	100.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.2
This study	100.75	100.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.25
This study	100.8	100.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.3
This study	100.85	100.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.35
This study	100.9	100.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.4
This study	100.95	100.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.45
This study	101	101	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.5
This study	101.05	101.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.55
This study	101.1	101.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.6
This study	101.15	101.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.65
This study	101.2	101.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.7
This study	101.25	101.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.75
This study	101.3	101.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.8
This study	101.35	101.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.85
This study	101.4	101.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.9
This study	101.45	101.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-0.95
This study	101.5	101.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-1
This study	101.55	101.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-1.05
This study	101.6	101.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-1.1
This study	101.65	101.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-1.15
This study	101.7	101.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-1.2
This study	101.75	101.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-1.25
This study	101.8	101.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-1.3
This study	101.85	101.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-1.35
This study	101.9	101.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-1.4
This study	101.95	101.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-011H_5A-1.45
This study	107.18	107.18	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-012H-4-W-91
This study	107.18	107.18	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-012H-4-W-91a
