tab	specimens
specimen	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_k	dir_k_ratio	dir_n_comps	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	lithologies	description	scientists	int_rel	citations	method_codes	result_quality	result_type	specimen_alternatives	volume	weight
26-2-109	26-2-109															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2086.0	1e-06	0.001166
26-2-112	26-2-112															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2087.0	1e-06	0.00122
26-2-112	26-2-112					20.5	-55.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0021850000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-115	26-2-115															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2088.0	1e-06	0.001929
26-2-115	26-2-115					337.2	-63.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001324	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-117	26-2-117															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2089.0	1e-06	0.001258
26-2-117	26-2-117					321.5	-35.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0009295	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-120	26-2-120															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2090.0	1e-06	0.001607
26-2-120	26-2-120					247.2	-36.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-122	26-2-122															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2091.0	1e-06	0.001691
26-2-122	26-2-122					264.1	-4.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0008012000000000001	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-125	26-2-125					244.1	16.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001397	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-125	26-2-125															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2092.0	1e-06	0.001714
26-2-128	26-2-128															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2093.0	1e-06	0.001644
26-2-128	26-2-128					260.6	45.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001334	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-131	26-2-131															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2094.0	1e-06	0.001586
26-2-131	26-2-131					233.9	46.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002618	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-136	26-2-136					236.5	55.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002579	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-136	26-2-136															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2095.0	1e-06	0.001702
26-2-139	26-2-139					252.1	26.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001519	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-139	26-2-139															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2096.0	1e-06	0.001542
26-2-142	26-2-142					245.7	30.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001825	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-142	26-2-142															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2097.0	1e-06	0.0016309999999999999
26-2-146	26-2-146					253.3	36.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001626	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-146	26-2-146															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2098.0	1e-06	0.0016809999999999998
26-2-149	26-2-149															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2099.0	1e-06	0.001475
26-2-149	26-2-149					253.4	24.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002075	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-001	26-3-001															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2100.0	1e-06	0.001204
26-3-001	26-3-001					274.5	49.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001379	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-004	26-3-004					250.7	30.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001477	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-004	26-3-004															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2101.0	1e-06	0.001374
26-3-007	26-3-007															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2102.0	1e-06	0.0015539999999999998
26-3-007	26-3-007					254.0	44.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002059	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-011	26-3-011															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2103.0	1e-06	0.0017
26-3-011	26-3-011					243.7	46.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001657	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-014	26-3-014															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2104.0	1e-06	0.001456
26-3-014	26-3-014					249.2	46.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002441	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-017	26-3-017					249.5	47.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002321	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-017	26-3-017															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2105.0	1e-06	0.001418
26-3-021	26-3-021					238.8	41.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0027559999999999998	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-021	26-3-021															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2106.0	1e-06	0.0015710000000000001
26-3-024	26-3-024					237.6	49.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002538	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-024	26-3-024															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2107.0	1e-06	0.001516
26-3-030	26-3-030					247.5	57.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002088	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-030	26-3-030															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2109.0	1e-06	0.001545
26-3-033	26-3-033					266.1	42.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0017879999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-033	26-3-033															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2110.0	1e-06	0.001678
26-3-036	26-3-036					288.1	28.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0014529999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-036	26-3-036															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2111.0	1e-06	0.0017469999999999999
26-3-039	26-3-039					334.4	-13.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001314	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-039	26-3-039															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2112.0	1e-06	0.001289
26-3-043	26-3-043					7.6	-38.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001465	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-043	26-3-043															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2113.0	1e-06	0.001648
26-3-046	26-3-046					355.1	-34.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001352	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-046	26-3-046															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2114.0	1e-06	0.001541
26-3-049	26-3-049					26.8	-48.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0016170000000000002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-049	26-3-049															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2115.0	1e-06	0.001772
26-3-052	26-3-052															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2116.0	1e-06	0.001373
26-3-052	26-3-052					4.8	-21.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001372	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-055	26-3-055					19.7	-37.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00148	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-055	26-3-055															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2117.0	1e-06	0.001638
26-3-057	26-3-057															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2118.0	1e-06	0.001436
26-3-057	26-3-057					17.6	-55.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001989	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-060	26-3-060					325.6	-52.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001945	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-060	26-3-060															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2119.0	1e-06	0.001466
26-3-063	26-3-063					33.6	-47.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002663	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-063	26-3-063															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2120.0	1e-06	0.001556
26-3-065	26-3-065					344.3	-47.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002484	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-065	26-3-065															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2121.0	1e-06	0.00172
26-3-068	26-3-068															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2122.0	1e-06	0.001756
26-3-068	26-3-068					3.1	-32.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0028699999999999997	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-072	26-3-072					333.7	-36.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001546	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-072	26-3-072															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2123.0	1e-06	0.001465
26-3-075	26-3-075					346.6	-41.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001458	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-075	26-3-075															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2124.0	1e-06	0.00157
26-3-078	26-3-078					17.3	-40.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001603	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-078	26-3-078															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2125.0	1e-06	0.0016300000000000002
26-3-080	26-3-080					344.0	-35.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001181	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-080	26-3-080															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2126.0	1e-06	0.001132
26-3-084	26-3-084					2.9	-42.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00235	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-084	26-3-084															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2127.0	1e-06	0.00168
26-3-086	26-3-086					22.5	-54.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002363	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-086	26-3-086															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2128.0	1e-06	0.001545
26-3-090	26-3-090					35.2	-57.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0018989999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-090	26-3-090															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2129.0	1e-06	0.0015660000000000001
26-3-093	26-3-093					340.7	-52.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0017670000000000001	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-093	26-3-093															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2130.0	1e-06	0.0013830000000000001
26-3-096	26-3-096															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2131.0	1e-06	0.001594
26-3-096	26-3-096					6.1	-42.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001674	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-099	26-3-099															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2132.0	1e-06	0.001539
26-3-099	26-3-099					12.0	-65.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001444	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-101	26-3-101					355.3	-51.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00215	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-101	26-3-101															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2133.0	1e-06	0.001301
26-3-105	26-3-105															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2134.0	1e-06	0.001759
26-3-105	26-3-105					359.1	-42.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002448	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-108	26-3-108					330.9	-75.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002582	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-108	26-3-108															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2135.0	1e-06	0.0009660000000000001
26-3-110	26-3-110					359.2	-70.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00227	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-110	26-3-110															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2136.0	1e-06	0.0016640000000000001
26-3-114	26-3-114					356.7	-63.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002495	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-114	26-3-114															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2137.0	1e-06	0.0015689999999999999
26-3-117	26-3-117															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2138.0	1e-06	0.001634
26-3-117	26-3-117					355.2	-48.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002398	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-120	26-3-120															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2139.0	1e-06	0.0012929999999999999
26-3-120	26-3-120					350.0	-36.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0017010000000000007	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-3-122	26-3-122															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2140.0	1e-06	0.001166
26-3-122	26-3-122					357.5	-45.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001745	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
27-1-023	27-1-023															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	1180.0	1e-06	0.001446
27-1-023	27-1-023					34.8	-51.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003703	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
27-1-027	27-1-027															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	1181.0	1e-06	0.001025
27-1-027	27-1-027					32.8	-46.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002034	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
27-1-030	27-1-030															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	1182.0	1e-06	0.001219
27-1-030	27-1-030					14.9	-35.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003102	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
27-1-033	27-1-033															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	1183.0	1e-06	0.001403
27-1-033	27-1-033					16.6	-36.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0029219999999999997	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
