tab	sites
site	location	age_unit	composite_depth	core_depth	height	lat	lon	geologic_classes	geologic_types	lithologies	citations	method_codes	result_quality	result_type
318-U1361A-010H_5A-1.2	U1361A		92.2	92.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_5A-1.25	U1361A		92.25	92.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_5A-1.3	U1361A		92.3	92.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_5A-1.35	U1361A		92.35	92.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_5A-1.4	U1361A		92.4	92.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_5A-1.45	U1361A		92.45	92.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.1	U1361A		92.6	92.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.15	U1361A		92.65	92.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.2	U1361A		92.7	92.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.25	U1361A		92.75	92.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.3	U1361A		92.8	92.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.35	U1361A		92.85	92.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.4	U1361A		92.9	92.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.45	U1361A		92.95	92.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.5	U1361A		93.0	93.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.55	U1361A		93.05	93.05		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.6	U1361A		93.1	93.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.65	U1361A		93.15	93.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.7	U1361A		93.2	93.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.75	U1361A		93.25	93.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.8	U1361A		93.3	93.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.85	U1361A		93.35	93.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.9	U1361A		93.4	93.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-0.95	U1361A		93.45	93.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-1	U1361A		93.5	93.5		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-1.05	U1361A		93.55	93.55		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-1.1	U1361A		93.6	93.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-1.15	U1361A		93.65	93.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-1.2	U1361A		93.7	93.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-1.25	U1361A		93.75	93.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-1.3	U1361A		93.8	93.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-1.35	U1361A		93.85	93.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-1.4	U1361A		93.9	93.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_6A-1.45	U1361A		93.95	93.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.1	U1361A		94.1	94.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.15	U1361A		94.15	94.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.2	U1361A		94.2	94.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.25	U1361A		94.25	94.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.3	U1361A		94.3	94.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.35	U1361A		94.35	94.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.4	U1361A		94.4	94.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.45	U1361A		94.45	94.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.5	U1361A		94.5	94.5		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.55	U1361A		94.55	94.55		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.6	U1361A		94.6	94.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.65	U1361A		94.65	94.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-010H_7A-0.7	U1361A		94.7	94.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-1-W-75	U1361A		95.25	95.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-1-W-75a	U1361A		95.25	95.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-2-W-95	U1361A		96.95	96.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-2-W-95a	U1361A		96.95	96.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-3-W-82	U1361A		98.32	98.32		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-3-W-82a	U1361A		98.32	98.32		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-4-W-99	U1361A		99.99	99.99		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-4-W-99a	U1361A		99.99	99.99		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-5-W-92	U1361A		101.42	101.42		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-5-W-92a	U1361A		101.42	101.42		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-6-W-77	U1361A		102.77	102.77		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H-6-W-77a	U1361A		102.77	102.77		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.1	U1361A		94.6	94.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.15	U1361A		94.65	94.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.2	U1361A		94.7	94.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.25	U1361A		94.75	94.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.3	U1361A		94.8	94.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.35	U1361A		94.85	94.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.4	U1361A		94.9	94.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.45	U1361A		94.95	94.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.5	U1361A		95.0	95.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.55	U1361A		95.05	95.05		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.6	U1361A		95.1	95.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.65	U1361A		95.15	95.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.7	U1361A		95.2	95.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.75	U1361A		95.25	95.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.8	U1361A		95.3	95.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.85	U1361A		95.35	95.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.9	U1361A		95.4	95.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-0.95	U1361A		95.45	95.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-1	U1361A		95.5	95.5		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-1.05	U1361A		95.55	95.55		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-1.1	U1361A		95.6	95.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-1.15	U1361A		95.65	95.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-1.2	U1361A		95.7	95.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-1.25	U1361A		95.75	95.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-1.3	U1361A		95.8	95.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-1.35	U1361A		95.85	95.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-1.4	U1361A		95.9	95.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_1A-1.45	U1361A		95.95	95.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.1	U1361A		96.1	96.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.15	U1361A		96.15	96.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.2	U1361A		96.2	96.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.25	U1361A		96.25	96.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.3	U1361A		96.3	96.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.35	U1361A		96.35	96.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.4	U1361A		96.4	96.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.45	U1361A		96.45	96.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.5	U1361A		96.5	96.5		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.55	U1361A		96.55	96.55		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.6	U1361A		96.6	96.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.65	U1361A		96.65	96.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.7	U1361A		96.7	96.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.75	U1361A		96.75	96.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.8	U1361A		96.8	96.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.85	U1361A		96.85	96.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.9	U1361A		96.9	96.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-0.95	U1361A		96.95	96.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-1	U1361A		97.0	97.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-1.05	U1361A		97.05	97.05		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-1.1	U1361A		97.1	97.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-1.15	U1361A		97.15	97.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-1.2	U1361A		97.2	97.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-1.25	U1361A		97.25	97.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-1.3	U1361A		97.3	97.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-1.35	U1361A		97.35	97.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-1.4	U1361A		97.4	97.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_2A-1.45	U1361A		97.45	97.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.1	U1361A		97.6	97.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.15	U1361A		97.65	97.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.2	U1361A		97.7	97.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.25	U1361A		97.75	97.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.3	U1361A		97.8	97.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.35	U1361A		97.85	97.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.4	U1361A		97.9	97.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.45	U1361A		97.95	97.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.5	U1361A		98.0	98.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.55	U1361A		98.05	98.05		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.6	U1361A		98.1	98.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.65	U1361A		98.15	98.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.7	U1361A		98.2	98.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.75	U1361A		98.25	98.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.8	U1361A		98.3	98.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.85	U1361A		98.35	98.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.9	U1361A		98.4	98.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-0.95	U1361A		98.45	98.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-1	U1361A		98.5	98.5		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-1.05	U1361A		98.55	98.55		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-1.1	U1361A		98.6	98.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-1.15	U1361A		98.65	98.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-1.2	U1361A		98.7	98.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-1.25	U1361A		98.75	98.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-1.3	U1361A		98.8	98.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-1.35	U1361A		98.85	98.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-1.4	U1361A		98.9	98.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_3A-1.45	U1361A		98.95	98.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.1	U1361A		99.1	99.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.15	U1361A		99.15	99.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.2	U1361A		99.2	99.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.25	U1361A		99.25	99.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.3	U1361A		99.3	99.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.35	U1361A		99.35	99.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.4	U1361A		99.4	99.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.45	U1361A		99.45	99.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.5	U1361A		99.5	99.5		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.55	U1361A		99.55	99.55		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.6	U1361A		99.6	99.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.65	U1361A		99.65	99.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.7	U1361A		99.7	99.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.75	U1361A		99.75	99.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.8	U1361A		99.8	99.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.85	U1361A		99.85	99.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.9	U1361A		99.9	99.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-0.95	U1361A		99.95	99.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-1	U1361A		100.0	100.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-1.05	U1361A		100.05	100.05		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-1.1	U1361A		100.1	100.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-1.15	U1361A		100.15	100.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-1.2	U1361A		100.2	100.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-1.25	U1361A		100.25	100.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-1.3	U1361A		100.3	100.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-1.35	U1361A		100.35	100.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-1.4	U1361A		100.4	100.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_4A-1.45	U1361A		100.45	100.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.1	U1361A		100.6	100.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.15	U1361A		100.65	100.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.2	U1361A		100.7	100.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.25	U1361A		100.75	100.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.3	U1361A		100.8	100.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.35	U1361A		100.85	100.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.4	U1361A		100.9	100.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
