tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_class	sample_declination_correction	sample_description	sample_dip	sample_lat	sample_lithology	sample_lon	sample_orientation_flag	sample_type
This study	McMurdo	mc116i	mc116	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	160.2	Igneous : Extrusive	0		-82	-78.222	Basalt	162.744	g	Lava Flow
This study	McMurdo	mc116j	mc116	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	160.9	Igneous : Extrusive	0		-82	-78.222	Basalt	162.744	g	Lava Flow
This study	McMurdo	mc117a	mc117	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	181.6	Igneous : Extrusive	0		-44	-78.235	Basalt	162.973	g	Lava Flow
This study	McMurdo	mc117b	mc117	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	183.4	Igneous : Extrusive	0		-43	-78.235	Basalt	162.973	g	Lava Flow
This study	McMurdo	mc117d	mc117	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	182.9	Igneous : Extrusive	0		-60	-78.235	Basalt	162.973	g	Lava Flow
This study	McMurdo	mc117e	mc117	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	189.9	Igneous : Extrusive	0		-54	-78.235	Basalt	162.973	g	Lava Flow
This study	McMurdo	mc117h	mc117	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	163.1	Igneous : Extrusive	0		-50	-78.235	Basalt	162.973	g	Lava Flow
This study	McMurdo	mc118a	mc118	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	301.9	Igneous : Extrusive	0		-71	-78.241	Basalt	163.141	g	Lava Flow
This study	McMurdo	mc118c	mc118	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	306.9	Igneous : Extrusive	0		-82	-78.241	Basalt	163.141	g	Lava Flow
This study	McMurdo	mc118d	mc118	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	315.1	Igneous : Extrusive	0		-81	-78.241	Basalt	163.141	g	Lava Flow
This study	McMurdo	mc118e	mc118	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	299.9	Igneous : Extrusive	0		-83	-78.241	Basalt	163.141	g	Lava Flow
This study	McMurdo	mc118f	mc118	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	302.9	Igneous : Extrusive	0		-85.5	-78.241	Basalt	163.141	g	Lava Flow
This study	McMurdo	mc118i	mc118	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	303.9	Igneous : Extrusive	0		-78	-78.241	Basalt	163.141	g	Lava Flow
This study	McMurdo	mc118l	mc118	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	233.4	Igneous : Extrusive	0		-88	-78.241	Basalt	163.141	g	Lava Flow
This study	McMurdo	mc119a	mc119	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	91.4	Igneous : Extrusive	0		-70	-78.239	Basalt	162.957	g	Lava Flow
This study	McMurdo	mc119b	mc119	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	88.1	Igneous : Extrusive	0		-71.5	-78.239	Basalt	162.957	g	Lava Flow
This study	McMurdo	mc119d	mc119	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	90.9	Igneous : Extrusive	0		-86	-78.239	Basalt	162.957	g	Lava Flow
This study	McMurdo	mc119e	mc119	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	106.6	Igneous : Extrusive	0		-77	-78.239	Basalt	162.957	g	Lava Flow
This study	McMurdo	mc119f	mc119	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	113.1	Igneous : Extrusive	0		-71.5	-78.239	Basalt	162.957	g	Lava Flow
This study	McMurdo	mc11a	mc11	FS-FD:SO-SIGHT	253	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-79	-77.57	Basalt	166.23	g	Lava Flow
This study	McMurdo	mc11b	mc11	FS-FD:SO-SIGHT	231	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-77	-77.57	Basalt	166.23	g	Lava Flow
This study	McMurdo	mc11c	mc11	FS-FD:SO-SIGHT	238	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-65	-77.57	Basalt	166.23	g	Lava Flow
This study	McMurdo	mc11d	mc11	FS-FD:SO-SIGHT	203	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-45	-77.57	Basalt	166.23	g	Lava Flow
This study	McMurdo	mc11e	mc11	FS-FD:SO-SIGHT	199	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-35	-77.57	Basalt	166.23	g	Lava Flow
This study	McMurdo	mc11f	mc11	FS-FD:SO-SIGHT	197	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-47	-77.57	Basalt	166.23	g	Lava Flow
This study	McMurdo	mc11g	mc11	FS-FD:SO-SIGHT	254	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-88	-77.57	Basalt	166.23	g	Lava Flow
This study	McMurdo	mc11h	mc11	FS-FD:SO-SIGHT	195	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-34	-77.57	Basalt	166.23	g	Lava Flow
This study	McMurdo	mc120a	mc120	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	198.8	Igneous : Extrusive	0		-35.5	-78.241	Basalt	163.092	g	Lava Flow
This study	McMurdo	mc120b	mc120	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	223.8	Igneous : Extrusive	0		-20.5	-78.241	Basalt	163.092	g	Lava Flow
This study	McMurdo	mc120c	mc120	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	213.8	Igneous : Extrusive	0		-42.5	-78.241	Basalt	163.092	g	Lava Flow
This study	McMurdo	mc120f	mc120	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	159.3	Igneous : Extrusive	0		-66	-78.241	Basalt	163.092	g	Lava Flow
This study	McMurdo	mc120j	mc120	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	138.3	Igneous : Extrusive	0		-57	-78.241	Basalt	163.092	g	Lava Flow
This study	McMurdo	mc120l	mc120	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	113.8	Igneous : Extrusive	0		-48	-78.241	Basalt	163.092	g	Lava Flow
This study	McMurdo	mc120m	mc120	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	127.3	Igneous : Extrusive	0		-56	-78.241	Basalt	163.092	g	Lava Flow
This study	McMurdo	mc121a	mc121	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	198.2	Igneous : Extrusive	0		-71	-78.235	Basalt	162.954	g	Lava Flow
This study	McMurdo	mc121c	mc121	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	181.2	Igneous : Extrusive	0		-77	-78.235	Basalt	162.954	g	Lava Flow
This study	McMurdo	mc121d	mc121	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	187.7	Igneous : Extrusive	0		-76	-78.235	Basalt	162.954	g	Lava Flow
This study	McMurdo	mc121e	mc121	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	156.2	Igneous : Extrusive	0		-73	-78.235	Basalt	162.954	g	Lava Flow
This study	McMurdo	mc121f	mc121	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	162.7	Igneous : Extrusive	0		-74	-78.235	Basalt	162.954	g	Lava Flow
This study	McMurdo	mc121g	mc121	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	195.5	Igneous : Extrusive	0		-27.5	-78.235	Basalt	162.954	g	Lava Flow
This study	McMurdo	mc121i	mc121	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	200.2	Igneous : Extrusive	0		-25	-78.235	Basalt	162.954	g	Lava Flow
This study	McMurdo	mc121k	mc121	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	194.7	Igneous : Extrusive	0		-35.5	-78.235	Basalt	162.954	g	Lava Flow
This study	McMurdo	mc122a	mc122	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	22	Igneous : Extrusive	0		-13	-78.187	Basalt	163.58	g	Lava Flow
This study	McMurdo	mc122b	mc122	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	55	Igneous : Extrusive	0		-9	-78.187	Basalt	163.58	g	Lava Flow
This study	McMurdo	mc122c	mc122	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	146.4	Igneous : Extrusive	0		-38	-78.187	Basalt	163.58	g	Lava Flow
This study	McMurdo	mc122d	mc122	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	165	Igneous : Extrusive	0		-39	-78.187	Basalt	163.58	g	Lava Flow
This study	McMurdo	mc122k	mc122	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	170.5	Igneous : Extrusive	0		-22.5	-78.187	Basalt	163.58	g	Lava Flow
This study	McMurdo	mc123a	mc123	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	35.8	Igneous : Extrusive	0		-38	-78.254	Basalt	163.729	g	Lava Flow
This study	McMurdo	mc123b	mc123	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	18.3	Igneous : Extrusive	0		-30	-78.254	Basalt	163.729	g	Lava Flow
This study	McMurdo	mc123c	mc123	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	44.5	Igneous : Extrusive	0		-39	-78.254	Basalt	163.729	g	Lava Flow
This study	McMurdo	mc123f	mc123	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	164	Igneous : Extrusive	0		-39	-78.254	Basalt	163.729	g	Lava Flow
This study	McMurdo	mc123j	mc123	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	79.3	Igneous : Extrusive	0		-29	-78.254	Basalt	163.729	g	Lava Flow
This study	McMurdo	mc124a	mc124	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	138.1	Igneous : Extrusive	0		-16	-78.186	Basalt	163.567	g	Lava Flow
This study	McMurdo	mc124d	mc124	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	131.1	Igneous : Extrusive	0		-9.5	-78.186	Basalt	163.567	g	Lava Flow
This study	McMurdo	mc124f	mc124	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	145.4	Igneous : Extrusive	0		-26	-78.186	Basalt	163.567	g	Lava Flow
This study	McMurdo	mc124g	mc124	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	83.9	Igneous : Extrusive	0		-23.5	-78.186	Basalt	163.567	g	Lava Flow
This study	McMurdo	mc124j	mc124	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	121.3	Igneous : Extrusive	0		-24	-78.186	Basalt	163.567	g	Lava Flow
This study	McMurdo	mc124l	mc124	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	156.3	Igneous : Extrusive	0		-47	-78.186	Basalt	163.567	g	Lava Flow
This study	McMurdo	mc125a	mc125	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	185.5	Igneous : Intrusive	0		-38.5	-78.254	Basalt	163.73	g	Volcanic Dike
This study	McMurdo	mc125b	mc125	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	160.2	Igneous : Intrusive	0		-52	-78.254	Basalt	163.73	g	Volcanic Dike
This study	McMurdo	mc125c	mc125	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	167.4	Igneous : Intrusive	0		-36.5	-78.254	Basalt	163.73	g	Volcanic Dike
This study	McMurdo	mc125d	mc125	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	154.6	Igneous : Intrusive	0		-41	-78.254	Basalt	163.73	g	Volcanic Dike
This study	McMurdo	mc125e	mc125	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	154.4	Igneous : Intrusive	0		-34	-78.254	Basalt	163.73	g	Volcanic Dike
This study	McMurdo	mc125g	mc125	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	110.6	Igneous : Intrusive	0		-49.5	-78.254	Basalt	163.73	g	Volcanic Dike
This study	McMurdo	mc125i	mc125	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	316.1	Igneous : Intrusive	0		-40	-78.254	Basalt	163.73	g	Volcanic Dike
This study	McMurdo	mc125m	mc125	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	139.3	Igneous : Intrusive	0		-42.5	-78.254	Basalt	163.73	g	Volcanic Dike
This study	McMurdo	mc126a	mc126	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	163.1	Igneous : Extrusive	0		-20	-78.253	Basalt	163.737	g	Lava Flow
This study	McMurdo	mc126c	mc126	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	125.8	Igneous : Extrusive	0		-2	-78.253	Basalt	163.737	g	Lava Flow
This study	McMurdo	mc126d	mc126	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	52.1	Igneous : Extrusive	0		-16	-78.253	Basalt	163.737	g	Lava Flow
This study	McMurdo	mc126e	mc126	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	132.3	Igneous : Extrusive	0		-10	-78.253	Basalt	163.737	g	Lava Flow
This study	McMurdo	mc126f	mc126	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	156.4	Igneous : Extrusive	0		-12	-78.253	Basalt	163.737	g	Lava Flow
This study	McMurdo	mc126g	mc126	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	112.6	Igneous : Extrusive	0		-22	-78.253	Basalt	163.737	g	Lava Flow
This study	McMurdo	mc126i	mc126	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	202	Igneous : Extrusive	0		-13	-78.253	Basalt	163.737	g	Lava Flow
This study	McMurdo	mc127a	mc127	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	175	Igneous : Extrusive	0		-33	-78.254	Basalt	163.733	g	Lava Flow
This study	McMurdo	mc127b	mc127	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	173.8	Igneous : Extrusive	0		-34	-78.254	Basalt	163.733	g	Lava Flow
This study	McMurdo	mc127c	mc127	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	143.8	Igneous : Extrusive	0		-29	-78.254	Basalt	163.733	g	Lava Flow
This study	McMurdo	mc127d	mc127	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	125.5	Igneous : Extrusive	0		-36	-78.254	Basalt	163.733	g	Lava Flow
This study	McMurdo	mc127f	mc127	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	339.5	Igneous : Extrusive	0		-54	-78.254	Basalt	163.733	g	Lava Flow
This study	McMurdo	mc127g	mc127	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	327.2	Igneous : Extrusive	0		-52	-78.254	Basalt	163.733	g	Lava Flow
This study	McMurdo	mc127i	mc127	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	290.2	Igneous : Extrusive	0		-49	-78.254	Basalt	163.733	g	Lava Flow
This study	McMurdo	mc128b	mc128	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	119.7	Igneous : Extrusive	0		-61.5	-78.21	Basalt	166.571	g	Lava Flow
This study	McMurdo	mc128c	mc128	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	115.9	Igneous : Extrusive	0		-74	-78.21	Basalt	166.571	g	Lava Flow
This study	McMurdo	mc128d	mc128	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	124.4	Igneous : Extrusive	0		-83	-78.21	Basalt	166.571	g	Lava Flow
This study	McMurdo	mc128e	mc128	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	94.7	Igneous : Extrusive	0		-92	-78.21	Basalt	166.571	g	Lava Flow
This study	McMurdo	mc128f	mc128	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	98.7	Igneous : Extrusive	0		-94	-78.21	Basalt	166.571	g	Lava Flow
This study	McMurdo	mc128h	mc128	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	124.9	Igneous : Extrusive	0		-84	-78.21	Basalt	166.571	g	Lava Flow
This study	McMurdo	mc128j	mc128	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	102.1	Igneous : Extrusive	0		-82	-78.21	Basalt	166.571	g	Lava Flow
This study	McMurdo	mc129a	mc129	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	281.2	Igneous : Intrusive	0		-41.5	-78.214	Basalt	166.577	g	Volcanic Dike
This study	McMurdo	mc129b	mc129	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	289.9	Igneous : Intrusive	0		-39.5	-78.214	Basalt	166.577	g	Volcanic Dike
This study	McMurdo	mc129c	mc129	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	272.4	Igneous : Intrusive	0		-39.5	-78.214	Basalt	166.577	g	Volcanic Dike
This study	McMurdo	mc129f	mc129	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	267.1	Igneous : Intrusive	0		-50.5	-78.214	Basalt	166.577	g	Volcanic Dike
This study	McMurdo	mc129h	mc129	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	208.1	Igneous : Intrusive	0		-63	-78.214	Basalt	166.577	g	Volcanic Dike
This study	McMurdo	mc129j	mc129	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	60.6	Igneous : Intrusive	0		-37	-78.214	Basalt	166.577	g	Volcanic Dike
This study	McMurdo	mc129l	mc129	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	54.1	Igneous : Intrusive	0		-46	-78.214	Basalt	166.577	g	Volcanic Dike
This study	McMurdo	mc130a	mc130	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	299.2	Igneous : Extrusive	0		-25.5	-78.21	Basalt	166.579	g	Lava Flow
This study	McMurdo	mc130b	mc130	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	308.9	Igneous : Extrusive	0		-28	-78.21	Basalt	166.579	g	Lava Flow
This study	McMurdo	mc130d	mc130	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	313.6	Igneous : Extrusive	0		-25	-78.21	Basalt	166.579	g	Lava Flow
This study	McMurdo	mc130e	mc130	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	68.1	Igneous : Extrusive	0		-26.5	-78.21	Basalt	166.579	g	Lava Flow
This study	McMurdo	mc130g	mc130	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	225.9	Igneous : Extrusive	0		-7	-78.21	Basalt	166.579	g	Lava Flow
This study	McMurdo	mc131a	mc131	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	37.2	Igneous : Extrusive	0		-33	-78.214	Basalt	166.573	g	Lava Flow
This study	McMurdo	mc131b	mc131	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	48.2	Igneous : Extrusive	0		-29.5	-78.214	Basalt	166.573	g	Lava Flow
This study	McMurdo	mc131c	mc131	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	25.7	Igneous : Extrusive	0		-24.5	-78.214	Basalt	166.573	g	Lava Flow
This study	McMurdo	mc131d	mc131	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	62.7	Igneous : Extrusive	0		-22	-78.214	Basalt	166.573	g	Lava Flow
This study	McMurdo	mc131e	mc131	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	319.2	Igneous : Extrusive	0		-33	-78.214	Basalt	166.573	g	Lava Flow
This study	McMurdo	mc131f	mc131	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	301	Igneous : Extrusive	0		-30.5	-78.214	Basalt	166.573	g	Lava Flow
This study	McMurdo	mc131g	mc131	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	41.2	Igneous : Extrusive	0		-47.5	-78.214	Basalt	166.573	g	Lava Flow
This study	McMurdo	mc131k	mc131	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	35.9	Igneous : Extrusive	0		-44.5	-78.214	Basalt	166.573	g	Lava Flow
This study	McMurdo	mc132a	mc132	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	55.9	Igneous : Extrusive	0		-19	-78.206	Basalt	166.552	g	Lava Flow
This study	McMurdo	mc132c	mc132	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	182.2	Igneous : Extrusive	0		-18	-78.206	Basalt	166.552	g	Lava Flow
This study	McMurdo	mc132d	mc132	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	211.4	Igneous : Extrusive	0		-19	-78.206	Basalt	166.552	g	Lava Flow
This study	McMurdo	mc132e	mc132	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	124.8	Igneous : Extrusive	0		-20.5	-78.206	Basalt	166.552	g	Lava Flow
This study	McMurdo	mc132g	mc132	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	50.4	Igneous : Extrusive	0		-10	-78.206	Basalt	166.552	g	Lava Flow
This study	McMurdo	mc132l	mc132	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	319.2	Igneous : Extrusive	0		-26	-78.206	Basalt	166.552	g	Lava Flow
This study	McMurdo	mc133b	mc133	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	299.9	Igneous : Extrusive	0		-58.5	-78.199	Trachyte	166.584	g	Lava Flow
This study	McMurdo	mc133d	mc133	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	34	Igneous : Extrusive	0		-58.5	-78.199	Trachyte	166.584	g	Lava Flow
This study	McMurdo	mc133f	mc133	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	20.3	Igneous : Extrusive	0		-12	-78.199	Trachyte	166.584	g	Lava Flow
This study	McMurdo	mc133h	mc133	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	15.9	Igneous : Extrusive	0		-56	-78.199	Trachyte	166.584	g	Lava Flow
This study	McMurdo	mc133j	mc133	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	20.5	Igneous : Extrusive	0		-60	-78.199	Trachyte	166.584	g	Lava Flow
This study	McMurdo	mc134a	mc134	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	98.2	Igneous : Extrusive	0		-31	-78.219	Basalt	166.607	g	Lava Flow
This study	McMurdo	mc134c	mc134	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	59	Igneous : Extrusive	0		-49	-78.219	Basalt	166.607	g	Lava Flow
This study	McMurdo	mc134e	mc134	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	113.8	Igneous : Extrusive	0		-23	-78.219	Basalt	166.607	g	Lava Flow
This study	McMurdo	mc134f	mc134	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	163.4	Igneous : Extrusive	0		-20	-78.219	Basalt	166.607	g	Lava Flow
This study	McMurdo	mc134k	mc134	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	1.7	Igneous : Extrusive	0		-49	-78.219	Basalt	166.607	g	Lava Flow
This study	McMurdo	mc135a	mc135	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	23.7	Igneous : Extrusive	0		-66.5	-78.231	Basalt	166.565	g	Lava Flow
This study	McMurdo	mc135b	mc135	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	11.6	Igneous : Extrusive	0		-63.5	-78.231	Basalt	166.565	g	Lava Flow
This study	McMurdo	mc135c	mc135	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	211.5	Igneous : Extrusive	0		-13	-78.231	Basalt	166.565	g	Lava Flow
This study	McMurdo	mc135d	mc135	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	230.2	Igneous : Extrusive	0		-11	-78.231	Basalt	166.565	g	Lava Flow
This study	McMurdo	mc135e	mc135	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	161.4	Igneous : Extrusive	0		-10	-78.231	Basalt	166.565	g	Lava Flow
This study	McMurdo	mc135h	mc135	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	11.5	Igneous : Extrusive	0		-39.5	-78.231	Basalt	166.565	g	Lava Flow
This study	McMurdo	mc135i	mc135	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	43.2	Igneous : Extrusive	0		-24	-78.231	Basalt	166.565	g	Lava Flow
This study	McMurdo	mc136a	mc136	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	75.2	Igneous : Extrusive	0		-38	-78.282	Basalt	163.329	g	Lava Flow
This study	McMurdo	mc136c	mc136	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	87.4	Igneous : Extrusive	0		-14	-78.282	Basalt	163.329	g	Lava Flow
This study	McMurdo	mc136d	mc136	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	114.6	Igneous : Extrusive	0		-43	-78.282	Basalt	163.329	g	Lava Flow
This study	McMurdo	mc136e	mc136	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	86.3	Igneous : Extrusive	0		-34	-78.282	Basalt	163.329	g	Lava Flow
This study	McMurdo	mc137a	mc137	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	177.1	Igneous : Extrusive	0		-77.5	-78.261	Basalt	163.257	g	Lava Flow
This study	McMurdo	mc137d	mc137	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	151.8	Igneous : Extrusive	0		-70	-78.261	Basalt	163.257	g	Lava Flow
This study	McMurdo	mc137h	mc137	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	191.6	Igneous : Extrusive	0		-41	-78.261	Basalt	163.257	g	Lava Flow
This study	McMurdo	mc137j	mc137	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	177.1	Igneous : Extrusive	0		-60.5	-78.261	Basalt	163.257	g	Lava Flow
This study	McMurdo	mc137l	mc137	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	220	Igneous : Extrusive	0		-73	-78.261	Basalt	163.257	g	Lava Flow
This study	McMurdo	mc138a	mc138	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	119.5	Igneous : Extrusive	0		-58	-78.26	Basalt	163.24	g	Lava Flow
This study	McMurdo	mc138b	mc138	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	130.5	Igneous : Extrusive	0		-61	-78.26	Basalt	163.24	g	Lava Flow
This study	McMurdo	mc138d	mc138	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	135.5	Igneous : Extrusive	0		-56	-78.26	Basalt	163.24	g	Lava Flow
This study	McMurdo	mc138g	mc138	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	62	Igneous : Extrusive	0		-33	-78.26	Basalt	163.24	g	Lava Flow
This study	McMurdo	mc138h	mc138	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	64	Igneous : Extrusive	0		-28	-78.26	Basalt	163.24	g	Lava Flow
This study	McMurdo	mc139a	mc139	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	353.9	Igneous : Extrusive	0		-63	-78.26	Basalt	163.08	g	Lava Flow
This study	McMurdo	mc139d	mc139	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	348.2	Igneous : Extrusive	0		-62.5	-78.26	Basalt	163.08	g	Lava Flow
This study	McMurdo	mc139e	mc139	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	349.9	Igneous : Extrusive	0		-59.5	-78.26	Basalt	163.08	g	Lava Flow
This study	McMurdo	mc139h	mc139	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	26.2	Igneous : Extrusive	0		-57	-78.26	Basalt	163.08	g	Lava Flow
This study	McMurdo	mc139j	mc139	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	334.2	Igneous : Extrusive	0		-47.5	-78.26	Basalt	163.08	g	Lava Flow
