tab delimited	contribution
id	version	timestamp	contributor	data_model_version	reference
16749	3	2020-02-15T20:31:55.746Z	@ltauxe	3.0	10.1016/J.EPSL.2014.12.034
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	expedition_name	expedition_ship	expedition_leg	expedition_url	geologic_classes	lithologies	tectonic_settings	lat_s	lat_n	lon_w	lon_e	continent_ocean	region	age_low	age_high	age_unit
U1361A	Drill Site	This study	318	JOIDES Resolution	318	http://publications.iodp.org/proceedings/318/318toc.htm	Sedimentary	Silicate Clay:Silty Clay	Continental Shelf	-64.2457	-64.2457	143.532	143.532	Indian Ocean	Wilkes Land Margin	0	12	ma
>>>>>>>>>>
tab delimited	sites
site	location	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	core_depth	age_low	age_high	age_unit
318-U1361A-014H_2A-1	318-U1361A-014H_2A-1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_2A-1.05	318-U1361A-014H_2A-1.05		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_2A-1.1	318-U1361A-014H_2A-1.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_2A-1.15	318-U1361A-014H_2A-1.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.2	318-U1361A-014H_3A-0.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.25	318-U1361A-014H_3A-0.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.3	318-U1361A-014H_3A-0.3		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.35	318-U1361A-014H_3A-0.35		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.4	318-U1361A-014H_3A-0.4		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.45	318-U1361A-014H_3A-0.45		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.5	318-U1361A-014H_3A-0.5		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.55	318-U1361A-014H_3A-0.55		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.6	318-U1361A-014H_3A-0.6		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.65	318-U1361A-014H_3A-0.65		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.7	318-U1361A-014H_3A-0.7		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.75	318-U1361A-014H_3A-0.75		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.8	318-U1361A-014H_3A-0.8		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.85	318-U1361A-014H_3A-0.85		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.9	318-U1361A-014H_3A-0.9		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-0.95	318-U1361A-014H_3A-0.95		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-1	318-U1361A-014H_3A-1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-1.05	318-U1361A-014H_3A-1.05		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-1.1	318-U1361A-014H_3A-1.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-1.15	318-U1361A-014H_3A-1.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-1.2	318-U1361A-014H_3A-1.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-1.25	318-U1361A-014H_3A-1.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-1.3	318-U1361A-014H_3A-1.3		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-1.35	318-U1361A-014H_3A-1.35		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_3A-1.4	318-U1361A-014H_3A-1.4		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.1	318-U1361A-014H_4A-0.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.15	318-U1361A-014H_4A-0.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.2	318-U1361A-014H_4A-0.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.25	318-U1361A-014H_4A-0.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.3	318-U1361A-014H_4A-0.3		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.35	318-U1361A-014H_4A-0.35		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.4	318-U1361A-014H_4A-0.4		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.45	318-U1361A-014H_4A-0.45		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.5	318-U1361A-014H_4A-0.5		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.55	318-U1361A-014H_4A-0.55		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.6	318-U1361A-014H_4A-0.6		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.65	318-U1361A-014H_4A-0.65		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.7	318-U1361A-014H_4A-0.7		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.75	318-U1361A-014H_4A-0.75		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.8	318-U1361A-014H_4A-0.8		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.85	318-U1361A-014H_4A-0.85		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.9	318-U1361A-014H_4A-0.9		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-0.95	318-U1361A-014H_4A-0.95		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-1	318-U1361A-014H_4A-1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-1.05	318-U1361A-014H_4A-1.05		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-1.1	318-U1361A-014H_4A-1.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-1.15	318-U1361A-014H_4A-1.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-1.2	318-U1361A-014H_4A-1.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-1.25	318-U1361A-014H_4A-1.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-1.3	318-U1361A-014H_4A-1.3		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-1.35	318-U1361A-014H_4A-1.35		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_4A-1.4	318-U1361A-014H_4A-1.4		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.1	318-U1361A-014H_5A-0.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.15	318-U1361A-014H_5A-0.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.2	318-U1361A-014H_5A-0.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.25	318-U1361A-014H_5A-0.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.3	318-U1361A-014H_5A-0.3		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.35	318-U1361A-014H_5A-0.35		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.4	318-U1361A-014H_5A-0.4		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.45	318-U1361A-014H_5A-0.45		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.5	318-U1361A-014H_5A-0.5		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.55	318-U1361A-014H_5A-0.55		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.6	318-U1361A-014H_5A-0.6		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.65	318-U1361A-014H_5A-0.65		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.7	318-U1361A-014H_5A-0.7		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.75	318-U1361A-014H_5A-0.75		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.8	318-U1361A-014H_5A-0.8		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.85	318-U1361A-014H_5A-0.85		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.9	318-U1361A-014H_5A-0.9		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-0.95	318-U1361A-014H_5A-0.95		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-1	318-U1361A-014H_5A-1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-1.05	318-U1361A-014H_5A-1.05		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-1.1	318-U1361A-014H_5A-1.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-1.15	318-U1361A-014H_5A-1.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-1.2	318-U1361A-014H_5A-1.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-1.25	318-U1361A-014H_5A-1.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-1.3	318-U1361A-014H_5A-1.3		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-1.35	318-U1361A-014H_5A-1.35		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_5A-1.4	318-U1361A-014H_5A-1.4		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.1	318-U1361A-014H_6A-0.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.15	318-U1361A-014H_6A-0.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.2	318-U1361A-014H_6A-0.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.25	318-U1361A-014H_6A-0.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.3	318-U1361A-014H_6A-0.3		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.35	318-U1361A-014H_6A-0.35		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.4	318-U1361A-014H_6A-0.4		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.45	318-U1361A-014H_6A-0.45		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.5	318-U1361A-014H_6A-0.5		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.55	318-U1361A-014H_6A-0.55		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.6	318-U1361A-014H_6A-0.6		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.65	318-U1361A-014H_6A-0.65		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.7	318-U1361A-014H_6A-0.7		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.75	318-U1361A-014H_6A-0.75		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.8	318-U1361A-014H_6A-0.8		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.85	318-U1361A-014H_6A-0.85		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.9	318-U1361A-014H_6A-0.9		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-0.95	318-U1361A-014H_6A-0.95		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-1	318-U1361A-014H_6A-1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-1.05	318-U1361A-014H_6A-1.05		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-1.1	318-U1361A-014H_6A-1.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-1.15	318-U1361A-014H_6A-1.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-1.2	318-U1361A-014H_6A-1.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-014H_6A-1.25	318-U1361A-014H_6A-1.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.1	318-U1361A-015H_1A-0.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.15	318-U1361A-015H_1A-0.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.2	318-U1361A-015H_1A-0.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.25	318-U1361A-015H_1A-0.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.3	318-U1361A-015H_1A-0.3		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.35	318-U1361A-015H_1A-0.35		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.4	318-U1361A-015H_1A-0.4		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.45	318-U1361A-015H_1A-0.45		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.5	318-U1361A-015H_1A-0.5		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.55	318-U1361A-015H_1A-0.55		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.6	318-U1361A-015H_1A-0.6		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.65	318-U1361A-015H_1A-0.65		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.7	318-U1361A-015H_1A-0.7		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.75	318-U1361A-015H_1A-0.75		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.8	318-U1361A-015H_1A-0.8		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.85	318-U1361A-015H_1A-0.85		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.9	318-U1361A-015H_1A-0.9		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-0.95	318-U1361A-015H_1A-0.95		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-1	318-U1361A-015H_1A-1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-1.05	318-U1361A-015H_1A-1.05		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-1.1	318-U1361A-015H_1A-1.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-1.15	318-U1361A-015H_1A-1.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-1.2	318-U1361A-015H_1A-1.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-1.25	318-U1361A-015H_1A-1.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-1.3	318-U1361A-015H_1A-1.3		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-1.35	318-U1361A-015H_1A-1.35		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_1A-1.4	318-U1361A-015H_1A-1.4		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.1	318-U1361A-015H_2A-0.1		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.15	318-U1361A-015H_2A-0.15		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.2	318-U1361A-015H_2A-0.2		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.25	318-U1361A-015H_2A-0.25		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.3	318-U1361A-015H_2A-0.3		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.35	318-U1361A-015H_2A-0.35		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.4	318-U1361A-015H_2A-0.4		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.45	318-U1361A-015H_2A-0.45		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.5	318-U1361A-015H_2A-0.5		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.55	318-U1361A-015H_2A-0.55		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.6	318-U1361A-015H_2A-0.6		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.65	318-U1361A-015H_2A-0.65		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.7	318-U1361A-015H_2A-0.7		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.75	318-U1361A-015H_2A-0.75		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.8	318-U1361A-015H_2A-0.8		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.85	318-U1361A-015H_2A-0.85		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.9	318-U1361A-015H_2A-0.9		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
318-U1361A-015H_2A-0.95	318-U1361A-015H_2A-0.95		g	SO-V: SP-SS-C :FS-C-DRILL-IODP	This study				Sedimentary	Sediment Layer	Not Specified																		
