tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes	specimen_dec	specimen_description	specimen_inc	specimen_inferred_age	specimen_inferred_age_unit	specimen_int_rel
This study	DSDP Site 522	15-3-104	15-3-104	15-3-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216.5	Declination rotated section mean=0/180;rel int is NRM/IRM	51	23.8347	Ma	1.879e-03
This study	DSDP Site 522	15-3-107	15-3-107	15-3-107	LP-PI-IRM:LP-PI-REL:LT-AF-Z	200.3	Declination rotated section mean=0/180;rel int is NRM/IRM	52.4	23.8388	Ma	1.954e-03
This study	DSDP Site 522	15-3-109	15-3-109	15-3-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	201.7	Declination rotated section mean=0/180;rel int is NRM/IRM	49.6	23.845	Ma	1.724e-03
This study	DSDP Site 522	15-3-112	15-3-112	15-3-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	208.4	Declination rotated section mean=0/180;rel int is NRM/IRM	58.8	23.8511	Ma	1.958e-03
This study	DSDP Site 522	15-3-115	15-3-115	15-3-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216.6	Declination rotated section mean=0/180;rel int is NRM/IRM	52	23.8573	Ma	1.070e-03
This study	DSDP Site 522	15-3-118	15-3-118	15-3-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	202.9	Declination rotated section mean=0/180;rel int is NRM/IRM	47.8	23.8635	Ma	2.963e-03
This study	DSDP Site 522	15-3-122	15-3-122	15-3-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	220.4	Declination rotated section mean=0/180;rel int is NRM/IRM	58.6	23.8696	Ma	1.872e-03
This study	DSDP Site 522	15-3-125	15-3-125	15-3-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	248.3	Declination rotated section mean=0/180;rel int is NRM/IRM	47.1	23.8758	Ma	1.756e-03
This study	DSDP Site 522	15-3-129	15-3-129	15-3-129	LP-PI-IRM:LP-PI-REL:LT-AF-Z	241.2	Declination rotated section mean=0/180;rel int is NRM/IRM	50	23.884	Ma	1.779e-03
This study	DSDP Site 522	16-1-098	16-1-098	16-1-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	193.8	Declination rotated section mean=0/180;rel int is NRM/IRM	-63.9	24.1082	Ma	1.471e-03
This study	DSDP Site 522	16-1-101	16-1-101	16-1-101	LP-PI-IRM:LP-PI-REL:LT-AF-Z	101.2	Declination rotated section mean=0/180;rel int is NRM/IRM	51.6	24.1164	Ma	2.280e-03
This study	DSDP Site 522	16-1-104	16-1-104	16-1-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	117.4	Declination rotated section mean=0/180;rel int is NRM/IRM	58.5	24.1226	Ma	2.729e-03
This study	DSDP Site 522	16-1-108	16-1-108	16-1-108	LP-PI-IRM:LP-PI-REL:LT-AF-Z	102.7	Declination rotated section mean=0/180;rel int is NRM/IRM	61.8	24.1287	Ma	3.558e-03
This study	DSDP Site 522	16-1-110	16-1-110	16-1-110	LP-PI-IRM:LP-PI-REL:LT-AF-Z	97.1	Declination rotated section mean=0/180;rel int is NRM/IRM	58.5	24.1349	Ma	4.347e-03
This study	DSDP Site 522	16-1-115	16-1-115	16-1-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	100.5	Declination rotated section mean=0/180;rel int is NRM/IRM	58.9	24.1431	Ma	4.909e-03
This study	DSDP Site 522	16-1-119	16-1-119	16-1-119	LP-PI-IRM:LP-PI-REL:LT-AF-Z	130.3	Declination rotated section mean=0/180;rel int is NRM/IRM	64.7	24.1514	Ma	3.317e-03
This study	DSDP Site 522	16-1-122	16-1-122	16-1-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	125.0	Declination rotated section mean=0/180;rel int is NRM/IRM	52.2	24.1596	Ma	2.909e-03
This study	DSDP Site 522	16-1-125	16-1-125	16-1-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	138.1	Declination rotated section mean=0/180;rel int is NRM/IRM	45	24.1637	Ma	1.869e-03
This study	DSDP Site 522	16-1-128	16-1-128	16-1-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	138.4	Declination rotated section mean=0/180;rel int is NRM/IRM	44.5	24.1699	Ma	1.870e-03
This study	DSDP Site 522	16-1-131	16-1-131	16-1-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	143.5	Declination rotated section mean=0/180;rel int is NRM/IRM	46.3	24.176	Ma	1.975e-03
This study	DSDP Site 522	16-1-134	16-1-134	16-1-134	LP-PI-IRM:LP-PI-REL:LT-AF-Z	154.6	Declination rotated section mean=0/180;rel int is NRM/IRM	56	24.1822	Ma	2.328e-03
This study	DSDP Site 522	16-1-137	16-1-137	16-1-137	LP-PI-IRM:LP-PI-REL:LT-AF-Z	147.5	Declination rotated section mean=0/180;rel int is NRM/IRM	49.3	24.1904	Ma	2.096e-03
This study	DSDP Site 522	16-1-140	16-1-140	16-1-140	LP-PI-IRM:LP-PI-REL:LT-AF-Z	156.2	Declination rotated section mean=0/180;rel int is NRM/IRM	47.9	24.1946	Ma	2.471e-03
This study	DSDP Site 522	16-1-142	16-1-142	16-1-142	LP-PI-IRM:LP-PI-REL:LT-AF-Z	163.5	Declination rotated section mean=0/180;rel int is NRM/IRM	50	24.2007	Ma	2.228e-03
This study	DSDP Site 522	16-1-145	16-1-145	16-1-145	LP-PI-IRM:LP-PI-REL:LT-AF-Z	163.2	Declination rotated section mean=0/180;rel int is NRM/IRM	43.3	24.2048	Ma	2.091e-03
This study	DSDP Site 522	16-1-148	16-1-148	16-1-148	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.5	Declination rotated section mean=0/180;rel int is NRM/IRM	40.4	24.2131	Ma	1.237e-03
This study	DSDP Site 522	16-2-001	16-2-001	16-2-001	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.4	Declination rotated section mean=0/180;rel int is NRM/IRM	59.9	24.2192	Ma	1.131e-03
This study	DSDP Site 522	16-2-005	16-2-005	16-2-005	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.5	Declination rotated section mean=0/180;rel int is NRM/IRM	56.1	24.2275	Ma	1.751e-03
This study	DSDP Site 522	16-2-008	16-2-008	16-2-008	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.7	Declination rotated section mean=0/180;rel int is NRM/IRM	51.9	24.2336	Ma	1.971e-03
This study	DSDP Site 522	16-2-012	16-2-012	16-2-012	LP-PI-IRM:LP-PI-REL:LT-AF-Z	163.6	Declination rotated section mean=0/180;rel int is NRM/IRM	52.5	24.2419	Ma	4.041e-03
This study	DSDP Site 522	16-2-015	16-2-015	16-2-015	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.6	Declination rotated section mean=0/180;rel int is NRM/IRM	50.2	24.248	Ma	3.276e-03
This study	DSDP Site 522	16-2-018	16-2-018	16-2-018	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.3	Declination rotated section mean=0/180;rel int is NRM/IRM	55	24.2521	Ma	2.800e-03
This study	DSDP Site 522	16-2-021	16-2-021	16-2-021	LP-PI-IRM:LP-PI-REL:LT-AF-Z	172.3	Declination rotated section mean=0/180;rel int is NRM/IRM	62.6	24.2583	Ma	2.050e-03
This study	DSDP Site 522	16-2-024	16-2-024	16-2-024	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.9	Declination rotated section mean=0/180;rel int is NRM/IRM	57.2	24.2645	Ma	1.951e-03
This study	DSDP Site 522	16-2-029	16-2-029	16-2-029	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.6	Declination rotated section mean=0/180;rel int is NRM/IRM	46.6	24.2748	Ma	2.505e-03
This study	DSDP Site 522	16-2-032	16-2-032	16-2-032	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.4	Declination rotated section mean=0/180;rel int is NRM/IRM	54.6	24.2809	Ma	2.662e-03
This study	DSDP Site 522	16-2-034	16-2-034	16-2-034	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.3	Declination rotated section mean=0/180;rel int is NRM/IRM	43.1	24.2871	Ma	2.281e-03
This study	DSDP Site 522	16-2-038	16-2-038	16-2-038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	177.3	Declination rotated section mean=0/180;rel int is NRM/IRM	43.1	24.2953	Ma	2.997e-03
This study	DSDP Site 522	16-2-041	16-2-041	16-2-041	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.7	Declination rotated section mean=0/180;rel int is NRM/IRM	52.4	24.2994	Ma	4.150e-03
This study	DSDP Site 522	16-2-050	16-2-050	16-2-050	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.6	Declination rotated section mean=0/180;rel int is NRM/IRM	53.4	24.3179	Ma	2.106e-03
This study	DSDP Site 522	16-2-053	16-2-053	16-2-053	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.4	Declination rotated section mean=0/180;rel int is NRM/IRM	51.9	24.3241	Ma	3.032e-03
This study	DSDP Site 522	16-2-056	16-2-056	16-2-056	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.4	Declination rotated section mean=0/180;rel int is NRM/IRM	51.1	24.3303	Ma	3.340e-03
This study	DSDP Site 522	16-2-059	16-2-059	16-2-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.3	Declination rotated section mean=0/180;rel int is NRM/IRM	39	24.3365	Ma	2.740e-03
This study	DSDP Site 522	16-2-061	16-2-061	16-2-061	LP-PI-IRM:LP-PI-REL:LT-AF-Z	191.5	Declination rotated section mean=0/180;rel int is NRM/IRM	49.4	24.3406	Ma	2.125e-03
This study	DSDP Site 522	16-2-064	16-2-064	16-2-064	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.1	Declination rotated section mean=0/180;rel int is NRM/IRM	54.5	24.3467	Ma	2.605e-03
This study	DSDP Site 522	16-2-066	16-2-066	16-2-066	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.4	Declination rotated section mean=0/180;rel int is NRM/IRM	43.4	24.3529	Ma	2.153e-03
This study	DSDP Site 522	16-2-069	16-2-069	16-2-069	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.2	Declination rotated section mean=0/180;rel int is NRM/IRM	59.4	24.357	Ma	2.754e-03
This study	DSDP Site 522	16-2-073	16-2-073	16-2-073	LP-PI-IRM:LP-PI-REL:LT-AF-Z	167.9	Declination rotated section mean=0/180;rel int is NRM/IRM	68.2	24.3652	Ma	2.070e-03
This study	DSDP Site 522	16-2-076	16-2-076	16-2-076	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.1	Declination rotated section mean=0/180;rel int is NRM/IRM	35.4	24.3714	Ma	2.358e-03
This study	DSDP Site 522	16-2-079	16-2-079	16-2-079	LP-PI-IRM:LP-PI-REL:LT-AF-Z	199.6	Declination rotated section mean=0/180;rel int is NRM/IRM	58.9	24.3776	Ma	1.466e-03
This study	DSDP Site 522	16-2-082	16-2-082	16-2-082	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.6	Declination rotated section mean=0/180;rel int is NRM/IRM	42.9	24.3837	Ma	2.070e-03
This study	DSDP Site 522	16-2-085	16-2-085	16-2-085	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.0	Declination rotated section mean=0/180;rel int is NRM/IRM	53.6	24.3899	Ma	2.036e-03
This study	DSDP Site 522	16-2-087	16-2-087	16-2-087	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.3	Declination rotated section mean=0/180;rel int is NRM/IRM	42.8	24.394	Ma	2.396e-03
This study	DSDP Site 522	16-2-090	16-2-090	16-2-090	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.9	Declination rotated section mean=0/180;rel int is NRM/IRM	52.9	24.4023	Ma	1.831e-03
This study	DSDP Site 522	16-2-093	16-2-093	16-2-093	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.2	Declination rotated section mean=0/180;rel int is NRM/IRM	47.6	24.4064	Ma	2.077e-03
This study	DSDP Site 522	16-2-096	16-2-096	16-2-096	LP-PI-IRM:LP-PI-REL:LT-AF-Z	177.1	Declination rotated section mean=0/180;rel int is NRM/IRM	42.8	24.4125	Ma	2.356e-03
This study	DSDP Site 522	16-2-098	16-2-098	16-2-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.1	Declination rotated section mean=0/180;rel int is NRM/IRM	49.5	24.4187	Ma	3.096e-03
This study	DSDP Site 522	16-2-101	16-2-101	16-2-101	LP-PI-IRM:LP-PI-REL:LT-AF-Z	173.5	Declination rotated section mean=0/180;rel int is NRM/IRM	35	24.4249	Ma	2.725e-03
This study	DSDP Site 522	16-2-104	16-2-104	16-2-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.9	Declination rotated section mean=0/180;rel int is NRM/IRM	39.1	24.431	Ma	2.410e-03
This study	DSDP Site 522	16-2-107	16-2-107	16-2-107	LP-PI-IRM:LP-PI-REL:LT-AF-Z	172.7	Declination rotated section mean=0/180;rel int is NRM/IRM	46.7	24.4352	Ma	2.452e-03
This study	DSDP Site 522	16-2-110	16-2-110	16-2-110	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.0	Declination rotated section mean=0/180;rel int is NRM/IRM	37.9	24.4413	Ma	1.776e-03
This study	DSDP Site 522	16-2-112	16-2-112	16-2-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.0	Declination rotated section mean=0/180;rel int is NRM/IRM	44.4	24.4475	Ma	3.171e-03
This study	DSDP Site 522	16-2-116	16-2-116	16-2-116	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.1	Declination rotated section mean=0/180;rel int is NRM/IRM	55.5	24.4537	Ma	4.519e-03
This study	DSDP Site 522	16-2-122	16-2-122	16-2-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.9	Declination rotated section mean=0/180;rel int is NRM/IRM	58.7	24.4681	Ma	3.220e-03
This study	DSDP Site 522	16-2-127	16-2-127	16-2-127	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.0	Declination rotated section mean=0/180;rel int is NRM/IRM	58	24.4763	Ma	1.798e-03
This study	DSDP Site 522	16-2-130	16-2-130	16-2-130	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.4	Declination rotated section mean=0/180;rel int is NRM/IRM	57.5	24.4825	Ma	1.912e-03
This study	DSDP Site 522	16-2-132	16-2-132	16-2-132	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.3	Declination rotated section mean=0/180;rel int is NRM/IRM	48.1	24.4886	Ma	2.677e-03
This study	DSDP Site 522	16-2-135	16-2-135	16-2-135	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.0	Declination rotated section mean=0/180;rel int is NRM/IRM	49.6	24.4948	Ma	3.649e-03
This study	DSDP Site 522	16-2-138	16-2-138	16-2-138	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.6	Declination rotated section mean=0/180;rel int is NRM/IRM	50.5	24.501	Ma	4.706e-03
This study	DSDP Site 522	16-2-141	16-2-141	16-2-141	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.2	Declination rotated section mean=0/180;rel int is NRM/IRM	47.5	24.5071	Ma	3.976e-03
This study	DSDP Site 522	16-2-144	16-2-144	16-2-144	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.5	Declination rotated section mean=0/180;rel int is NRM/IRM	37.4	24.5133	Ma	3.456e-03
This study	DSDP Site 522	16-2-147	16-2-147	16-2-147	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.0	Declination rotated section mean=0/180;rel int is NRM/IRM	40.9	24.5195	Ma	2.511e-03
This study	DSDP Site 522	16-2-150	16-2-150	16-2-150	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.2	Declination rotated section mean=0/180;rel int is NRM/IRM	39.2	24.5256	Ma	2.710e-03
This study	DSDP Site 522	16-3-002	16-3-002	16-3-002	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.0	Declination rotated section mean=0/180;rel int is NRM/IRM	40.2	24.5298	Ma	2.934e-03
This study	DSDP Site 522	16-3-004	16-3-004	16-3-004	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.1	Declination rotated section mean=0/180;rel int is NRM/IRM	50	24.5339	Ma	2.496e-03
This study	DSDP Site 522	16-3-008	16-3-008	16-3-008	LP-PI-IRM:LP-PI-REL:LT-AF-Z	204.3	Declination rotated section mean=0/180;rel int is NRM/IRM	49.7	24.5421	Ma	3.290e-03
This study	DSDP Site 522	16-3-011	16-3-011	16-3-011	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.5	Declination rotated section mean=0/180;rel int is NRM/IRM	45.7	24.5462	Ma	3.853e-03
This study	DSDP Site 522	16-3-014	16-3-014	16-3-014	LP-PI-IRM:LP-PI-REL:LT-AF-Z	199.1	Declination rotated section mean=0/180;rel int is NRM/IRM	44	24.5544	Ma	4.048e-03
This study	DSDP Site 522	16-3-017	16-3-017	16-3-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	190.4	Declination rotated section mean=0/180;rel int is NRM/IRM	43.8	24.5585	Ma	3.964e-03
This study	DSDP Site 522	16-3-020	16-3-020	16-3-020	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.1	Declination rotated section mean=0/180;rel int is NRM/IRM	49.7	24.5647	Ma	3.658e-03
This study	DSDP Site 522	16-3-023	16-3-023	16-3-023	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.2	Declination rotated section mean=0/180;rel int is NRM/IRM	55.3	24.5709	Ma	2.788e-03
This study	DSDP Site 522	16-3-026	16-3-026	16-3-026	LP-PI-IRM:LP-PI-REL:LT-AF-Z	193.0	Declination rotated section mean=0/180;rel int is NRM/IRM	53.9	24.5771	Ma	3.095e-03
This study	DSDP Site 522	16-3-028	16-3-028	16-3-028	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.5	Declination rotated section mean=0/180;rel int is NRM/IRM	58.6	24.5832	Ma	2.082e-03
This study	DSDP Site 522	16-3-031	16-3-031	16-3-031	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.4	Declination rotated section mean=0/180;rel int is NRM/IRM	56.2	24.5894	Ma	2.302e-03
This study	DSDP Site 522	16-3-034	16-3-034	16-3-034	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186.0	Declination rotated section mean=0/180;rel int is NRM/IRM	51.8	24.5956	Ma	1.645e-03
This study	DSDP Site 522	16-3-037	16-3-037	16-3-037	LP-PI-IRM:LP-PI-REL:LT-AF-Z	191.0	Declination rotated section mean=0/180;rel int is NRM/IRM	49.3	24.6017	Ma	2.277e-03
This study	DSDP Site 522	16-3-040	16-3-040	16-3-040	LP-PI-IRM:LP-PI-REL:LT-AF-Z	198.0	Declination rotated section mean=0/180;rel int is NRM/IRM	39.4	24.6079	Ma	3.149e-03
This study	DSDP Site 522	16-3-043	16-3-043	16-3-043	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.4	Declination rotated section mean=0/180;rel int is NRM/IRM	54.9	24.6141	Ma	2.490e-03
This study	DSDP Site 522	16-3-045	16-3-045	16-3-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	196.3	Declination rotated section mean=0/180;rel int is NRM/IRM	51.3	24.6182	Ma	2.640e-03
This study	DSDP Site 522	16-3-048	16-3-048	16-3-048	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.2	Declination rotated section mean=0/180;rel int is NRM/IRM	55.5	24.6244	Ma	2.966e-03
This study	DSDP Site 522	16-3-051	16-3-051	16-3-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.2	Declination rotated section mean=0/180;rel int is NRM/IRM	50.5	24.6305	Ma	2.626e-03
This study	DSDP Site 522	16-3-054	16-3-054	16-3-054	LP-PI-IRM:LP-PI-REL:LT-AF-Z	191.4	Declination rotated section mean=0/180;rel int is NRM/IRM	50.7	24.6367	Ma	2.313e-03
This study	DSDP Site 522	16-3-057	16-3-057	16-3-057	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.9	Declination rotated section mean=0/180;rel int is NRM/IRM	55.4	24.6429	Ma	2.835e-03
This study	DSDP Site 522	16-3-060	16-3-060	16-3-060	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.4	Declination rotated section mean=0/180;rel int is NRM/IRM	50.6	24.647	Ma	2.811e-03
This study	DSDP Site 522	16-3-063	16-3-063	16-3-063	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.9	Declination rotated section mean=0/180;rel int is NRM/IRM	37.9	24.6552	Ma	2.277e-03
This study	DSDP Site 522	16-3-066	16-3-066	16-3-066	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.4	Declination rotated section mean=0/180;rel int is NRM/IRM	51.3	24.6614	Ma	2.854e-03
This study	DSDP Site 522	16-3-069	16-3-069	16-3-069	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.2	Declination rotated section mean=0/180;rel int is NRM/IRM	52.2	24.6655	Ma	2.663e-03
This study	DSDP Site 522	16-3-072	16-3-072	16-3-072	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.9	Declination rotated section mean=0/180;rel int is NRM/IRM	47.6	24.6737	Ma	2.171e-03
This study	DSDP Site 522	16-3-075	16-3-075	16-3-075	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.8	Declination rotated section mean=0/180;rel int is NRM/IRM	48.8	24.6799	Ma	2.015e-03
This study	DSDP Site 522	16-3-078	16-3-078	16-3-078	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.5	Declination rotated section mean=0/180;rel int is NRM/IRM	59.6	24.686	Ma	2.297e-03
This study	DSDP Site 522	16-3-080	16-3-080	16-3-080	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.3	Declination rotated section mean=0/180;rel int is NRM/IRM	51.3	24.6881	Ma	2.603e-03
This study	DSDP Site 522	16-3-083	16-3-083	16-3-083	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.8	Declination rotated section mean=0/180;rel int is NRM/IRM	46.6	24.6963	Ma	2.430e-03
This study	DSDP Site 522	16-3-086	16-3-086	16-3-086	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.4	Declination rotated section mean=0/180;rel int is NRM/IRM	40.8	24.7025	Ma	1.684e-03
This study	DSDP Site 522	16-3-089	16-3-089	16-3-089	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.0	Declination rotated section mean=0/180;rel int is NRM/IRM	49.4	24.7087	Ma	1.240e-03
This study	DSDP Site 522	16-3-092	16-3-092	16-3-092	LP-PI-IRM:LP-PI-REL:LT-AF-Z	172.8	Declination rotated section mean=0/180;rel int is NRM/IRM	46.1	24.7148	Ma	1.155e-03
This study	DSDP Site 522	16-3-095	16-3-095	16-3-095	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.2	Declination rotated section mean=0/180;rel int is NRM/IRM	39.8	24.721	Ma	3.185e-03
This study	DSDP Site 522	16-3-098	16-3-098	16-3-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.3	Declination rotated section mean=0/180;rel int is NRM/IRM	44	24.7251	Ma	3.655e-03
This study	DSDP Site 522	16-3-102	16-3-102	16-3-102	LP-PI-IRM:LP-PI-REL:LT-AF-Z	191.2	Declination rotated section mean=0/180;rel int is NRM/IRM	49.6	24.7333	Ma	3.668e-03
This study	DSDP Site 522	16-3-105	16-3-105	16-3-105	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.7	Declination rotated section mean=0/180;rel int is NRM/IRM	41.9	24.7395	Ma	3.529e-03
This study	DSDP Site 522	16-3-108	16-3-108	16-3-108	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.4	Declination rotated section mean=0/180;rel int is NRM/IRM	42.5	24.7457	Ma	2.722e-03
This study	DSDP Site 522	16-3-110	16-3-110	16-3-110	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.7	Declination rotated section mean=0/180;rel int is NRM/IRM	43.2	24.7519	Ma	2.684e-03
This study	DSDP Site 522	16-3-114	16-3-114	16-3-114	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.2	Declination rotated section mean=0/180;rel int is NRM/IRM	43.6	24.758	Ma	2.869e-03
This study	DSDP Site 522	16-3-116	16-3-116	16-3-116	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.3	Declination rotated section mean=0/180;rel int is NRM/IRM	42.4	24.7642	Ma	1.981e-03
This study	DSDP Site 522	16-3-119	16-3-119	16-3-119	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.1	Declination rotated section mean=0/180;rel int is NRM/IRM	39.7	24.7704	Ma	2.932e-03
This study	DSDP Site 522	16-3-122	16-3-122	16-3-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.3	Declination rotated section mean=0/180;rel int is NRM/IRM	40.7	24.7765	Ma	3.472e-03
This study	DSDP Site 522	16-3-125	16-3-125	16-3-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.9	Declination rotated section mean=0/180;rel int is NRM/IRM	46.8	24.7827	Ma	2.482e-03
This study	DSDP Site 522	16-3-127	16-3-127	16-3-127	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.5	Declination rotated section mean=0/180;rel int is NRM/IRM	34.4	24.7868	Ma	1.749e-03
This study	DSDP Site 522	17-1-005	17-1-005	17-1-005	LP-PI-IRM:LP-PI-REL:LT-AF-Z	273.6	Declination rotated section mean=0/180;rel int is NRM/IRM	33.7	24.8238	Ma	6.131e-04
This study	DSDP Site 522	17-1-009	17-1-009	17-1-009	LP-PI-IRM:LP-PI-REL:LT-AF-Z	270.1	Declination rotated section mean=0/180;rel int is NRM/IRM	16.7	24.83	Ma	5.316e-04
This study	DSDP Site 522	17-1-012	17-1-012	17-1-012	LP-PI-IRM:LP-PI-REL:LT-AF-Z	286.7	Declination rotated section mean=0/180;rel int is NRM/IRM	-61.5	24.836	Ma	5.054e-04
This study	DSDP Site 522	17-1-015	17-1-015	17-1-015	LP-PI-IRM:LP-PI-REL:LT-AF-Z	348.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-51.5	24.842	Ma	1.759e-03
This study	DSDP Site 522	17-1-018	17-1-018	17-1-018	LP-PI-IRM:LP-PI-REL:LT-AF-Z	337.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-51.1	24.85	Ma	1.457e-03
This study	DSDP Site 522	17-1-021	17-1-021	17-1-021	LP-PI-IRM:LP-PI-REL:LT-AF-Z	356.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-38.8	24.856	Ma	1.283e-03
This study	DSDP Site 522	17-1-022	17-1-022	17-1-022	LP-PI-IRM:LP-PI-REL:LT-AF-Z	358.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-51.7	24.858	Ma	2.451e-03
This study	DSDP Site 522	17-1-023	17-1-023	17-1-023	LP-PI-IRM:LP-PI-REL:LT-AF-Z	352.8	Declination rotated section mean=0/180;rel int is NRM/IRM	-54.9	24.86	Ma	1.272e-03
This study	DSDP Site 522	17-1-026	17-1-026	17-1-026	LP-PI-IRM:LP-PI-REL:LT-AF-Z	23.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-47.6	24.866	Ma	1.396e-03
This study	DSDP Site 522	17-1-030	17-1-030	17-1-030	LP-PI-IRM:LP-PI-REL:LT-AF-Z	351.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-50.4	24.872	Ma	1.786e-03
This study	DSDP Site 522	17-1-035	17-1-035	17-1-035	LP-PI-IRM:LP-PI-REL:LT-AF-Z	8.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-38.2	24.884	Ma	2.187e-03
This study	DSDP Site 522	17-1-040	17-1-040	17-1-040	LP-PI-IRM:LP-PI-REL:LT-AF-Z	357.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-49.7	24.892	Ma	3.017e-03
