tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_description	specimen_direction_type	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	U1361A	318-U1361A-034X-6-W-49	318-U1361A-034X-6-W-49	318-U1361A-034X-6-W-49	318-U1361A-034X-6-W-49:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.112	8.000e-02	5.000e-03	T		A	u	1.4	284.1		l	30.4	3.3	9	0
	This study	U1361A	318-U1361A-035X-1-W-106	318-U1361A-035X-1-W-106	318-U1361A-035X-1-W-106	318-U1361A-035X-1-W-106:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	2.5	319.1		l	-69.5	7.5	9	-1
	This study	U1361A	318-U1361A-035X-2-W-137	318-U1361A-035X-2-W-137	318-U1361A-035X-2-W-137	318-U1361A-035X-2-W-137:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.112	8.000e-02	1.000e-02	T		A	u	1.4	17.6		l	-71.5	1.8	8	0
	This study	U1361A	318-U1361A-035X-3-W-73	318-U1361A-035X-3-W-73	318-U1361A-035X-3-W-73	318-U1361A-035X-3-W-73:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	3.000e-02	5.000e-03	T	8.0	A	u	-1.0	191.7		l	57.6		5	0
	This study	U1361A	318-U1361A-035X-6-W-91	318-U1361A-035X-6-W-91	318-U1361A-035X-6-W-91	318-U1361A-035X-6-W-91:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.00E-02	T		A	u	6.1	355.5		l	26.7	5.9	8	-1
	This study	U1361A	318-U1361A-036X-2-W-141	318-U1361A-036X-2-W-141	318-U1361A-036X-2-W-141	318-U1361A-036X-2-W-141:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.00E-02	T		A	u	19.7	185.9		l	-10.6	16.3	8	-1
	This study	U1361A	318-U1361A-036X-3-W-106	318-U1361A-036X-3-W-106	318-U1361A-036X-3-W-106	318-U1361A-036X-3-W-106:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.112	3.000e-02	1.000e-02	T		A	u	5.3	85.9		l	75.5	4.8	5	0
	This study	U1361A	318-U1361A-036X-5-W-15	318-U1361A-036X-5-W-15	318-U1361A-036X-5-W-15	318-U1361A-036X-5-W-15:LP-DIR-AF	LP-DIR-AF:DE-FM	pmagpy-2.77	1.00E-01	3.00E-02	T	10.7	A	u	-1	14.5		l	61.7		5	-1
	This study	U1361A	318-U1361A-036X-7-W-26	318-U1361A-036X-7-W-26	318-U1361A-036X-7-W-26	318-U1361A-036X-7-W-26:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	1.000e-01	4.000e-02	T	8.9	A	u	-1.0	155.9		l	71.7		4	0
	This study	U1361A	318-U1361A-037X-6-W-122	318-U1361A-037X-6-W-122	318-U1361A-037X-6-W-122	318-U1361A-037X-6-W-122:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	2.00E-02	T		A	u	1.2	290.4		l	-72.6	3.2	7	-1
	This study	U1361A	318-U1361A-038X-1-W-54	318-U1361A-038X-1-W-54	318-U1361A-038X-1-W-54	318-U1361A-038X-1-W-54:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	8.000e-02	3.000e-02	T	11.6	A	u	-1.0	314.6		l	68.2		4	0
	This study	U1361A	318-U1361A-038X-2-W-94	318-U1361A-038X-2-W-94	318-U1361A-038X-2-W-94	318-U1361A-038X-2-W-94:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.20E-01	5.00E-03	T		A	u	1.2	141.6		l	68.3	3.2	11	-1
	This study	U1361A	318-U1361A-039X-1-W-48	318-U1361A-039X-1-W-48	318-U1361A-039X-1-W-48	318-U1361A-039X-1-W-48:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	5.00E-03	T		A	u	1.3	194.9		l	68.1	1.7	10	-1
	This study	U1361A	318-U1361A-039X-6-W-70	318-U1361A-039X-6-W-70	318-U1361A-039X-6-W-70	318-U1361A-039X-6-W-70:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	8.000e-02	3.000e-02	T	10.2	A	u	-1.0	320.6		l	73.6		4	0
	This study	U1361A	318-U1361A-040X-1-W-138	318-U1361A-040X-1-W-138	318-U1361A-040X-1-W-138	318-U1361A-040X-1-W-138:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	5.00E-03	T		A	u	6.7	195.9		l	82.3	3.9	9	-1
	This study	U1361A	318-U1361A-040X-3-W-104	318-U1361A-040X-3-W-104	318-U1361A-040X-3-W-104	318-U1361A-040X-3-W-104:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	8.000e-02	3.000e-02	T	5.9	A	u	-1.0	350.8		l	85.0		4	0
