tab 	er_ages
age	age_description	age_unit	er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes
4.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-1	318-U1361A-012H_5A-1	GM-INT:GM-POL:GM-FOSSIL
4.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-1.05	318-U1361A-012H_5A-1.05	GM-INT:GM-POL:GM-FOSSIL
4.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-1.1	318-U1361A-012H_5A-1.1	GM-INT:GM-POL:GM-FOSSIL
4.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-1.2	318-U1361A-012H_5A-1.2	GM-INT:GM-POL:GM-FOSSIL
4.67	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-1.25	318-U1361A-012H_5A-1.25	GM-INT:GM-POL:GM-FOSSIL
4.67	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-1.3	318-U1361A-012H_5A-1.3	GM-INT:GM-POL:GM-FOSSIL
4.67	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-1.35	318-U1361A-012H_5A-1.35	GM-INT:GM-POL:GM-FOSSIL
4.67	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-1.4	318-U1361A-012H_5A-1.4	GM-INT:GM-POL:GM-FOSSIL
4.68	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.1	318-U1361A-012H_6A-0.1	GM-INT:GM-POL:GM-FOSSIL
4.68	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.15	318-U1361A-012H_6A-0.15	GM-INT:GM-POL:GM-FOSSIL
4.68	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.2	318-U1361A-012H_6A-0.2	GM-INT:GM-POL:GM-FOSSIL
4.68	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.25	318-U1361A-012H_6A-0.25	GM-INT:GM-POL:GM-FOSSIL
4.69	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.3	318-U1361A-012H_6A-0.3	GM-INT:GM-POL:GM-FOSSIL
4.69	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.35	318-U1361A-012H_6A-0.35	GM-INT:GM-POL:GM-FOSSIL
4.69	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.4	318-U1361A-012H_6A-0.4	GM-INT:GM-POL:GM-FOSSIL
4.69	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.45	318-U1361A-012H_6A-0.45	GM-INT:GM-POL:GM-FOSSIL
4.69	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.5	318-U1361A-012H_6A-0.5	GM-INT:GM-POL:GM-FOSSIL
4.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.55	318-U1361A-012H_6A-0.55	GM-INT:GM-POL:GM-FOSSIL
4.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.6	318-U1361A-012H_6A-0.6	GM-INT:GM-POL:GM-FOSSIL
4.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.65	318-U1361A-012H_6A-0.65	GM-INT:GM-POL:GM-FOSSIL
4.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.7	318-U1361A-012H_6A-0.7	GM-INT:GM-POL:GM-FOSSIL
4.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.75	318-U1361A-012H_6A-0.75	GM-INT:GM-POL:GM-FOSSIL
4.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.8	318-U1361A-012H_6A-0.8	GM-INT:GM-POL:GM-FOSSIL
4.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.85	318-U1361A-012H_6A-0.85	GM-INT:GM-POL:GM-FOSSIL
4.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.9	318-U1361A-012H_6A-0.9	GM-INT:GM-POL:GM-FOSSIL
4.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-0.95	318-U1361A-012H_6A-0.95	GM-INT:GM-POL:GM-FOSSIL
4.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-1	318-U1361A-012H_6A-1	GM-INT:GM-POL:GM-FOSSIL
4.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-1.05	318-U1361A-012H_6A-1.05	GM-INT:GM-POL:GM-FOSSIL
4.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-1.1	318-U1361A-012H_6A-1.1	GM-INT:GM-POL:GM-FOSSIL
4.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-1.15	318-U1361A-012H_6A-1.15	GM-INT:GM-POL:GM-FOSSIL
4.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_6A-1.2	318-U1361A-012H_6A-1.2	GM-INT:GM-POL:GM-FOSSIL
4.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_7A-0.15	318-U1361A-012H_7A-0.15	GM-INT:GM-POL:GM-FOSSIL
4.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_7A-0.2	318-U1361A-012H_7A-0.2	GM-INT:GM-POL:GM-FOSSIL
4.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_7A-0.25	318-U1361A-012H_7A-0.25	GM-INT:GM-POL:GM-FOSSIL
4.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_7A-0.3	318-U1361A-012H_7A-0.3	GM-INT:GM-POL:GM-FOSSIL
4.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_7A-0.35	318-U1361A-012H_7A-0.35	GM-INT:GM-POL:GM-FOSSIL
4.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_7A-0.4	318-U1361A-012H_7A-0.4	GM-INT:GM-POL:GM-FOSSIL
4.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_7A-0.45	318-U1361A-012H_7A-0.45	GM-INT:GM-POL:GM-FOSSIL
4.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_7A-0.5	318-U1361A-012H_7A-0.5	GM-INT:GM-POL:GM-FOSSIL
4.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_7A-0.55	318-U1361A-012H_7A-0.55	GM-INT:GM-POL:GM-FOSSIL
4.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_7A-0.6	318-U1361A-012H_7A-0.6	GM-INT:GM-POL:GM-FOSSIL
4.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-1-W-102	318-U1361A-013H-1-W-102	GM-INT:GM-POL:GM-FOSSIL
4.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-1-W-102a	318-U1361A-013H-1-W-102a	GM-INT:GM-POL:GM-FOSSIL
4.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-2-W-70	318-U1361A-013H-2-W-70	GM-INT:GM-POL:GM-FOSSIL
4.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-2-W-70a	318-U1361A-013H-2-W-70a	GM-INT:GM-POL:GM-FOSSIL
4.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-3-W-97	318-U1361A-013H-3-W-97	GM-INT:GM-POL:GM-FOSSIL
5.03	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-4-W-118	318-U1361A-013H-4-W-118	GM-INT:GM-POL:GM-FOSSIL
5.03	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-4-W-118a	318-U1361A-013H-4-W-118a	GM-INT:GM-POL:GM-FOSSIL
5.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-5-W-95	318-U1361A-013H-5-W-95	GM-INT:GM-POL:GM-FOSSIL
5.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-5-W-95a	318-U1361A-013H-5-W-95a	GM-INT:GM-POL:GM-FOSSIL
5.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-6-W-89	318-U1361A-013H-6-W-89	GM-INT:GM-POL:GM-FOSSIL
5.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H-6-W-89a	318-U1361A-013H-6-W-89a	GM-INT:GM-POL:GM-FOSSIL
4.83	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.1	318-U1361A-013H_1A-0.1	GM-INT:GM-POL:GM-FOSSIL
4.83	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.15	318-U1361A-013H_1A-0.15	GM-INT:GM-POL:GM-FOSSIL
4.84	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.2	318-U1361A-013H_1A-0.2	GM-INT:GM-POL:GM-FOSSIL
4.84	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.25	318-U1361A-013H_1A-0.25	GM-INT:GM-POL:GM-FOSSIL
4.84	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.3	318-U1361A-013H_1A-0.3	GM-INT:GM-POL:GM-FOSSIL
4.84	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.35	318-U1361A-013H_1A-0.35	GM-INT:GM-POL:GM-FOSSIL
4.84	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.4	318-U1361A-013H_1A-0.4	GM-INT:GM-POL:GM-FOSSIL
4.84	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.45	318-U1361A-013H_1A-0.45	GM-INT:GM-POL:GM-FOSSIL
4.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.5	318-U1361A-013H_1A-0.5	GM-INT:GM-POL:GM-FOSSIL
4.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.55	318-U1361A-013H_1A-0.55	GM-INT:GM-POL:GM-FOSSIL
4.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.6	318-U1361A-013H_1A-0.6	GM-INT:GM-POL:GM-FOSSIL
4.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.65	318-U1361A-013H_1A-0.65	GM-INT:GM-POL:GM-FOSSIL
4.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.7	318-U1361A-013H_1A-0.7	GM-INT:GM-POL:GM-FOSSIL
4.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.75	318-U1361A-013H_1A-0.75	GM-INT:GM-POL:GM-FOSSIL
4.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.8	318-U1361A-013H_1A-0.8	GM-INT:GM-POL:GM-FOSSIL
4.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.85	318-U1361A-013H_1A-0.85	GM-INT:GM-POL:GM-FOSSIL
4.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.9	318-U1361A-013H_1A-0.9	GM-INT:GM-POL:GM-FOSSIL
4.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-0.95	318-U1361A-013H_1A-0.95	GM-INT:GM-POL:GM-FOSSIL
4.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-1	318-U1361A-013H_1A-1	GM-INT:GM-POL:GM-FOSSIL
4.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-1.05	318-U1361A-013H_1A-1.05	GM-INT:GM-POL:GM-FOSSIL
4.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-1.1	318-U1361A-013H_1A-1.1	GM-INT:GM-POL:GM-FOSSIL
4.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-1.15	318-U1361A-013H_1A-1.15	GM-INT:GM-POL:GM-FOSSIL
4.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-1.2	318-U1361A-013H_1A-1.2	GM-INT:GM-POL:GM-FOSSIL
4.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-1.25	318-U1361A-013H_1A-1.25	GM-INT:GM-POL:GM-FOSSIL
4.88	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-1.3	318-U1361A-013H_1A-1.3	GM-INT:GM-POL:GM-FOSSIL
4.88	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-1.35	318-U1361A-013H_1A-1.35	GM-INT:GM-POL:GM-FOSSIL
4.88	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_1A-1.4	318-U1361A-013H_1A-1.4	GM-INT:GM-POL:GM-FOSSIL
4.89	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.1	318-U1361A-013H_2A-0.1	GM-INT:GM-POL:GM-FOSSIL
4.89	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.15	318-U1361A-013H_2A-0.15	GM-INT:GM-POL:GM-FOSSIL
4.89	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.2	318-U1361A-013H_2A-0.2	GM-INT:GM-POL:GM-FOSSIL
4.89	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.25	318-U1361A-013H_2A-0.25	GM-INT:GM-POL:GM-FOSSIL
4.89	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.3	318-U1361A-013H_2A-0.3	GM-INT:GM-POL:GM-FOSSIL
4.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.35	318-U1361A-013H_2A-0.35	GM-INT:GM-POL:GM-FOSSIL
4.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.4	318-U1361A-013H_2A-0.4	GM-INT:GM-POL:GM-FOSSIL
4.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.45	318-U1361A-013H_2A-0.45	GM-INT:GM-POL:GM-FOSSIL
4.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.5	318-U1361A-013H_2A-0.5	GM-INT:GM-POL:GM-FOSSIL
4.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.55	318-U1361A-013H_2A-0.55	GM-INT:GM-POL:GM-FOSSIL
4.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.6	318-U1361A-013H_2A-0.6	GM-INT:GM-POL:GM-FOSSIL
4.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.65	318-U1361A-013H_2A-0.65	GM-INT:GM-POL:GM-FOSSIL
4.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.7	318-U1361A-013H_2A-0.7	GM-INT:GM-POL:GM-FOSSIL
4.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.75	318-U1361A-013H_2A-0.75	GM-INT:GM-POL:GM-FOSSIL
4.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.8	318-U1361A-013H_2A-0.8	GM-INT:GM-POL:GM-FOSSIL
4.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.85	318-U1361A-013H_2A-0.85	GM-INT:GM-POL:GM-FOSSIL
4.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.9	318-U1361A-013H_2A-0.9	GM-INT:GM-POL:GM-FOSSIL
4.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-0.95	318-U1361A-013H_2A-0.95	GM-INT:GM-POL:GM-FOSSIL
4.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-1	318-U1361A-013H_2A-1	GM-INT:GM-POL:GM-FOSSIL
4.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-1.05	318-U1361A-013H_2A-1.05	GM-INT:GM-POL:GM-FOSSIL
4.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-1.1	318-U1361A-013H_2A-1.1	GM-INT:GM-POL:GM-FOSSIL
4.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-1.15	318-U1361A-013H_2A-1.15	GM-INT:GM-POL:GM-FOSSIL
4.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-1.2	318-U1361A-013H_2A-1.2	GM-INT:GM-POL:GM-FOSSIL
4.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-1.25	318-U1361A-013H_2A-1.25	GM-INT:GM-POL:GM-FOSSIL
4.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-1.3	318-U1361A-013H_2A-1.3	GM-INT:GM-POL:GM-FOSSIL
4.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-1.35	318-U1361A-013H_2A-1.35	GM-INT:GM-POL:GM-FOSSIL
4.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_2A-1.4	318-U1361A-013H_2A-1.4	GM-INT:GM-POL:GM-FOSSIL
4.94	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.1	318-U1361A-013H_3A-0.1	GM-INT:GM-POL:GM-FOSSIL
4.94	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.15	318-U1361A-013H_3A-0.15	GM-INT:GM-POL:GM-FOSSIL
4.94	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.2	318-U1361A-013H_3A-0.2	GM-INT:GM-POL:GM-FOSSIL
4.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.25	318-U1361A-013H_3A-0.25	GM-INT:GM-POL:GM-FOSSIL
4.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.3	318-U1361A-013H_3A-0.3	GM-INT:GM-POL:GM-FOSSIL
4.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.35	318-U1361A-013H_3A-0.35	GM-INT:GM-POL:GM-FOSSIL
4.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.4	318-U1361A-013H_3A-0.4	GM-INT:GM-POL:GM-FOSSIL
4.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.45	318-U1361A-013H_3A-0.45	GM-INT:GM-POL:GM-FOSSIL
4.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.5	318-U1361A-013H_3A-0.5	GM-INT:GM-POL:GM-FOSSIL
4.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.55	318-U1361A-013H_3A-0.55	GM-INT:GM-POL:GM-FOSSIL
4.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.6	318-U1361A-013H_3A-0.6	GM-INT:GM-POL:GM-FOSSIL
4.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.65	318-U1361A-013H_3A-0.65	GM-INT:GM-POL:GM-FOSSIL
4.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.7	318-U1361A-013H_3A-0.7	GM-INT:GM-POL:GM-FOSSIL
4.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.75	318-U1361A-013H_3A-0.75	GM-INT:GM-POL:GM-FOSSIL
4.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.8	318-U1361A-013H_3A-0.8	GM-INT:GM-POL:GM-FOSSIL
4.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.85	318-U1361A-013H_3A-0.85	GM-INT:GM-POL:GM-FOSSIL
4.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.9	318-U1361A-013H_3A-0.9	GM-INT:GM-POL:GM-FOSSIL
4.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-0.95	318-U1361A-013H_3A-0.95	GM-INT:GM-POL:GM-FOSSIL
4.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-1	318-U1361A-013H_3A-1	GM-INT:GM-POL:GM-FOSSIL
4.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-1.05	318-U1361A-013H_3A-1.05	GM-INT:GM-POL:GM-FOSSIL
4.98	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-1.1	318-U1361A-013H_3A-1.1	GM-INT:GM-POL:GM-FOSSIL
4.98	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-1.15	318-U1361A-013H_3A-1.15	GM-INT:GM-POL:GM-FOSSIL
4.98	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-013H_3A-1.2	318-U1361A-013H_3A-1.2	GM-INT:GM-POL:GM-FOSSIL
