Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Demag level (mT),Inclination background &amp; tray corrected (deg),Declination background &amp; tray corrected (deg),Intensity background &amp; tray corrected (A/m),Inclination raw (deg),Declination raw (deg),Intensity raw (A/m),Magnetic moment x (Am&sup2;),Magnetic moment y (Am&sup2;),Magnetic moment z (Am&sup2;),Sample orientation,Raw data,Timestamp (UTC),Instrument,Text ID,Test No.,Comments
XXX,UTEST,A,6,H,2,A,110,45.1,45.1,20,44.5,145.5,0.010405,44.5,145.5,0.010409,-5.79E-07,4.06E-07,1.13E-06,,,4/11/15 10:17,SRM,SHLF6603431,75685451,Auto-Log Split Section
XXX,UTEST,A,6,H,2,A,115,45.15,45.15,20,51.4,141.4,0.0090931,51.4,141.4,0.009099,-4.20E-07,3.43E-07,1.10E-06,,,4/11/15 10:17,SRM,SHLF6603431,75685451,Auto-Log Split Section
XXX,UTEST,A,6,H,2,A,120,45.2,45.2,20,44.7,131,0.01324,44.7,131,0.013244,-5.85E-07,6.88E-07,1.44E-06,,,4/11/15 10:17,SRM,SHLF6603431,75685451,Auto-Log Split Section
XXX,UTEST,A,6,H,2,A,125,45.25,45.25,20,37.4,129.7,0.015562,37.4,129.7,0.015565,-7.48E-07,9.21E-07,1.46E-06,,,4/11/15 10:17,SRM,SHLF6603431,75685451,Auto-Log Split Section
XXX,UTEST,A,6,H,2,A,130,45.3,45.3,20,43,129.8,0.011812,43,129.8,0.011812,-5.24E-07,6.42E-07,1.25E-06,,,4/11/15 10:17,SRM,SHLF6603431,75685451,Auto-Log Split Section
XXX,UTEST,A,6,H,2,A,135,45.35,45.35,20,46.1,121.4,0.010746,46.1,121.4,0.010743,-3.67E-07,6.15E-07,1.20E-06,,,4/11/15 10:17,SRM,SHLF6603431,75685451,Auto-Log Split Section
XXX,UTEST,A,6,H,2,A,140,45.4,45.4,20,39.3,122.4,0.012969,39.3,122.4,0.012968,-5.08E-07,8.20E-07,1.27E-06,,,4/11/15 10:17,SRM,SHLF6603431,75685451,Auto-Log Split Section
XXX,UTEST,A,6,H,2,A,145,45.45,45.45,20,41.3,134.8,0.011981,41.4,134.7,0.011978,-5.98E-07,6.18E-07,1.22E-06,,,4/11/15 10:17,SRM,SHLF6603431,75685451,Auto-Log Split Section
XXX,UTEST,A,6,H,2,A,150,45.5,45.5,20,48.5,150.6,0.011265,48.6,150.6,0.011263,-6.14E-07,3.54E-07,1.31E-06,,,4/11/15 10:17,SRM,SHLF6603431,75685451,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,0,45.5,45.5,10,73.3,305.5,0.0035666,73.9,308.7,0.0035612,5.83E-08,-7.44E-08,5.29E-07,Single Line,29026801,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,5,45.55,45.55,10,63,132.3,0.013399,63,132.3,0.0134,-3.87E-07,4.36E-07,1.85E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,10,45.6,45.6,10,56,132.4,0.023506,56,132.4,0.023502,-8.38E-07,9.40E-07,3.01E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,15,45.65,45.65,10,52.2,130.8,0.028547,52.2,130.8,0.028543,-1.08E-06,1.28E-06,3.49E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,20,45.7,45.7,10,49.9,127.8,0.029874,49.9,127.8,0.02987,-1.12E-06,1.47E-06,3.53E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,25,45.75,45.75,10,45.7,119.2,0.030003,45.7,119.2,0.029999,-9.67E-07,1.77E-06,3.32E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,30,45.8,45.8,10,46.6,117.1,0.026457,46.6,117.1,0.026453,-7.83E-07,1.56E-06,2.97E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,35,45.85,45.85,10,52,121,0.022269,52,120.9,0.022266,-6.66E-07,1.14E-06,2.72E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,40,45.9,45.9,10,51.6,123,0.023277,51.6,123,0.023275,-7.44E-07,1.17E-06,2.82E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,45,45.95,45.95,10,50.8,122.9,0.029855,50.8,122.9,0.02985,-9.71E-07,1.53E-06,3.58E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,50,46,46,10,49.5,129.9,0.035844,49.5,129.9,0.035839,-1.41E-06,1.73E-06,4.21E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,55,46.05,46.05,10,46.7,138.7,0.040791,46.8,138.6,0.040785,-1.98E-06,1.79E-06,4.60E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,60,46.1,46.1,10,47.5,136.6,0.032845,47.5,136.6,0.032836,-1.52E-06,1.47E-06,3.75E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,65,46.15,46.15,10,51.5,128.1,0.02512,51.5,128,0.025113,-9.12E-07,1.19E-06,3.04E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,70,46.2,46.2,10,46.1,126.4,0.028104,46.1,126.4,0.028096,-1.09E-06,1.52E-06,3.13E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,75,46.25,46.25,10,43.5,127.4,0.033052,43.5,127.4,0.033043,-1.38E-06,1.84E-06,3.52E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,80,46.3,46.3,10,47.9,128.9,0.033672,47.9,128.8,0.033664,-1.34E-06,1.70E-06,3.86E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,85,46.35,46.35,10,51,128.9,0.032205,51,128.9,0.032199,-1.20E-06,1.53E-06,3.87E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,90,46.4,46.4,10,51.1,129.4,0.03094,51.1,129.4,0.030934,-1.17E-06,1.45E-06,3.72E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,95,46.45,46.45,10,49.8,127.5,0.030517,49.8,127.5,0.030509,-1.13E-06,1.51E-06,3.61E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,100,46.5,46.5,10,46.2,135.3,0.028868,46.3,135.3,0.028858,-1.34E-06,1.36E-06,3.23E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,105,46.55,46.55,10,36.6,151.5,0.028533,36.6,151.5,0.02852,-1.90E-06,1.06E-06,2.63E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,110,46.6,46.6,10,34.9,153.6,0.023855,34.9,153.6,0.023845,-1.66E-06,8.42E-07,2.11E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,115,46.65,46.65,10,34.6,142.1,0.019571,34.7,142,0.019563,-1.20E-06,9.58E-07,1.72E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,120,46.7,46.7,10,29.8,140.1,0.023738,29.8,140.1,0.023727,-1.50E-06,1.28E-06,1.82E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,125,46.75,46.75,10,30.5,139.6,0.024998,30.5,139.5,0.024984,-1.55E-06,1.35E-06,1.96E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,130,46.8,46.8,10,35.2,134.3,0.02254,35.3,134.3,0.022525,-1.21E-06,1.27E-06,2.01E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,135,46.85,46.85,10,44.1,142.5,0.021089,44.1,142.5,0.021072,-1.13E-06,8.91E-07,2.27E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,140,46.9,46.9,10,51.7,147.9,0.023954,51.7,147.9,0.023939,-1.19E-06,7.63E-07,2.91E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,145,46.95,46.95,10,52.9,135.9,0.02718,53,135.8,0.027166,-1.11E-06,1.10E-06,3.35E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,150,47,47,10,54.5,127.6,0.026498,54.6,127.5,0.026488,-8.85E-07,1.18E-06,3.34E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700071,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,0,45.5,45.5,0,72.8,329.1,0.011232,72.9,330.2,0.011233,2.71E-07,-1.59E-07,1.66E-06,Single Line,29026781,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,5,45.55,45.55,0,82.5,79.3,0.042092,82.5,79.3,0.042093,9.65E-08,5.23E-07,6.45E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,10,45.6,45.6,0,78,129.8,0.076761,78,129.8,0.076758,-9.69E-07,1.19E-06,1.16E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,15,45.65,45.65,0,75.9,134.4,0.09486,75.9,134.4,0.094856,-1.53E-06,1.60E-06,1.42E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,20,45.7,45.7,0,74.7,130.4,0.096653,74.8,130.4,0.09665,-1.56E-06,1.87E-06,1.44E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,25,45.75,45.75,0,73.7,122.8,0.095579,73.7,122.8,0.095576,-1.37E-06,2.18E-06,1.42E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,30,45.8,45.8,0,73,121,0.088361,73,121,0.088357,-1.26E-06,2.14E-06,1.31E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,35,45.85,45.85,0,76.1,116.4,0.078114,76.1,116.4,0.078112,-7.90E-07,1.63E-06,1.17E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,40,45.9,45.9,0,77.6,117.3,0.080535,77.6,117.3,0.080533,-7.48E-07,1.48E-06,1.22E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,45,45.95,45.95,0,76.5,127.7,0.09952,76.5,127.7,0.099517,-1.34E-06,1.78E-06,1.50E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,50,46,46,0,78,122.3,0.13083,78,122.3,0.13083,-1.37E-06,2.22E-06,1.98E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,55,46.05,46.05,0,78.7,126.4,0.16598,78.7,126.5,0.16598,-1.83E-06,2.53E-06,2.52E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,60,46.1,46.1,0,75,140.4,0.15823,75.1,140.4,0.15822,-2.98E-06,2.52E-06,2.36E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,65,46.15,46.15,0,75.3,134.7,0.1107,75.3,134.7,0.1107,-1.87E-06,1.94E-06,1.66E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,70,46.2,46.2,0,75.5,124.7,0.090529,75.5,124.7,0.090523,-1.22E-06,1.80E-06,1.36E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,75,46.25,46.25,0,72.7,122,0.099984,72.7,122,0.099978,-1.49E-06,2.44E-06,1.48E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,80,46.3,46.3,0,74.5,128,0.11551,74.5,128,0.11551,-1.80E-06,2.36E-06,1.72E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,85,46.35,46.35,0,75.9,131,0.11649,75.9,131,0.11648,-1.76E-06,2.07E-06,1.75E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,90,46.4,46.4,0,75.8,132.3,0.10818,75.8,132.3,0.10818,-1.68E-06,1.90E-06,1.62E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,95,46.45,46.45,0,75.1,131.7,0.097189,75.1,131.8,0.097184,-1.57E-06,1.80E-06,1.45E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,100,46.5,46.5,0,74.1,129.4,0.088447,74.1,129.4,0.088441,-1.45E-06,1.81E-06,1.32E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,105,46.55,46.55,0,66.3,148.4,0.084942,66.3,148.4,0.084935,-2.75E-06,1.73E-06,1.20E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,110,46.6,46.6,0,60.6,159.8,0.078433,60.6,159.9,0.07843,-3.42E-06,1.28E-06,1.06E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,115,46.65,46.65,0,67.9,148.9,0.064942,67.9,148.9,0.064939,-1.98E-06,1.22E-06,9.30E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,120,46.7,46.7,0,66.1,140.3,0.066331,66.2,140.3,0.066323,-1.95E-06,1.66E-06,9.38E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,125,46.75,46.75,0,62.6,143.5,0.077907,62.6,143.5,0.077898,-2.73E-06,2.06E-06,1.07E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,130,46.8,46.8,0,62.7,145.9,0.083413,62.7,145.9,0.083402,-2.99E-06,2.07E-06,1.15E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,135,46.85,46.85,0,63.8,152.7,0.08601,63.8,152.8,0.085997,-3.20E-06,1.68E-06,1.19E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,140,46.9,46.9,0,71,160,0.098601,71,160,0.098592,-2.85E-06,1.06E-06,1.44E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,145,46.95,46.95,0,75.3,147.9,0.11006,75.4,147.9,0.11005,-2.23E-06,1.43E-06,1.65E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,150,47,47,0,78.4,123.6,0.10623,78.4,123.6,0.10623,-1.12E-06,1.72E-06,1.61E-05,,,4/11/15 10:53,SRM,SHLF6603461,75700081,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,0,45.5,45.5,20,72,291.4,0.0022857,73.4,294.9,0.0022756,2.59E-08,-5.69E-08,3.37E-07,Single Line,29026831,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,5,45.55,45.55,20,55.1,135.9,0.0089712,55.1,135.8,0.0089741,-3.48E-07,3.46E-07,1.14E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,10,45.6,45.6,20,48.4,131.9,0.01512,48.4,131.9,0.015118,-6.34E-07,7.22E-07,1.75E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,15,45.65,45.65,20,45.1,130.6,0.018305,45.1,130.6,0.018303,-7.95E-07,9.48E-07,2.01E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,20,45.7,45.7,20,42.1,127,0.019418,42.1,127,0.019417,-8.20E-07,1.11E-06,2.01E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,25,45.75,45.75,20,38.1,118.8,0.019355,38.1,118.8,0.019354,-6.94E-07,1.29E-06,1.85E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,30,45.8,45.8,20,39.7,118.1,0.017143,39.7,118.1,0.017143,-5.88E-07,1.13E-06,1.69E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,35,45.85,45.85,20,43.2,122.8,0.014611,43.2,122.8,0.014612,-5.46E-07,8.67E-07,1.55E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,40,45.9,45.9,20,42.4,123.3,0.015812,42.4,123.3,0.015812,-6.08E-07,9.44E-07,1.65E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,45,45.95,45.95,20,40.8,124.4,0.0187,40.8,124.4,0.018699,-7.57E-07,1.13E-06,1.89E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,50,46,46,20,36,134.4,0.021076,36,134.4,0.021076,-1.13E-06,1.18E-06,1.92E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,55,46.05,46.05,20,35,139,0.021748,35,139,0.021748,-1.27E-06,1.13E-06,1.93E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,60,46.1,46.1,20,39.1,131.8,0.016499,39.1,131.8,0.016496,-8.07E-07,9.24E-07,1.61E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,65,46.15,46.15,20,40.9,127.4,0.016446,40.9,127.4,0.016446,-7.15E-07,9.55E-07,1.67E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,70,46.2,46.2,20,35.5,127.6,0.020483,35.5,127.6,0.020481,-9.62E-07,1.28E-06,1.84E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,75,46.25,46.25,20,36.4,128.7,0.021319,36.4,128.7,0.021317,-1.01E-06,1.30E-06,1.96E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,80,46.3,46.3,20,41.1,129.4,0.020319,41.1,129.4,0.020318,-9.19E-07,1.14E-06,2.07E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,85,46.35,46.35,20,43.4,130.5,0.019743,43.4,130.5,0.019744,-8.81E-07,1.06E-06,2.10E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,90,46.4,46.4,20,43,129.6,0.020548,43,129.5,0.020549,-9.05E-07,1.12E-06,2.17E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,95,46.45,46.45,20,42,130.9,0.019931,42.1,130.9,0.01993,-9.17E-07,1.08E-06,2.07E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,100,46.5,46.5,20,38.2,143.6,0.017493,38.2,143.6,0.017492,-1.05E-06,7.89E-07,1.67E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,105,46.55,46.55,20,36.7,151.3,0.015172,36.8,151.3,0.015173,-1.01E-06,5.64E-07,1.40E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,110,46.6,46.6,20,34.1,142.5,0.012658,34.1,142.6,0.012662,-7.88E-07,6.17E-07,1.10E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,115,46.65,46.65,20,29.4,135.7,0.01431,29.4,135.7,0.014315,-8.45E-07,8.42E-07,1.09E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,120,46.7,46.7,20,31.4,136.4,0.01583,31.4,136.4,0.015833,-9.26E-07,9.02E-07,1.28E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,125,46.75,46.75,20,35.4,129,0.014361,35.4,129,0.014362,-6.97E-07,8.80E-07,1.29E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,130,46.8,46.8,20,45.4,129.9,0.013834,45.4,129.9,0.013833,-5.90E-07,7.21E-07,1.52E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,135,46.85,46.85,20,50.3,141.7,0.014318,50.3,141.7,0.014314,-6.79E-07,5.47E-07,1.71E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,140,46.9,46.9,20,45.7,137.5,0.016664,45.8,137.5,0.016661,-8.11E-07,7.60E-07,1.85E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,145,46.95,46.95,20,44.8,131.6,0.015811,44.8,131.6,0.015809,-7.04E-07,8.12E-07,1.72E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,3,A,150,47,47,20,43.5,128.4,0.014921,43.5,128.4,0.01492,-6.36E-07,8.20E-07,1.59E-06,,,4/11/15 10:53,SRM,SHLF6603461,75700091,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,0,47,47,0,82,86.7,0.037963,81.9,86.6,0.037978,3.01E-08,5.14E-07,5.82E-06,Single Line,29027751,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,5,47.05,47.05,0,74.4,124.7,0.087358,74.4,124.7,0.087357,-1.27E-06,1.87E-06,1.30E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,10,47.1,47.1,0,73,130.1,0.099144,73,130.1,0.099139,-1.77E-06,2.15E-06,1.47E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,15,47.15,47.15,0,69.9,128,0.1033,69.9,128,0.10329,-2.07E-06,2.70E-06,1.50E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,20,47.2,47.2,0,66.5,135,0.11314,66.5,135.1,0.11313,-3.02E-06,3.08E-06,1.61E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,25,47.25,47.25,0,73,137.1,0.10625,73,137.2,0.10625,-2.16E-06,2.04E-06,1.57E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,30,47.3,47.3,0,78.8,138.9,0.10659,78.8,139,0.10659,-1.48E-06,1.31E-06,1.62E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,35,47.35,47.35,0,75.3,131.5,0.11978,75.3,131.5,0.11978,-1.90E-06,2.20E-06,1.79E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,40,47.4,47.4,0,76.5,132.4,0.12431,76.5,132.4,0.12431,-1.85E-06,2.07E-06,1.87E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,45,47.45,47.45,0,77.3,134.4,0.1387,77.3,134.5,0.1387,-2.02E-06,2.10E-06,2.09E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,50,47.5,47.5,0,79.6,137.1,0.14985,79.6,137.2,0.14984,-1.87E-06,1.77E-06,2.28E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,55,47.55,47.55,0,80,143.3,0.14511,80,143.4,0.1451,-1.91E-06,1.45E-06,2.21E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,60,47.6,47.6,0,78.9,143.8,0.12511,78.9,143.9,0.12511,-1.84E-06,1.37E-06,1.90E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,65,47.65,47.65,0,79.1,131.4,0.11728,79.1,131.5,0.11727,-1.38E-06,1.60E-06,1.78E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
XXX,UTEST,A,6,H,4,A,70,47.7,47.7,0,78.2,135.9,0.10576,78.2,136,0.10575,-1.47E-06,1.45E-06,1.60E-05,,,4/11/15 11:24,SRM,SHLF6603491,75700931,Auto-Log Split Section
